number	string	string	string	number	number	number	number	number	number	number	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2
1253	机关工厂13	resource/scene/bf001/bf001_merge.sce		1007	1829	3628	127	1252	0	0	"[[11132,5000,3],[11135,5000,3],[11136,5000,3]]"	[]	0	127	[]	0	[]	[]	[]	[]	64947	克里特岛	"[244,416]"	"[[300,476],[320,448]]"
1254	机关工厂14	resource/scene/bf001/bf001_merge.sce		1007	1842	3654	127	1253	0	0	"[[11132,5000,3],[11134,5000,3],[11136,5000,3]]"	[]	0	127	[]	0	[]	[]	[]	[]	64947	克里特岛	"[317,344]"	"[[345,380],[359,343]]"
1255	机关工厂15	resource/scene/bf001/bf001_merge.sce		1007	1855	3680	128	1254	0	1	"[[11131,5000,3],[11134,5000,3],[11136,5000,3]]"	[]	0	128	[]	3059	[]	[]	[]	"[3059,20]"	65641	克里特岛	"[354,233]"	"[[390,276],[419,252]]"
1256	机关工厂16	resource/scene/bf001/bf001_merge.sce		1007	1868	3706	128	1255	0	0	"[[11133,5000,3],[11135,5000,3],[11136,5000,3]]"	[]	0	128	[]	0	[]	[]	[]	[]	65641	克里特岛	"[441,180]"	"[[494,265],[529,281]]"
1257	机关工厂17	resource/scene/bf001/bf001_merge.sce		1007	1881	3732	129	1256	0	0	"[[11132,5000,3],[11134,5000,3],[11136,5000,3]]"	[]	0	129	[]	0	[]	[]	[]	[]	66061	克里特岛	"[548,226]"	"[[600,317],[638,333]]"
1258	机关工厂18	resource/scene/bf001/bf001_merge.sce		1007	1894	3758	129	1257	0	0	"[[11132,5000,3],[11135,5000,3],[11136,5000,3]]"	[]	0	129	[]	0	[]	[]	[]	[]	66061	克里特岛	"[659,268]"	"[[714,332],[741,308]]"
1259	机关工厂19	resource/scene/bf001/bf001_merge.sce		1007	1907	3784	130	1258	0	0	"[[11132,5000,3],[11134,5000,3],[11136,5000,3]]"	[]	0	130	[]	0	[]	[]	[]	[]	66753	克里特岛	"[745,207]"	"[[782,252],[299,220]]"
1260	机关工厂20	resource/scene/bf001/bf001_merge.sce		1007	1920	3810	130	1259	0	1	"[[11141,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	130	[]	3060	[]	[]	[]	"[3060,20]"	66753	克里特岛	"[799,112]"	[]
1261	海底1	resource/scene/bf001/bf001_merge.sce		1008	1934	3837	131	1260	0	0	"[[11143,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	131	[]	0	[]	[]	[]	[]	67261	亚特兰蒂斯	"[78,165]"	"[[133,254],[169,268]]"
1262	海底2	resource/scene/bf001/bf001_merge.sce		1008	1948	3864	131	1261	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	131	[]	0	[]	[]	[]	[]	67261	亚特兰蒂斯	"[192,210]"	"[[253,293],[296,303]]"
1263	海底3	resource/scene/bf001/bf001_merge.sce		1008	1962	3891	132	1262	0	0	"[[11142,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	132	[]	0	[]	[]	[]	[]	67965	亚特兰蒂斯	"[321,235]"	"[[385,303],[423,287]]"
1264	海底4	resource/scene/bf001/bf001_merge.sce		1008	1976	3918	132	1263	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	132	[]	0	[]	[]	[]	[]	67965	亚特兰蒂斯	"[435,189]"	"[[484,229],[508,200]]"
1265	海底5	resource/scene/bf001/bf001_merge.sce		1008	1990	3945	133	1264	0	1	"[[11141,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	133	[]	3098	[]	[]	[]	"[3098,20]"	68673	亚特兰蒂斯	"[515,98]"	"[[561,143],[599,136]]"
1266	海底6	resource/scene/bf001/bf001_merge.sce		1008	2004	3972	133	1265	0	0	"[[11143,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	133	[]	0	[]	[]	[]	[]	68673	亚特兰蒂斯	"[601,102]"	"[[630,214],[637,259]]"
1267	海底7	resource/scene/bf001/bf001_merge.sce		1008	2018	3999	134	1266	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	134	[]	0	[]	[]	[]	[]	69103	亚特兰蒂斯	"[623,234]"	"[[648,356],[655,413]]"
1268	海底8	resource/scene/bf001/bf001_merge.sce		1008	2032	4026	134	1267	0	0	"[[11142,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	134	[]	0	[]	[]	[]	[]	69103	亚特兰蒂斯	"[644,390]"	"[[677,502],[723,514]]"
1269	海底9	resource/scene/bf001/bf001_merge.sce		1008	2046	4053	135	1268	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	135	[]	0	[]	[]	[]	[]	70707	亚特兰蒂斯	"[742,418]"	"[[793,462],[824,433]]"
1270	海底10	resource/scene/bf001/bf001_merge.sce		1008	2060	4080	135	1269	0	1	"[[11141,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	135	[]	3073	[]	[]	[]	"[3073,20]"	70707	亚特兰蒂斯	"[835,329]"	[]
1271	海底11	resource/scene/bf001/bf001_merge.sce		1008	2074	4108	136	1270	0	0	"[[11143,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	136	[]	0	[]	[]	[]	[]	71132	亚特兰蒂斯	"[60,342]"	"[[97,374],[115,334]]"
1272	海底12	resource/scene/bf001/bf001_merge.sce		1008	2088	4136	136	1271	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	136	[]	0	[]	[]	[]	[]	71132	亚特兰蒂斯	"[117,220]"	"[[154,252],[176,216]]"
1273	海底13	resource/scene/bf001/bf001_merge.sce		1008	2102	4164	137	1272	0	0	"[[11142,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	137	[]	0	[]	[]	[]	[]	71842	亚特兰蒂斯	"[180,110]"	"[[225,150],[254,128]]"
1274	海底14	resource/scene/bf001/bf001_merge.sce		1008	2116	4192	137	1273	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	137	[]	0	[]	[]	[]	[]	71842	亚特兰蒂斯	"[278,65]"	"[[320,168],[342,204]]"
1275	海底15	resource/scene/bf001/bf001_merge.sce		1008	2130	4220	138	1274	0	1	"[[11141,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	138	[]	4100	[]	[]	[]	"[4100,20]"	72551	亚特兰蒂斯	"[347,166]"	"[[389,278],[416,307]]"
1276	海底16	resource/scene/bf001/bf001_merge.sce		1008	2144	4248	138	1275	0	0	"[[11143,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	138	[]	0	[]	[]	[]	[]	72551	亚特兰蒂斯	"[444,240]"	"[[502,292],[535,266]]"
1277	海底17	resource/scene/bf001/bf001_merge.sce		1008	2158	4276	139	1276	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	139	[]	0	[]	[]	[]	[]	72977	亚特兰蒂斯	"[549,165]"	"[[605,214],[646,201]]"
1278	海底18	resource/scene/bf001/bf001_merge.sce		1008	2172	4304	139	1277	0	0	"[[11142,5000,3],[11145,5000,3],[11146,5000,3]]"	[]	0	139	[]	0	[]	[]	[]	[]	72977	亚特兰蒂斯	"[665,152]"	"[[707,260],[727,297]]"
1279	海底19	resource/scene/bf001/bf001_merge.sce		1008	2186	4332	140	1278	0	0	"[[11142,5000,3],[11144,5000,3],[11146,5000,3]]"	[]	0	140	[]	0	[]	[]	[]	[]	74667	亚特兰蒂斯	"[725,263]"	"[[763,379],[779,422]]"
1280	海底20	resource/scene/bf001/bf001_merge.sce		1008	2200	4360	140	1279	0	1	"[[11151,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	140	[]	3083	[]	[]	[]	"[3083,20]"	74667	亚特兰蒂斯	"[777,389]"	[]
1281	海滩1	resource/scene/bf001/bf001_merge.sce		1008	2215	4389	141	1280	0	0	"[[11153,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	141	[]	0	[]	[]	[]	[]	75309	亚特兰蒂斯	"[69,84]"	"[[122,172],[150,195]]"
1282	海滩2	resource/scene/bf001/bf001_merge.sce		1008	2230	4418	141	1281	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	141	[]	0	[]	[]	[]	[]	75309	亚特兰蒂斯	"[157,153]"	"[[184,265],[195,303]]"
1283	海滩3	resource/scene/bf001/bf001_merge.sce		1008	2245	4447	142	1282	0	0	"[[11152,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	142	[]	0	[]	[]	[]	[]	75748	亚特兰蒂斯	"[190,266]"	"[[220,374],[237,410]]"
1284	海滩4	resource/scene/bf001/bf001_merge.sce		1008	2260	4476	142	1283	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	142	[]	0	[]	[]	[]	[]	75748	亚特兰蒂斯	"[238,371]"	"[[278,476],[310,499]]"
1285	海滩5	resource/scene/bf001/bf001_merge.sce		1008	2275	4505	143	1284	0	1	"[[11151,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	143	[]	4082	[]	[]	[]	"[4082,20]"	76470	亚特兰蒂斯	"[333,421]"	"[[387,472],[415,445]]"
1286	海滩6	resource/scene/bf001/bf001_merge.sce		1008	2290	4534	143	1285	0	0	"[[11153,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	143	[]	0	[]	[]	[]	[]	76470	亚特兰蒂斯	"[425,342]"	"[[470,385],[494,355]]"
1287	海滩7	resource/scene/bf001/bf001_merge.sce		1008	2305	4563	144	1286	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	144	[]	0	[]	[]	[]	[]	76909	亚特兰蒂斯	"[501,252]"	"[[545,297],[574,270]]"
1288	海滩8	resource/scene/bf001/bf001_merge.sce		1008	2320	4592	144	1287	0	0	"[[11152,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	144	[]	0	[]	[]	[]	[]	76909	亚特兰蒂斯	"[587,172]"	"[[644,234],[685,235]]"
1289	海滩9	resource/scene/bf001/bf001_merge.sce		1008	2335	4621	145	1288	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	145	[]	0	[]	[]	[]	[]	79855	亚特兰蒂斯	"[710,172]"	"[[767,262],[805,281]]"
1290	海滩10	resource/scene/bf001/bf001_merge.sce		1008	2350	4650	145	1289	0	1	"[[11151,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	145	[]	4076	[]	[]	[]	"[4076,20]"	79855	亚特兰蒂斯	"[825,226]"	[]
1291	海滩11	resource/scene/bf001/bf001_merge.sce		1008	2365	4680	146	1290	0	0	"[[11153,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	146	[]	0	[]	[]	[]	[]	80291	亚特兰蒂斯	"[108,162]"	"[[169,219],[209,202]]"
1292	海滩12	resource/scene/bf001/bf001_merge.sce		1008	2380	4710	146	1291	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	146	[]	0	[]	[]	[]	[]	80291	亚特兰蒂斯	"[232,113]"	"[[290,171],[329,157]]"
1293	海滩13	resource/scene/bf001/bf001_merge.sce		1008	2395	4740	147	1292	0	0	"[[11152,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	147	[]	0	[]	[]	[]	[]	81068	亚特兰蒂斯	"[354,70]"	"[[415,132],[461,126]]"
1294	海滩14	resource/scene/bf001/bf001_merge.sce		1008	2410	4770	147	1293	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	147	[]	0	[]	[]	[]	[]	81068	亚特兰蒂斯	"[488,64]"	"[[510,178],[495,216]]"
1295	海滩15	resource/scene/bf001/bf001_merge.sce		1008	2425	4800	148	1294	0	1	"[[11151,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	148	[]	4081	[]	[]	[]	"[4081,20]"	81502	亚特兰蒂斯	"[458,184]"	"[[457,294],[239,330]]"
1296	海滩16	resource/scene/bf001/bf001_merge.sce		1008	2440	4830	148	1295	0	0	"[[11153,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	148	[]	0	[]	[]	[]	[]	81502	亚特兰蒂斯	"[403,299]"	"[[405,413],[411,452]]"
1297	海滩17	resource/scene/bf001/bf001_merge.sce		1008	2455	4860	149	1296	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	149	[]	0	[]	[]	[]	[]	82281	亚特兰蒂斯	"[434,395]"	"[[497,459],[538,447]]"
1298	海滩18	resource/scene/bf001/bf001_merge.sce		1008	2470	4890	149	1297	0	0	"[[11152,5000,3],[11155,5000,3],[11156,5000,3]]"	[]	0	149	[]	0	[]	[]	[]	[]	82281	亚特兰蒂斯	"[566,357]"	"[[626,416],[668,399]]"
1299	海滩19	resource/scene/bf001/bf001_merge.sce		1008	2485	4920	150	1298	0	0	"[[11152,5000,3],[11154,5000,3],[11156,5000,3]]"	[]	0	150	[]	0	[]	[]	[]	[]	83058	亚特兰蒂斯	"[695,308]"	"[[755,365],[797,347]]"
1300	海滩20	resource/scene/bf001/bf001_merge.sce		1008	2500	4950	150	1299	0	1	"[[11161,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	150	[]	3015	[]	[]	[]	"[3015,20]"	83058	亚特兰蒂斯	"[818,255]"	[]
1301	罗马城郊1	resource/scene/bf001/bf001_merge.sce		1009	2516	4981	151	1300	0	0	"[[11163,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	151	[]	0	[]	[]	[]	[]	83421	罗马	"[50,317]"	"[[104,406],[144,422]]"
1302	罗马城郊2	resource/scene/bf001/bf001_merge.sce		1009	2532	5012	151	1301	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	151	[]	0	[]	[]	[]	[]	83421	罗马	"[168,364]"	"[[223,453],[260,467]]"
1303	罗马城郊3	resource/scene/bf001/bf001_merge.sce		1009	2548	5043	152	1302	0	0	"[[11162,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	152	[]	0	[]	[]	[]	[]	84208	罗马	"[283,407]"	"[[340,495],[380,507]]"
1304	罗马城郊4	resource/scene/bf001/bf001_merge.sce		1009	2564	5074	152	1303	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	152	[]	0	[]	[]	[]	[]	84208	罗马	"[408,445]"	"[[470,525],[515,521]]"
1305	罗马城郊5	resource/scene/bf001/bf001_merge.sce		1009	2580	5105	153	1304	0	1	"[[11161,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	153	[]	4049	[]	[]	[]	"[4049,20]"	85003	罗马	"[530,421]"	"[[543,446],[531,402]]"
1306	罗马城郊6	resource/scene/bf001/bf001_merge.sce		1009	2596	5136	153	1305	0	0	"[[11163,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	153	[]	0	[]	[]	[]	[]	85003	罗马	"[498,290]"	"[[502,323],[486,280]]"
1307	罗马城郊7	resource/scene/bf001/bf001_merge.sce		1009	2612	5167	154	1306	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	154	[]	0	[]	[]	[]	[]	85450	罗马	"[460,166]"	"[[484,196],[515,169]]"
1308	罗马城郊8	resource/scene/bf001/bf001_merge.sce		1009	2628	5198	154	1307	0	0	"[[11162,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	154	[]	0	[]	[]	[]	[]	85450	罗马	"[541,85]"	"[[605,162],[650,168]]"
1309	罗马城郊9	resource/scene/bf001/bf001_merge.sce		1009	2644	5229	155	1308	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	155	[]	0	[]	[]	[]	[]	87093	罗马	"[680,102]"	"[[745,187],[789,197]]"
1310	罗马城郊10	resource/scene/bf001/bf001_merge.sce		1009	2660	5260	155	1309	0	1	"[[11161,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	155	[]	4018	[]	[]	[]	"[4018,20]"	87093	罗马	"[817,134]"	[]
1311	罗马城郊11	resource/scene/bf001/bf001_merge.sce		1009	2676	5292	156	1310	0	0	"[[11163,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	156	[]	0	[]	[]	[]	[]	87890	罗马	"[101,49]"	"[[167,122],[215,121]]"
1312	罗马城郊12	resource/scene/bf001/bf001_merge.sce		1009	2692	5324	156	1311	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	156	[]	0	[]	[]	[]	[]	87890	罗马	"[245,49]"	"[[306,126],[346,135]]"
1313	罗马城郊13	resource/scene/bf001/bf001_merge.sce		1009	2708	5356	157	1312	0	0	"[[11162,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	157	[]	0	[]	[]	[]	[]	88680	罗马	"[365,87]"	"[[381,200],[366,236]]"
1314	罗马城郊14	resource/scene/bf001/bf001_merge.sce		1009	2724	5388	157	1313	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	157	[]	0	[]	[]	[]	[]	88680	罗马	"[331,201]"	"[[332,310],[318,349]]"
1315	罗马城郊15	resource/scene/bf001/bf001_merge.sce		1009	2740	5420	158	1314	0	1	"[[11161,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	158	[]	4012	[]	[]	[]	"[4012,20]"	89132	罗马	"[329,304]"	"[[389,377],[431,368]]"
1316	罗马城郊16	resource/scene/bf001/bf001_merge.sce		1009	2756	5452	158	1315	0	0	"[[11163,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	158	[]	0	[]	[]	[]	[]	89132	罗马	"[463,284]"	"[[529,350],[575,351]]"
1317	罗马城郊17	resource/scene/bf001/bf001_merge.sce		1009	2772	5484	159	1316	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	159	[]	0	[]	[]	[]	[]	89924	罗马	"[579,328]"	"[[580,447],[560,487]]"
1318	罗马城郊18	resource/scene/bf001/bf001_merge.sce		1009	2788	5516	159	1317	0	0	"[[11162,5000,3],[11165,5000,3],[11166,5000,3]]"	[]	0	159	[]	0	[]	[]	[]	[]	89924	罗马	"[529,460]"	"[[575,565],[624,562]]"
1319	罗马城郊19	resource/scene/bf001/bf001_merge.sce		1009	2804	5548	160	1318	0	0	"[[11162,5000,3],[11164,5000,3],[11166,5000,3]]"	[]	0	160	[]	0	[]	[]	[]	[]	90369	罗马	"[656,478]"	"[[718,541],[762,528]]"
1320	罗马城郊20	resource/scene/bf001/bf001_merge.sce		1009	2820	5580	160	1319	0	1	"[[11171,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	160	[]	3082	[]	[]	[]	"[3082,20]"	90369	罗马	"[790,438]"	[]
1321	雕像墓地1	resource/scene/bf001/bf001_merge.sce		1009	2837	5613	161	1320	0	0	"[[11173,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	161	[]	0	[]	[]	[]	[]	91083	罗马	"[66,202]"	"[[99,314],[117,352]]"
1322	雕像墓地2	resource/scene/bf001/bf001_merge.sce		1009	2854	5646	161	1321	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	161	[]	0	[]	[]	[]	[]	91083	罗马	"[119,315]"	"[[166,419],[205,433]]"
1323	雕像墓地3	resource/scene/bf001/bf001_merge.sce		1009	2871	5679	162	1322	0	0	"[[11172,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	162	[]	0	[]	[]	[]	[]	91549	罗马	"[226,345]"	"[[276,391],[304,359]]"
1324	雕像墓地4	resource/scene/bf001/bf001_merge.sce		1009	2888	5712	162	1323	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	162	[]	0	[]	[]	[]	[]	91549	罗马	"[310,257]"	"[[356,300],[381,269]]"
1325	雕像墓地5	resource/scene/bf001/bf001_merge.sce		1009	2905	5745	163	1324	0	1	"[[11171,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	163	[]	4087	[]	[]	[]	"[4087,20]"	92005	罗马	"[392,166]"	"[[440,212],[477,195]]"
1326	雕像墓地6	resource/scene/bf001/bf001_merge.sce		1009	2922	5778	163	1325	0	0	"[[11173,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	163	[]	0	[]	[]	[]	[]	92005	罗马	"[496,135]"	"[[540,236],[560,269]]"
1327	雕像墓地7	resource/scene/bf001/bf001_merge.sce		1009	2939	5811	164	1326	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	164	[]	0	[]	[]	[]	[]	92861	罗马	"[560,228]"	"[[598,332],[621,359]]"
1328	雕像墓地8	resource/scene/bf001/bf001_merge.sce		1009	2956	5844	164	1327	0	0	"[[11172,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	164	[]	0	[]	[]	[]	[]	92861	罗马	"[633,304]"	"[[692,383],[733,381]]"
1329	雕像墓地9	resource/scene/bf001/bf001_merge.sce		1009	2973	5877	165	1328	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	165	[]	0	[]	[]	[]	[]	95068	罗马	"[752,303]"	"[[809,370],[844,364]]"
1330	雕像墓地10	resource/scene/bf001/bf001_merge.sce		1009	2990	5910	165	1329	0	1	"[[11171,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	165	[]	3065	[]	[]	[]	"[3065,20]"	95068	罗马	"[862,282]"	[]
1331	雕像墓地11	resource/scene/bf001/bf001_merge.sce		1009	3007	5944	166	1330	0	0	"[[11173,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	166	[]	0	[]	[]	[]	[]	95927	罗马	"[40,327]"	"[[87,419],[117,437]]"
1332	雕像墓地12	resource/scene/bf001/bf001_merge.sce		1009	3024	5978	166	1331	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	166	[]	0	[]	[]	[]	[]	95927	罗马	"[133,383]"	"[[186,472],[221,485]]"
1333	雕像墓地13	resource/scene/bf001/bf001_merge.sce		1009	3041	6012	167	1332	0	0	"[[11172,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	167	[]	0	[]	[]	[]	[]	96783	罗马	"[244,416]"	"[[300,476],[320,448]]"
1334	雕像墓地14	resource/scene/bf001/bf001_merge.sce		1009	3058	6046	167	1333	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	167	[]	0	[]	[]	[]	[]	96783	罗马	"[317,344]"	"[[345,380],[359,343]]"
1335	雕像墓地15	resource/scene/bf001/bf001_merge.sce		1009	3075	6080	168	1334	0	1	"[[11171,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	168	[]	3044	[]	[]	[]	"[3044,20]"	97645	罗马	"[354,233]"	"[[390,276],[419,252]]"
1336	雕像墓地16	resource/scene/bf001/bf001_merge.sce		1009	3092	6114	168	1335	0	0	"[[11173,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	168	[]	0	[]	[]	[]	[]	97645	罗马	"[441,180]"	"[[494,265],[529,281]]"
1337	雕像墓地17	resource/scene/bf001/bf001_merge.sce		1009	3109	6148	169	1336	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	169	[]	0	[]	[]	[]	[]	98507	罗马	"[548,226]"	"[[600,317],[638,333]]"
1338	雕像墓地18	resource/scene/bf001/bf001_merge.sce		1009	3126	6182	169	1337	0	0	"[[11172,5000,3],[11175,5000,3],[11176,5000,3]]"	[]	0	169	[]	0	[]	[]	[]	[]	98507	罗马	"[659,268]"	"[[714,332],[741,308]]"
1339	雕像墓地19	resource/scene/bf001/bf001_merge.sce		1009	3143	6216	170	1338	0	0	"[[11172,5000,3],[11174,5000,3],[11176,5000,3]]"	[]	0	170	[]	0	[]	[]	[]	[]	102550	罗马	"[745,207]"	"[[782,252],[299,220]]"
1340	雕像墓地20	resource/scene/bf001/bf001_merge.sce		1009	3160	6250	170	1339	0	1	"[[11181,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	170	[]	3053	[]	[]	[]	"[3053,20]"	102550	罗马	"[799,112]"	[]
1341	放逐之地1	resource/scene/bf009/bf009_merge.sce		1010	3178	6285	171	1340	0	0	"[[11183,5000,3],[11185,5000,3],[11186,5000,3]]"	[]	0	171	[]	0	[]	[]	[]	[]	103325	冥国	"[78,165]"	"[[133,254],[169,268]]"
1342	放逐之地2	resource/scene/bf009/bf009_merge.sce		1010	3196	6320	171	1341	0	0	"[[11182,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	171	[]	0	[]	[]	[]	[]	103325	冥国	"[192,210]"	"[[253,293],[296,303]]"
1343	放逐之地3	resource/scene/bf009/bf009_merge.sce		1010	3214	6355	172	1342	0	0	"[[11182,5000,3],[11185,5000,3],[11186,5000,3]]"	[]	0	172	[]	0	[]	[]	[]	[]	103794	冥国	"[321,235]"	"[[385,303],[423,287]]"
1344	放逐之地4	resource/scene/bf009/bf009_merge.sce		1010	3232	6390	172	1343	0	0	"[[11182,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	172	[]	0	[]	[]	[]	[]	103794	冥国	"[435,189]"	"[[484,229],[508,200]]"
1345	放逐之地5	resource/scene/bf009/bf009_merge.sce		1010	3250	6425	173	1344	0	1	"[[11181,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	173	[]	3054	[]	[]	[]	"[3054,20]"	104266	冥国	"[515,98]"	"[[561,143],[599,136]]"
1346	放逐之地6	resource/scene/bf009/bf009_merge.sce		1010	3268	6460	173	1345	0	0	"[[11183,5000,3],[11185,5000,3],[11186,5000,3]]"	[]	0	173	[]	0	[]	[]	[]	[]	104266	冥国	"[601,102]"	"[[630,214],[637,259]]"
1347	放逐之地7	resource/scene/bf009/bf009_merge.sce		1010	3286	6495	174	1346	0	0	"[[11182,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	174	[]	0	[]	[]	[]	[]	104736	冥国	"[623,234]"	"[[648,356],[655,413]]"
1348	放逐之地8	resource/scene/bf009/bf009_merge.sce		1010	3304	6530	174	1347	0	0	"[[11182,5000,3],[11185,5000,3],[11186,5000,3]]"	[]	0	174	[]	0	[]	[]	[]	[]	104736	冥国	"[644,390]"	"[[677,502],[723,514]]"
1349	放逐之地9	resource/scene/bf009/bf009_merge.sce		1010	3322	6565	175	1348	0	0	"[[11182,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	175	[]	0	[]	[]	[]	[]	107148	冥国	"[742,418]"	"[[793,462],[824,433]]"
1350	放逐之地10	resource/scene/bf009/bf009_merge.sce		1010	3340	6600	175	1349	0	1	"[[11181,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	175	[]	3081	[]	[]	[]	"[3081,20]"	107148	冥国	"[835,329]"	[]
1351	放逐之地11	resource/scene/bf009/bf009_merge.sce		1010	3358	6636	176	1350	0	0	"[[11183,5000,3],[11185,5000,3],[11186,5000,3]]"	[]	0	176	[]	0	[]	[]	[]	[]	108030	冥国	"[60,342]"	"[[97,374],[115,334]]"
1352	放逐之地12	resource/scene/bf009/bf009_merge.sce		1010	3376	6672	176	1351	0	0	"[[11182,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	176	[]	0	[]	[]	[]	[]	108030	冥国	"[117,220]"	"[[154,252],[176,216]]"
1353	放逐之地13	resource/scene/bf009/bf009_merge.sce		1010	3394	6708	177	1352	0	0	"[[11182,5000,3],[11185,5000,3],[11186,5000,3]]"	[]	0	177	[]	0	[]	[]	[]	[]	108502	冥国	"[180,110]"	"[[225,150],[254,128]]"
1354	放逐之地14	resource/scene/bf009/bf009_merge.sce		1010	3412	6744	177	1353	0	0	"[[11182,5000,3],[11184,5000,3],[11186,5000,3]]"	[]	0	177	[]	0	[]	[]	[]	[]	108502	冥国	"[278,65]"	"[[320,168],[342,204]]"
