number	string	number	number	number	number	array	number	string	string	number	string	string	number	number
1291	九姊妹	125	0	1290	1	"[1269,1]"	174	世上一共有九位缪斯女神，她们本来优雅温婉，现在变成这个地步，一定是被什么迷惑了。	是啊。	174	干得不错！	谢谢。	33268	31770
1292	百臂巨人	125	0	1291	1	"[1270,1]"	174	缪斯的歌声召唤来了百臂巨人！这下不好了。	我去消灭它！	174	干得不错！	谢谢。	33268	32384
1293	亚马逊人	126	0	1292	1	"[1271,1]"	171	看来来不及和你寒暄了，奥林匹斯的英雄，你选择与战神对立，导致战神的崇拜者亚马逊人前来攻击我们了，去解决你带来的麻烦吧。	好的。	171	干得不错！	谢谢。	33610	32384
1294	迷之种族	126	0	1293	1	"[1272,1]"	171	亚马逊是一个只有女人没有男人的种族，从小就骁勇善战，而且侵略成性，能和她们媲美的应该只有斯巴达人了。	我这就去挑战她们。	171	干得不错！	谢谢。	33610	32998
1295	有女当如亚马逊	127	0	1294	1	"[1273,1]"	171	战胜亚马逊女战士是一种荣誉，如果我的女儿海仙女们不是成天游荡唱歌，哪怕只有亚马逊人一半的战斗能力，我也心满意足了。	是啊。	171	干得不错！	谢谢。	33957	32998
1296	致命之箭	127	0	1295	1	"[1274,1]"	171	亚马逊人射术惊人，你应该已经领略过了，当心。	好的。	171	干得不错！	谢谢。	33957	33610
1297	亚马逊女王	128	0	1296	1	"[1275,1]"	171	亚马逊女王希波吕特骁勇善战，她甚至拥有战神所赠的腰带，击败她，不要给阿瑞斯卷土重来的机会！	好的。	171	干得不错！	谢谢。	34304	33610
1298	沉睡的巨人	128	0	1297	1	"[1276,1]"	171	我们……又遇到一些麻烦，原本与亚特兰蒂斯相安无事的巨人们开始有了些动作，请帮我调查一下。	好的。	171	干得不错！	谢谢。	34304	34224
1299	被唤醒的巨人	129	0	1298	1	"[1277,1]"	171	巨人们似乎被大量唤醒了！上次出现这样的状况还是三百年前！小心！	好的。	171	干得不错！	谢谢。	34660	34224
1300	远古入侵	129	0	1299	1	"[1278,1]"	171	看来和巨人三百年相安无事的时代已经过去了，我们要迎战来自远古的威胁。	好的。	171	干得不错！	谢谢。	34660	34868
1301	巨石与雷电	130	0	1300	1	"[1279,1]"	171	事实上，亚特兰蒂斯城能够运转的基础是海底的雷电之力，而这雷电是由石巨人产生的，他们的苏醒既直接威胁我们的城市，也可能会损害到我们的能源供给。	我去镇压他们。	171	干得不错！	谢谢。	35016	34868
1302	能量之源	130	0	1301	1	"[1280,1]"	171	雷电巨人之王出现了，制服他，让他安静下来吧！	好的。	171	干得不错，至少亚特兰蒂斯的能源保住了。但是我有些不舒服……	希望您能早日康复。	35016	35512
1303	治愈心灵的乐曲	131	0	1302	1	"[1281,1]"	172	波塞冬需要治疗，当然，药物对神是没有作用的，我们需要使用其他方法，我知道一名出色的乐手，去找到他吧。	好的。	172	你找到他的线索了，干得不错！	谢谢。	35381	35512
1304	音乐之神的儿子	131	0	1303	1	"[1282,1]"	172	那位乐手名叫俄耳甫斯，是阿波罗的儿子，他的天赋曾经挽救了阿尔戈英雄们的性命，我相信他也能为波塞冬带来好运。	好的。	172	干得不错！	谢谢。	35381	36156
1305	音乐诗人的爱人	132	0	1304	1	"[1283,1]"	172	俄耳甫斯为了拯救自己的爱人，曾经只身前往地狱，但最终无功而返，由此他憎恨哈迪斯，也许他也会因此憎恨哈迪斯的弟弟波塞冬。	那就不好办了。	172	看来他对波塞冬并不反感，也可能只是他并不屑伤害一位病人。	是啊。	35747	36156
1306	镇魂曲	132	0	1305	1	"[1284,1]"	172	不管怎么样，我们需要放手一搏，再次争取一下，击败那些缪斯，直面俄耳甫斯。	好的。	172	成败在此一举了。	是啊。	35747	36800
1307	天琴座的选择	133	0	1306	1	"[1285,1]"	172	是时候逼俄耳甫斯做出选择了，他那七弦琴即将奏出的是治愈曲还是挽歌呢？	我会尽全力的。	172	感谢你做出的一切，俄耳甫斯终于出手救助了波塞冬。诸神也会重新审视他们对俄耳甫斯做出的一切。	是啊。	36117	36800
1308	丧失清明的海神	133	0	1307	1	"[1286,1]"	172	波塞冬并没有恢复，他似乎受到了邪恶的诅咒！现在，他居然派来了小龙来对付我们。	我去对付它们！	172	干得不错！	谢谢。	36117	37444
1309	大海的反击	134	0	1308	1	"[1287,1]"	172	这些小龙充满威胁，挡住它们的进攻！	好的。	172	干得不错！	谢谢。	36491	37444
1310	龙之力量	134	0	1309	1	"[1288,1]"	172	小龙在波塞冬的支持下，变得越来越强大了，阻止它们！	好的。	172	干得不错！	谢谢。	36491	38088
1311	吞噬万物的力量	135	0	1310	1	"[1289,1]"	172	当波塞冬发怒的时候，全世界都会变成一片汪洋，就连高耸的奥林匹斯山也不能幸免。	我不会让这发生的。	172	干得不错！	谢谢。	36871	38088
1312	海神之怒	135	0	1311	1	"[1290,1]"	172	波塞冬眼中充满了疯狂，不管他受到了什么蛊惑，是时候让他停下来了。	好的。	172	你战胜了海皇波塞冬，虽然这不是我们任何人愿意看到的结局。	是的。	36871	38732
1313	魔盒再现	136	0	1312	1	"[1291,1]"	173	我好像能感觉到，父亲制作的那个盒子就在亚特兰蒂斯附近，也许它就是波塞冬变坏的原因？好吧又有新敌人出现了，他们也是冲着魔盒来的吧？	我去探查一下。	173	这些人马果然是被潘多拉魔盒吸引过来的。	是啊。	37254	38732
1314	英仙座传说	136	0	1313	1	"[1292,1]"	173	听前线回来的战士说，这次的攻击和珀修斯有关，这位被雅典娜赠予了盾牌的英雄智勇双全，是什么促使他前来攻击我们？	一定是魔盒的缘故。	173	干得不错。	谢谢。	37254	39406
1315	天马的主人	137	0	1314	1	"[1293,1]"	173	珀修斯曾经聪明地制服了美杜莎，也因此赢得了天马珀加索斯的忠诚，要和这样完美的白马王子战斗一定让你很头痛吧？	是啊。	173	干得不错。	谢谢。	37643	39406
1316	仙女座的救星	137	0	1315	1	"[1294,1]"	173	珀修斯还是一个对爱情坚贞的人，他为了营救仙女座安德洛墨达，英勇地战胜了海怪，很难想象做出这种举动的人竟然会攻击我们。	是啊。	173	干得不错。	谢谢。	37643	40082
1317	迷失的珀修斯	138	0	1316	1	"[1295,1]"	173	显然珀修斯认为魔盒就在亚特兰蒂斯，获得魔盒就能获得强大的力量，他迷失了，击败他。	好的。	173	希望失败后的珀修斯能够回到迈锡尼和他的妻子安心度日。	是啊。	38036	40082
1318	潘多拉魔盒	138	0	1317	1	"[1296,1]"	172	波塞冬的疯狂，无尽的这一切都与潘多拉魔盒有关。这盒子吸引着正常人、英雄甚至神祗去打开它。这……太不正常了，我们要找到它。	好的。	172	看了你已经找到一些线索了。	是的。	38036	40756
1319	魔盒的下落	139	0	1318	1	"[1297,1]"	172	魔盒就在亚特兰蒂斯附近的海域，我们要找到它。	好的。	172	干得不错，就是那个方向。	是啊。	38434	40756
1320	危险海域	139	0	1319	1	"[1298,1]"	172	魔盒的能量从墨西拿海峡那里传来，那是十分危险的一片海域，有着巨大漩涡，以及比漩涡更可怕的东西……务必小心	好的。	172	干得不错。	谢谢。	38434	41430
1321	斯库拉的传说	140	0	1320	1	"[1299,1]"	172	我说过的可怕的东西便是海妖斯库拉，船只经过她的领地时，她便要吃掉船上的六名船员。最近她变得更加狂暴了，这不正常。	是啊。	172	看来潘多拉魔盒就在斯库拉那里，要毁掉盒子就必须先解决斯库拉。	是的。	38832	41430
1322	斯库拉的终结	140	0	1321	1	"[1300,1]"	172	斯库拉本是貌美女子，因为被人嫉恨陷害才变成这海怪，终结她，毁掉盒子，让墨西拿海峡重归平静。	好的。	172	你成功了，等等！潘多拉，不要去打开那个盒子！！	这下糟了！！	38832	42106
1323	诸神黄昏	141	0	1322	0	[]	173	我……我不是故意的，我太想看看盒子里有什么，太想知道父亲留下了什么……	你摊上大事了！	172	这是潘多拉的宿命，你尽力延后了它的到来，但它终究会到来的。末世即将到来，但我们还有机会。	我相信希望！	19425	21701
1324	凯撒大帝	141	0	1323	0	[]	172	从潘多拉的盒子里释放出人世间的所有邪恶——贪婪、虚无、诽谤、嫉妒、痛苦等等，这些邪恶正向西蔓延，我们得去通知那里的国家，通知罗马的凯撒大帝！	好的。	181	是什么让你如此焦虑，远道而来的朋友？	事关重大！	19425	21701
1325	大角斗场	141	0	1324	1	"[1301,1]"	181	你说有许多邪恶从潘多拉魔盒中放出，而且可能会感染到罗马？就算真的如此，我们也有武器和它对抗，那就是勇气！去见识一下罗马大角斗场吧！	好吧。	181	不错，有两下子！	小意思。	39239	42106
1326	潜在的威胁	141	0	1325	1	"[1302,1]"	181	外来人，我感到来自那些作为角斗士的奴隶正成为威胁，我需要你的帮助，去深入了解他们。	好的。	181	干得不错。	谢谢。	39239	42780
1327	角斗士的计划	142	0	1326	1	"[1303,1]"	181	不管角斗士们在密谋什么，我都需要知道具体情况，请你务必帮我调查清楚。	好的。	181	干得不错。	谢谢。	39646	42780
1328	调查起义	142	0	1327	1	"[1304,1]"	181	角斗士们正在酝酿一次起义，从你和其他渠道得到的线索都证明了这一点。起义意味着更多杀戮，我要制止它。	也许镇压不能解决一切。	181	没错，镇压不能解决一切问题，那么合作呢？	也许会更好。	39646	43454
1329	比皇帝更强	143	0	1328	1	"[1305,1]"	181	这个不知哪里冒出来的列奥尼达，在角斗士甚至我的人民中都很有声望，去和他交手，把这事了结吧。	好的。	181	你战胜了他，但你也为他留下了尊严，也许这次角斗士的起义行为也会被消弭。当然，我也会签署命令，让角斗士们过得更好一些。	真是仁慈的执政官！	40062	43454
1330	北欧远征军	143	0	1329	1	"[1306,1]"	185	没有想到，极北之地竟然也被邪恶侵蚀了，我那些好战的子民竟然已经攻到了罗马！阻止他们！	好的。	185	干得不错。	谢谢。	40062	44160
1331	远征军前锋	144	0	1330	1	"[1307,1]"	185	好战的天性和直率的个性是我族人的优点，但在邪恶的攻势下，这反倒成为被感染的绝佳入口。	是啊。	185	干得不错。	谢谢。	40483	44160
1332	远征军侧翼	144	0	1331	1	"[1308,1]"	185	这些精灵训练有素，被邪恶洗脑，战斗力却有增无减。	确实不好对付。	185	干得不错。	谢谢。	40483	44774
1333	北欧远征军主力	145	0	1332	1	"[1309,1]"	185	茫茫多的精灵，不论从感情还是从实力上来说，我都不愿意和她们进行战斗。	是啊。	185	干得不错。	谢谢。	40908	44774
1334	再见雷神	145	0	1333	1	"[1310,1]"	185	这批远征军的指挥者竟然是托尔，这回和雷神的相见不会那么友好了。	是啊。	185	干得不错。	谢谢。	40908	45386
1335	奥丁君临	146	0	1334	1	"[1311,1]"	185	天上诞出五色彤云，这是吾主奥丁即将现身的征兆，但是……我感到浓浓的恶意。准备迎战！	好的！	185	干得不错。	谢谢。	41334	45386
1336	云端的女武神	146	0	1335	1	"[1312,1]"	185	我们女武神，常常会驾着云端的骏马在战场巡游，搏杀，这也是你现在即将遇到的情况，勇敢地面对她们吧！	好的！	185	干得不错。	谢谢。	41334	46000
1337	女武神环伺	147	0	1336	1	"[1313,1]"	185	情况愈发紧急，罗马的士兵们正不断被杀死，人神之战在对方主将还未上场时便已分出胜负。	不，这还没完。	185	干得不错。	谢谢。	41768	46000
1338	女武神之吻	147	0	1337	1	"[1314,1]"	185	战场中受伤即将死亡的战士会得到女武神的吻，并由此进入英灵殿，我暂时不希望你得此殊荣。	我也不想。	185	干得不错。	谢谢。	41768	46614
1339	奥丁之审判	148	0	1338	1	"[1315,1]"	185	吾王奥丁驾着闪电雷鸣来了！但他仅剩的那只眼睛中流淌的不再是智慧，而是邪恶的光芒，迎战！	好的！	185	奥丁知道我们这么做是对的，为了罗马，也为了吾王奥丁自己的荣誉。	是的。	42203	46614
1340	会跳舞的石头	148	0	1339	1	"[1316,1]"	183	快看，那堆石头在跳舞！真有趣！啊！小心，它们活过来了！	当心！	183	好危险~	是啊。	42203	47226
1341	可疑的石料堆	149	0	1340	1	"[1317,1]"	183	这些石头是怎么出现在罗马城郊的？我们去看看吧。	好的。	183	它们，好像没有恶意啊。	是啊。	42647	47226
1342	独眼巨人的遗物	149	0	1341	1	"[1318,1]"	183	这些石料，是独眼巨人在修建卫城、神庙这样的大型建筑时留下的，传说它们是有灵性的，能够自己组建成房屋。	是吗？	183	干得不错。	谢谢。	42647	47840
1343	石头的灵魂	150	0	1342	1	"[1319,1]"	183	这些石头，像是有灵魂一样，虽然看起来有威胁，可是我能看到它们内心的温暖。	是吗？	183	它们，像是想要守护和提醒什么。	是吗？	43165	47840
1344	石巨人之王	150	0	1343	1	"[1320,1]"	183	这只石巨人之王看来有很多话想说，请你把它制服，但不要弄疼他好吗？	这很难……	183	这些石头……想要提醒我们在雕像墓地有巨大的威胁！	真的！？	43165	48454
1345	歌者的传颂	151	0	1344	1	"[1321,1]"	184	雕像墓地有一些游荡的歌者，相当地扰民啊，去听听他们在唱什么。	好的。	184	原来他们在传颂俄狄浦斯王的故事。	是啊。	43692	48454
1346	神示的宿命	151	0	1345	1	"[1322,1]"	184	俄狄浦斯王在出生时收到阿波罗的神示，他必将弑父娶母，为了逃避神示，他隐姓埋名远走他乡。让我们去听听歌者还讲了些什么。	好的。	184	干得不错。	谢谢。	43692	49066
1347	斯芬克斯之谜	152	0	1346	1	"[1323,1]"	184	俄狄浦斯王解决了斯芬克斯之谜，为忒拜城解除了这头狮身人面像的威胁，但这也是他悲剧的开端。让我们去听听歌者还讲了些什么。	好的。	184	干得不错。	谢谢。	44220	49066
1348	挑战命运之人	152	0	1347	1	"[1324,1]"	184	俄狄浦斯王接受忒拜城的感谢，阴差阳错地和生母结婚生子，而他之前失手杀死的一个陌生人便是他的父亲。自此，阿波罗的神示全部应验。	真是悲剧。	184	我们要直面故事的主角了。	是啊。	44220	49680
1349	俄狄浦斯王	153	0	1348	1	"[1325,1]"	184	这悲剧的俄狄浦斯王啊，他的悲情令人痛心，而他明知命运却仍去挑战，着实令人钦佩。去让他解脱吧。	好的。	184	愿这位悲惨的英雄安息。	是啊。	44756	49680
1350	石巨人的示警	153	0	1349	1	"[1326,1]"	183	石巨人向我们预警的情况终于出现了，去迎战吧，我的英雄！	义不容辞！	183	干得漂亮！	谢谢。	44756	50294
1351	雕像墓地的入侵者	154	0	1350	1	"[1327,1]"	183	雕像墓地是雕坏了的雕像安息的地方，石料都有灵魂，更何况雕像呢，不能让入侵者玷污它们！	好的。	183	干得漂亮！	谢谢。	45297	50294
1352	邪恶来客	154	0	1351	1	"[1328,1]"	183	不能让这些入侵者在雕像墓地大肆破坏！	好的。	183	干得漂亮！	谢谢。	45297	50906
1353	亵渎者	155	0	1352	1	"[1329,1]"	183	我好像听到雕像灵魂的哀嚎，快去帮帮他们！	好的。	183	干得漂亮！	谢谢。	45848	50906
1354	捣乱的火牛	155	0	1353	1	"[1330,1]"	183	入侵者竟然拉来了一条火牛，这是一个强大的破坏者，一定要制服它！	好的。	183	干得漂亮！	谢谢。	45848	51520
1355	奇怪的雕像	156	0	1354	1	"[1331,1]"	183	奇怪，在清点的时候发现一些奇怪的雕像，这是怎么回事？它们的画风和我们不一样！	这是啥意思？	183	干得漂亮！	谢谢。	46393	51520
1356	可憎的生物	156	0	1355	1	"[1332,1]"	183	那些是石像鬼！它们不应该出现在这里啊！快去消灭它们！	好的。	183	干得漂亮！	谢谢。	46393	52134
1357	来自地狱的问候	157	0	1356	1	"[1333,1]"	183	地狱石像鬼，看来它们是地狱来客了，打开魔盒的危害已经这么严重了吗？这都怪我……	我去解决它们。	183	干得漂亮！	谢谢。	46953	52134
1358	飞翔的恐惧	157	0	1357	1	"[1334,1]"	183	不要！不要让这些长翅膀的恶魔接近我！	别担心！	183	干得漂亮！	谢谢。	46953	52746
1359	大石像鬼	158	0	1358	1	"[1335,1]"	183	那只飞翔起来遮天蔽日的大石像鬼一定是它们的头领，杀掉它，也许这次入侵会被打退了。	好的。	183	干得漂亮！	谢谢。	47513	52746
1360	永恒之城	158	0	1359	1	"[1336,1]"	185	罗马不是一天建成的，这座被世人称作永恒之城的城邦和狼有着不解之缘，但现在这些狼有点不正常，去调查一下。	好的。	185	做的不错！	谢谢。	47513	53360
1361	罗马的建成	159	0	1360	1	"[1337,1]"	185	罗马城的创建者是战神的后裔，他们被遗弃后被一头母狼救起，被狼乳抚养大的罗慕洛和雷莫最终建起了这座永恒之城。但这似乎和眼前的座狼毫无关系。	是啊。	185	做的不错！	谢谢。	48082	53360
1362	凶狼芬里尔	159	0	1361	1	"[1338,1]"	185	这些狼是被凶狼芬里尔带来的先锋，这头狼拥有吞天灭地之力，非常危险，继续清除它的爪牙吧。	好的。	185	做的不错！	谢谢。	48082	53974
1363	诅咒之链	160	0	1362	1	"[1339,1]"	185	芬里尔本来被矮人工匠用名叫克雷普尼尔的诅咒之链束缚，看来这锁链被它挣脱了。务必小心。	好的。	185	做的不错！	谢谢。	48734	53974
1364	吞天灭地之狼	160	0	1363	1	"[1340,1]"	185	若是按照语言，芬里尔将在诸神黄昏之日毁天灭地，我们不能让它得逞，早日消灭它！	好的。	185	做的不错！罗马和奥丁的敌人被一同消灭了！	谢谢。	48734	54586
1365	下地狱吧！	161	0	1364	0	[]	182	潘多拉魔盒释放的邪恶四处飘散，我们得去找最擅长处理邪恶的人了，那就是冥王哈迪斯。	我们要下地狱了？	191	你好，奥林匹斯的英雄，我这里不太欢迎活人。	这样很好……	25551	36616
1366	地狱的欢迎仪式	161	0	1365	1	"[1341,1]"	191	一般来说，有新朋友来我的府邸，我都会派一些地狱犬来欢迎他，和他一身的肉。还请你入乡随俗。	好吧……	191	我的欢迎仪式还算热烈吧？	非常热烈……	49390	54586
1367	地狱看门狗	161	0	1366	1	"[1342,1]"	191	事实上被我的地狱看门狗吃掉，会比推门进去更快地下地狱。	我也这么认为。	191	看来你选择绕路进地狱啊。	你的狗不太饿。	49390	55200
1368	深红的恐怖	162	0	1367	1	"[1343,1]"	191	我还有一些升级版的狗狗，他们更加听话，更忠诚，胃口更好。	希望它们常刷牙。	191	你杀了我的狗，不过没关系，它们只是回地狱报到了而已，过会儿我就把它们重新派出来，哈哈哈。	这个把戏略无聊啊。	50052	55200
1369	地狱犬的挽歌	162	0	1368	1	"[1344,1]"	191	每到夜里，我的地狱犬们就会开始哀嚎，这是亡者的挽歌。而且我这里永远是黑夜，哈哈哈。	难怪它们一直叫。	191	玩笑结束，真正的考验到了。	我等不及了！	50052	55814
1370	冥犬加姆	163	0	1369	1	"[1345,1]"	191	加姆是我重视的仆从，战胜他，或者拿到钥匙，你都能通过地狱之门。不过钥匙已经被我弄丢了，哈哈哈。	没丢也不会给我吧。	191	干得不错，年轻人，你获得了我的信任。	谢谢。	50727	55814
1371	放逐之地	163	0	1370	1	"[1346,1]"	191	这里是放逐之地，你之前来过。但这里和你当初来时不一样了，巨人和泰坦开始蠢蠢欲动，去看看吧。	好的。	191	做的不错！	谢谢。	50727	56426
1372	冥王的烦恼	164	0	1371	1	"[1347,1]"	191	作为最厉害的主神没有之一，我虽然身处地下，但责任也是最重的，这些被放逐的泰坦越来越不安分了，我压力很大。	我来帮你吧。	191	做的不错！泰坦和巨人们老实了不少。	谢谢。	51398	56426
1373	上古之战	164	0	1372	1	"[1348,1]"	191	在很久以前，发生过一场旷世之战，诸神和泰坦打得不可开交，我和宙斯、波塞冬三兄弟齐心战胜了泰坦，那时我真威武啊！年轻真好。	你是不老不死的好吗？	191	做的不错！	谢谢。	51398	57040
1374	被放逐的泰坦	165	0	1373	1	"[1349,1]"	191	泰坦和他们的爪牙——巨人们被放逐在此地，我们相安无事了很久，但是因为潘多拉魔盒的缘故，他们变得很不安分。	这是我们的错。	191	做的不错！	谢谢。	52082	57040
1375	大个子	165	0	1374	1	"[1350,1]"	191	消灭掉那个领头的火巨人！	好的。	191	做的不错！	谢谢。	52082	57654
1376	无情镇压之一	166	0	1375	1	"[1351,1]"	191	是时候让你看看地狱的办事方式了，去消灭所有有攻击意愿的巨人。	好的。	191	做的不错！	谢谢。	52767	57654
1377	无情镇压之二	166	0	1376	1	"[1352,1]"	191	继续消灭巨人！	好的。	191	做的不错！	谢谢。	52767	58266
1378	无情镇压之三	167	0	1377	1	"[1353,1]"	191	继续消灭巨人！	好的。	191	做的不错！	谢谢。	53460	58266
1379	无情镇压之四	167	0	1378	1	"[1354,1]"	191	继续消灭巨人！	好的。	191	做的不错！	谢谢。	53460	58880
1380	无情镇压之五	168	0	1379	1	"[1355,1]"	191	消灭那个冰霜巨人！结束这次镇压。	好的。	191	做的不错！虽然这很无情，但它很高效。希望你能明白。	我懂。	54154	58880
1381	回收目标：贪婪	168	0	1380	1	"[1356,1]"	192	魔盒中的“贪婪”落在地狱三头犬刻耳柏洛斯身上，它变得很爱吞噬，我们要找到它，回收贪婪这种邪恶。	好的。	192	做的不错！	谢谢。	54154	59494
1382	大号蝙蝠	169	0	1381	1	"[1357,1]"	192	哈迪斯很有趣，收集了不少蝙蝠王，这奇特的爱好会害死我们的。	是啊。	192	做的不错！	谢谢。	54862	59494
1383	地狱伙食很好吗	169	0	1382	1	"[1358,1]"	192	这些蝙蝠王非常难对付，是因为它们平时吃得很好吗？	也许吧……	192	做的不错！	谢谢。	54862	60106
1384	贪婪的代言人	170	0	1383	1	"[1359,1]"	192	刻耳柏洛斯本来就生性贪婪，魔盒也看中了这一点，现在它变本加厉了。	是啊。	192	做的不错！	谢谢。	55736	60106
1385	刻耳柏洛斯	170	0	1384	1	"[1360,1]"	192	是时候回收贪婪了，我会准备好容器，请务必战胜刻耳柏洛斯。	请女神放心。	192	做的不错！	谢谢。	55736	60720
1386	回收目标：暴戾	171	0	1385	1	"[1361,1]"	192	魔盒中的“暴戾”落在这群牛头人身上，我们去取回它。	好的。	192	做的不错！	谢谢。	56624	60720
1387	牛头人来了	171	0	1386	1	"[1362,1]"	192	牛头人并不好对付，被暴戾感染的牛头人更加危险。	是啊。	192	做的不错！	谢谢。	56624	61334
1388	被感染的哈迪斯	172	0	1387	1	"[1363,1]"	192	糟糕！牛头人还没有消灭完，哈迪斯也被感染了！我们要加快了。	好的。	192	做的不错！	谢谢。	57512	61334
1389	冷笑话之王	172	0	1388	1	"[1364,1]"	192	哈迪斯是个表面暴力内心有恶趣味的人，这种属性并不适合暴戾附着，也许我们还有希望。	是啊。	192	做的不错！	谢谢。	57512	61946
1390	哈迪斯之战	173	0	1389	1	"[1365,1]"	192	还好哈迪斯并没有完全和暴戾合体，否则就算联合宙斯与奥丁也无法战胜他。快去取回暴戾吧。	好的。	191	干得不错，其实我没有被暴戾感染，我只是把它引诱到我身上而已，我的表演很不错吧？	挺惊悚的。	58414	61946
1391	回收目标：痛苦	173	0	1390	1	"[1366,1]"	191	我已经知道你们所做事情的重要性，请容许我来帮助你们，同时也是为我自己清理门户。下一个目标是“痛苦”。	好的。	191	你找对方向了。	谢谢。	58414	62560
1392	戈尔贡姐妹来了	174	0	1391	1	"[1367,1]"	191	那些人面蛇身的女人又来了，凄惨的身世导致她们性情扭曲，杀死她们是对她们最好的救赎。	好的。	191	做的不错！	谢谢。	59316	62560
1393	永生不死的代价	174	0	1392	1	"[1368,1]"	191	戈尔贡们是永生不死的，但永生也会带来漫长而无法终结的痛苦，这也是魔盒中的“痛苦”找到她们的原因。	是啊。	191	做的不错！	谢谢。	59316	63174
1394	被托尔举起的猫	175	0	1393	1	"[1369,1]"	191	巨人国的国王曾考验过托尔，让他举起一只猫，但力大无穷的托尔只能举起它的一条腿，事实上，猫的真身便是巨蛇耶梦加得。托尔和巨蛇痛苦的宿命也由此链接。	这蛇便是痛苦之源了。	191	做的不错！	谢谢。	60236	63174
1395	巨蛇耶梦加得	175	0	1394	1	"[1370,1]"	191	极北之地的预言说，巨蛇耶梦加得在诸神黄昏时将与雷神托尔同归于尽，让我们在此一举消灭它，回收这痛苦之源吧。	好的。	191	做的不错！	谢谢。	60236	63786
1396	回收目标：嫉妒	176	0	1395	1	"[1371,1]"	194	这次的行动女人和哈迪斯都不便参与，因为目标是哈迪斯的妻子，请低调行事，避免不必要的麻烦。	好的。	194	做的不错！	谢谢。	61152	63786
1397	抢来的冥后	176	0	1396	1	"[1372,1]"	194	贝瑟芬妮是宙斯的女儿，一次和海仙女出游，因为误摘了代表冥界的水仙花，被哈迪斯一眼看中，抢到了冥府。	挺悲情的。	194	做的不错！	谢谢。	61152	64400
1398	四季的来历	177	0	1397	1	"[1373,1]"	194	贝瑟芬妮的母亲是掌管万物生长，失去了女儿让她无心工作，万物荒芜，因此哈迪斯答应让冥后每年与母亲团聚八个月，便有了春夏秋，在冥界生活四个月，也就是冬天。	原来如此。	194	做的不错！	谢谢。	62081	64400
1399	嫉妒的来源	177	0	1398	1	"[1374,1]"	194	爱神维纳斯曾经爱上一位美少年阿多尼斯，她请冥后来照看美少年，而冥后自己也看上了阿多尼斯。最终阿多尼斯不愿与在黑暗的冥界生活，冥后也因此种下了嫉妒的种子。	原来如此。	194	做的不错！	谢谢。	62081	65014
1400	贝瑟芬妮之战	178	0	1399	1	"[1375,1]"	194	冥后贝瑟芬妮已经被嫉妒冲昏了头脑，是时候让她重新清醒过来了。击败她，回收“嫉妒”。	好的。	194	做的不错！	谢谢。	63011	65014
1401	回收目标：背叛	178	0	1400	1	"[1376,1]"	191	我要感谢你们为我治好了心病，你知道的，我妻子她……好了不提这个。接下来要处理的，是我最不能容忍的事情，背叛。	好的。	191	做的不错！	谢谢。	63011	65626
1402	无间地狱	179	0	1401	1	"[1377,1]"	191	事实上我在地狱主要负责人畜往生，至于看管巨人这类苦差我都交付给死神塔纳托斯来做，一直以来都没有什么纰漏，但近期发生的事情让我有些担心。	我再去查看。	191	做的不错！	谢谢。	63955	65626
1403	冥王的亲密战友	179	0	1402	1	"[1378,1]"	191	一直以来，死神塔纳托斯都是我能够把后背交给他的人，我们配合得相当好，不过繁重的公务让我们渐渐疏远了。	断背之交啊。	191	做的不错！	谢谢。	63955	66240
1404	死神来了	180	0	1403	1	"[1379,1]"	191	所有证据都指向塔纳托斯的背叛，再去证实一下，真相就在眼前了。	好的。	191	做的不错！	谢谢。	65074	66240
1405	其实我想做个好人	180	0	1404	1	"[1380,1]"	191	塔纳托斯说他和巨人合作的目的是为了从内部策反他们，解释这些已经没有用了，他背叛地狱的想法昭然若揭，替我清理门户吧。	好的。	191	背叛解决了，但寂寞也随之而来了。	是啊。	65074	66854
1406	两难之选	181	0	1405	0	[]	191	感谢你为冥国所做的一切，很遗憾地告诉你，奥林匹斯的诸神也沦陷了，他们都变成邪恶的奴隶，而与此同时，大量标榜正义的生物正攻向奥林匹斯，这个难题该由你面对了，勇敢的战士。	这很棘手。	192	没错，奥林匹斯出大事了。	怎么办？	33462	33414
1407	忠诚的意义	181	0	1406	0	[]	192	我将以生命效忠奥林匹斯，相信你也会这样，我的英雄，先赶回奥林匹斯山找到天神宙斯，在弄清情况之后再做打算。	好的。	111	我的孩子，你是回来和我一起毁灭世界的吗？我会留下一些城池供你消灭的，哈哈哈哈。	宙斯疯了。	33462	33414
1408	奥林匹斯的旗帜	181	0	1407	1	"[1381,1]"	112	宙斯已经昏聩，但奥林匹斯不能沦陷，不论进攻的敌人打着什么正义旗号，我都将死战到底。	我也是！	112	干得漂亮！	一切为了奥林匹斯！	66212	66854
1409	精灵远征军	181	0	1408	1	"[1382,1]"	112	敌人是一群来自极北之地的精灵，他们与奥林匹斯原本相安无事，现在竟然打着正义的幌子进犯，阻击他们！	好的。	112	干得漂亮！	一切为了奥林匹斯！	66212	67466
1410	奥林匹斯之怒	182	0	1409	1	"[1383,1]"	112	精灵尊北方奥丁为天神，宙斯心胸宽广，从未指责，没想到现在这些精灵竟然想趁宙斯虚弱前来攻打我们，真是不知者无畏啊！去解决他们。	好的。	112	干得漂亮！	一切为了奥林匹斯！	67349	67466
