number	number	number	number	number	number	number	number
1594	8	194	0	3700	0	0	14330
1595	8	195	0	3750	0	0	14450
1596	8	196	0	3800	0	0	14570
1597	8	197	0	3850	0	0	14690
1598	8	198	0	3900	0	0	14810
1599	8	199	0	3950	0	0	14930
1600	8	200	0	4000	0	0	15050
1601	9	1	1	0	0	0	5
1602	9	2	2	0	0	0	10
1603	9	3	3	0	0	0	15
1604	9	4	4	0	0	0	20
1605	9	5	5	0	0	0	25
1606	9	6	6	0	0	0	30
1607	9	7	7	0	0	0	35
1608	9	8	8	0	0	0	40
1609	9	9	9	0	0	0	45
1610	9	10	10	0	0	0	50
1611	9	11	12	0	0	0	60
1612	9	12	14	0	0	0	70
1613	9	13	16	0	0	0	80
1614	9	14	18	0	0	0	90
1615	9	15	20	0	0	0	100
1616	9	16	22	0	0	0	110
1617	9	17	24	0	0	0	120
1618	9	18	26	0	0	0	130
1619	9	19	28	0	0	0	140
1620	9	20	30	0	0	0	150
1621	9	21	33	0	0	0	165
1622	9	22	36	0	0	0	180
1623	9	23	39	0	0	0	195
1624	9	24	42	0	0	0	210
1625	9	25	45	0	0	0	225
1626	9	26	48	0	0	0	240
1627	9	27	51	0	0	0	255
1628	9	28	54	0	0	0	270
1629	9	29	57	0	0	0	285
1630	9	30	60	0	0	0	300
1631	9	31	64	0	0	0	320
1632	9	32	68	0	0	0	340
1633	9	33	72	0	0	0	360
1634	9	34	76	0	0	0	380
1635	9	35	80	0	0	0	400
1636	9	36	84	0	0	0	420
1637	9	37	88	0	0	0	440
1638	9	38	92	0	0	0	460
1639	9	39	96	0	0	0	480
1640	9	40	100	0	0	0	500
1641	9	41	105	0	0	0	525
1642	9	42	110	0	0	0	550
1643	9	43	115	0	0	0	575
1644	9	44	120	0	0	0	600
1645	9	45	125	0	0	0	625
1646	9	46	130	0	0	0	650
1647	9	47	135	0	0	0	675
1648	9	48	140	0	0	0	700
1649	9	49	145	0	0	0	725
1650	9	50	150	0	0	0	750
1651	9	51	157	0	0	0	785
1652	9	52	164	0	0	0	820
1653	9	53	171	0	0	0	855
1654	9	54	178	0	0	0	890
1655	9	55	185	0	0	0	925
1656	9	56	192	0	0	0	960
1657	9	57	199	0	0	0	995
1658	9	58	206	0	0	0	1030
1659	9	59	213	0	0	0	1065
1660	9	60	220	0	0	0	1100
1661	9	61	229	0	0	0	1145
1662	9	62	238	0	0	0	1190
1663	9	63	247	0	0	0	1235
1664	9	64	256	0	0	0	1280
1665	9	65	265	0	0	0	1325
1666	9	66	274	0	0	0	1370
1667	9	67	283	0	0	0	1415
1668	9	68	292	0	0	0	1460
1669	9	69	301	0	0	0	1505
1670	9	70	310	0	0	0	1550
1671	9	71	321	0	0	0	1605
1672	9	72	332	0	0	0	1660
1673	9	73	343	0	0	0	1715
1674	9	74	354	0	0	0	1770
1675	9	75	365	0	0	0	1825
1676	9	76	376	0	0	0	1880
1677	9	77	387	0	0	0	1935
1678	9	78	398	0	0	0	1990
1679	9	79	409	0	0	0	2045
1680	9	80	420	0	0	0	2100
1681	9	81	433	0	0	0	2165
1682	9	82	446	0	0	0	2230
1683	9	83	459	0	0	0	2295
1684	9	84	472	0	0	0	2360
1685	9	85	485	0	0	0	2425
1686	9	86	498	0	0	0	2490
1687	9	87	511	0	0	0	2555
1688	9	88	524	0	0	0	2620
1689	9	89	537	0	0	0	2685
1690	9	90	550	0	0	0	2750
1691	9	91	565	0	0	0	2825
1692	9	92	580	0	0	0	2900
1693	9	93	595	0	0	0	2975
1694	9	94	610	0	0	0	3050
1695	9	95	625	0	0	0	3125
1696	9	96	640	0	0	0	3200
1697	9	97	655	0	0	0	3275
1698	9	98	670	0	0	0	3350
1699	9	99	685	0	0	0	3425
1700	9	100	700	0	0	0	3500
1701	9	101	718	0	0	0	3590
1702	9	102	736	0	0	0	3680
1703	9	103	754	0	0	0	3770
1704	9	104	772	0	0	0	3860
1705	9	105	790	0	0	0	3950
1706	9	106	808	0	0	0	4040
1707	9	107	826	0	0	0	4130
1708	9	108	844	0	0	0	4220
1709	9	109	862	0	0	0	4310
1710	9	110	880	0	0	0	4400
1711	9	111	901	0	0	0	4505
1712	9	112	922	0	0	0	4610
1713	9	113	943	0	0	0	4715
1714	9	114	964	0	0	0	4820
1715	9	115	985	0	0	0	4925
1716	9	116	1006	0	0	0	5030
1717	9	117	1027	0	0	0	5135
1718	9	118	1048	0	0	0	5240
1719	9	119	1069	0	0	0	5345
1720	9	120	1090	0	0	0	5450
1721	9	121	1114	0	0	0	5570
1722	9	122	1138	0	0	0	5690
1723	9	123	1162	0	0	0	5810
1724	9	124	1186	0	0	0	5930
1725	9	125	1210	0	0	0	6050
1726	9	126	1234	0	0	0	6170
1727	9	127	1258	0	0	0	6290
1728	9	128	1282	0	0	0	6410
1729	9	129	1306	0	0	0	6530
1730	9	130	1330	0	0	0	6650
1731	9	131	1357	0	0	0	6770
1732	9	132	1384	0	0	0	6890
1733	9	133	1411	0	0	0	7010
1734	9	134	1438	0	0	0	7130
1735	9	135	1465	0	0	0	7250
1736	9	136	1492	0	0	0	7370
1737	9	137	1519	0	0	0	7490
1738	9	138	1546	0	0	0	7610
1739	9	139	1573	0	0	0	7730
1740	9	140	1600	0	0	0	7850
1741	9	141	1630	0	0	0	7970
1742	9	142	1660	0	0	0	8090
1743	9	143	1690	0	0	0	8210
1744	9	144	1720	0	0	0	8330
1745	9	145	1750	0	0	0	8450
1746	9	146	1780	0	0	0	8570
1747	9	147	1810	0	0	0	8690
1748	9	148	1840	0	0	0	8810
1749	9	149	1870	0	0	0	8930
1750	9	150	1900	0	0	0	9050
1751	9	151	1934	0	0	0	9170
1752	9	152	1968	0	0	0	9290
1753	9	153	2002	0	0	0	9410
1754	9	154	2036	0	0	0	9530
1755	9	155	2070	0	0	0	9650
1756	9	156	2104	0	0	0	9770
1757	9	157	2138	0	0	0	9890
1758	9	158	2172	0	0	0	10010
1759	9	159	2206	0	0	0	10130
1760	9	160	2240	0	0	0	10250
1761	9	161	2278	0	0	0	10370
1762	9	162	2316	0	0	0	10490
1763	9	163	2354	0	0	0	10610
1764	9	164	2392	0	0	0	10730
1765	9	165	2430	0	0	0	10850
1766	9	166	2468	0	0	0	10970
1767	9	167	2506	0	0	0	11090
1768	9	168	2544	0	0	0	11210
1769	9	169	2582	0	0	0	11330
1770	9	170	2620	0	0	0	11450
1771	9	171	2662	0	0	0	11570
1772	9	172	2704	0	0	0	11690
1773	9	173	2746	0	0	0	11810
1774	9	174	2788	0	0	0	11930
1775	9	175	2830	0	0	0	12050
1776	9	176	2872	0	0	0	12170
1777	9	177	2914	0	0	0	12290
1778	9	178	2956	0	0	0	12410
1779	9	179	2998	0	0	0	12530
1780	9	180	3040	0	0	0	12650
1781	9	181	3086	0	0	0	12770
1782	9	182	3132	0	0	0	12890
1783	9	183	3178	0	0	0	13010
1784	9	184	3224	0	0	0	13130
1785	9	185	3270	0	0	0	13250
1786	9	186	3316	0	0	0	13370
1787	9	187	3362	0	0	0	13490
1788	9	188	3408	0	0	0	13610
1789	9	189	3454	0	0	0	13730
1790	9	190	3500	0	0	0	13850
1791	9	191	3550	0	0	0	13970
1792	9	192	3600	0	0	0	14090
1793	9	193	3650	0	0	0	14210
1794	9	194	3700	0	0	0	14330
1795	9	195	3750	0	0	0	14450
1796	9	196	3800	0	0	0	14570
1797	9	197	3850	0	0	0	14690
1798	9	198	3900	0	0	0	14810
1799	9	199	3950	0	0	0	14930
1800	9	200	4000	0	0	0	15050
