number	string	string	string	number	string	number	number	number
17610	十级暴击石	能镶嵌在武器上的宝石。	暴击值+2430	4	17602	10	5	2
17701	一级命中石	能镶嵌在武器上的宝石。	命中值+20	4	17701	10	1	2
17702	二级命中石	能镶嵌在武器上的宝石。	命中值+40	4	17701	10	1	2
17703	三级命中石	能镶嵌在武器上的宝石。	命中值+80	4	17701	10	2	2
17704	四级命中石	能镶嵌在武器上的宝石。	命中值+160	4	17701	10	2	2
17705	五级命中石	能镶嵌在武器上的宝石。	命中值+320	4	17701	10	3	2
17706	六级命中石	能镶嵌在武器上的宝石。	命中值+480	4	17701	10	3	2
17707	七级命中石	能镶嵌在武器上的宝石。	命中值+720	4	17702	10	4	2
17708	八级命中石	能镶嵌在武器上的宝石。	命中值+1080	4	17702	10	4	2
17709	九级命中石	能镶嵌在武器上的宝石。	命中值+1620	4	17702	10	5	2
17710	十级命中石	能镶嵌在武器上的宝石。	命中值+2430	4	17702	10	5	2
17801	一级闪避石	能镶嵌在饰品上的宝石。	闪避值+20	4	17801	10	1	2
17802	二级闪避石	能镶嵌在饰品上的宝石。	闪避值+40	4	17801	10	1	2
17803	三级闪避石	能镶嵌在饰品上的宝石。	闪避值+80	4	17801	10	2	2
17804	四级闪避石	能镶嵌在饰品上的宝石。	闪避值+160	4	17801	10	2	2
17805	五级闪避石	能镶嵌在饰品上的宝石。	闪避值+320	4	17801	10	3	2
17806	六级闪避石	能镶嵌在饰品上的宝石。	闪避值+480	4	17801	10	3	2
17807	七级闪避石	能镶嵌在饰品上的宝石。	闪避值+720	4	17802	10	4	2
17808	八级闪避石	能镶嵌在饰品上的宝石。	闪避值+1080	4	17802	10	4	2
17809	九级闪避石	能镶嵌在饰品上的宝石。	闪避值+1620	4	17802	10	5	2
17810	十级闪避石	能镶嵌在饰品上的宝石。	闪避值+2430	4	17802	10	5	2
18001	玻璃珠	据说能卖一些钱	好像能卖钱	7	1154	2000	1	2
18002	翡翠珠	据说能卖不少钱	真的能卖钱	7	1155	5000	2	2
18003	海蓝珠	据说能卖很多钱	确实能卖钱	7	1156	10000	3	2
18004	紫晶珠	据说能卖很多很多钱	的确能卖钱	7	1157	20000	4	2
18005	千年琥珀珠	据说能卖…很多很多很多钱	非常能卖钱	7	1158	50000	5	2
