number	array	array	array	number	number	string	string	array	array	string	string	string
301303	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	可惜的是，如今的朗基努斯枪在千年的战火摧残后已经断裂成三段，被打造成三支全新的朗基努斯枪并被分别保管在三个地方。		[1]	[301304]			
301304	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	根据朗基努斯枪诸多特征于是就有了好战的朗基努斯的形象。\n想来想去果然还是好战的「男孩子」更可爱，直率、元气，头发侧边的小辫子也是根据朗基努斯枪的造型（枪尖分为两股成叉状）特意添加的~		[1]	[301305]			
301305	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	现在，请回答：\n朗基努斯的性别是？		"[1,1,1]"	"[301306,301307,301308]"	妹子	秀吉	什造
301306	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	答对了，朗基努斯是可爱的妹子哟~（虽然表现的不很可爱...）		[2]	[0]			
301307	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	呜哇你居然知道秀吉是什么？？你这个可怕的hentai...		[1]	[301304]			
301308	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	什造又是一种什么性别啊？!		[1]	[301304]			
301401	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	咳咳，说正经的！朗基努斯是雷属性的，因此身上自然会带有各种各样的电，\n每天早上起来都会顶着炸毛的发型，一照镜子还要吓自己一跳~		[1]	[301402]			
301402	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	从晴天君哪里得知了朗基努斯的大秘密哎...\n你打算怎么做呢？		"[1,1,1]"	"[301403,301404,301405]"	有意思，继续听下去	向朗基努斯求证实	好东西大家一起分享
301403	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	哦？你在打什么鬼主意啊？没有啊？好吧，是我想多了...		[1]	[301406]			
301404	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	「朗基努斯」\n我要去灭了那个光头娃娃！		[1]	[-1]			
301405	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	千万不要告诉其他人啊喂！！		[1]	[301402]			
301406	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	不过她的发型偶尔也会换花样的炸毛，\n像是被雷劈过的卷毛头、被猴子抓来抓去的草窝头之类的（雷&猴子：怪我咯？），\n总之几乎没有一次是顺溜的发型~		[1]	[301407]			
301407	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	前天啊她的发型就是刺猬头造型，怎么梳都整理不好，\n被我看见了，我忍不住笑了出来，结果就被她恼羞成怒的电了一下，\n晴天娃娃就变成姜饼人娃娃了...		[1]	[301408]			
301408	"[-1,115]"	"[1,1]"	"[1.1,1.1]"		1	哎？说不定朗基努斯会很适合当发型师？\n因为可以自发电，又以「神农尝百草」的精神尝试了那么多发型，一定比较擅长烫头发之类的吧，再学个洗剪吹的手艺...\n「朗基努斯美发」一定生意火爆啊~		[2]	[0]			
301501	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	晴天君诡异的看着你，要不要发毒誓呢？		"[1,1]"	"[301502,301503]"	不怕你，发毒誓！	我才不要嘞~！	
301502	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	发毒誓....要说点什么呢？		"[1,1,1]"	"[301504,301505,301506]"	泄密就泄密吧，哼哼~	泄密就让晴天君受惩罚	泄密就吃三日月料理
301503	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	我也才不要告诉你朗基努斯的八卦嘞~		[1]	[301506]			
301504	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	哦~原来上次就是你泄密的啊，哦呵呵呵呵...（晴天君阴险的冲你扑过来）		[1]	[301501]			
301505	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	为何你泄密要我受惩罚...你这家伙...友尽。		[1]	[-1]			
301506	"[115,-1]"	"[1,1]"	"[1.1,1.1]"		0	...果然还是不忍心让你这么有意思的家伙发毒誓啊，我就大方的告诉你她的秘密吧~		[1]	[301507]			
301507	"[115,-1]"	"[1,1]"	"[1.1,1.1]"		0	朗基努斯不管怎么看都像是个假小子，在兵社里那些姐姐们喜欢把她当弟弟来看。		[1]	[301508]			
301508	"[115,-1]"	"[1,1]"	"[1.1,1.1]"		0	虽然也有努力打扮自己，但通常是弄巧成拙，有时候衣服的颜色会搭配过多，把自己穿的像调色盘一样；\n或者是把一些很可爱的首饰全戴在身上，然后就会有路人以为她是卖首饰的商人~		[1]	[301509]			
301509	"[115,-1]"	"[1,1]"	"[1.1,1.1]"		0	朗基努斯虽然给人的感觉很虎，却也是个温柔的孩子，\n由于自身带电，自然也会吸引线团怪到她这里补充电量，\n虽然每次都是满口抱怨，但最终还是保证每只线团怪都补充够电量才会让它们离开。		[1]	[301510]			
301510	"[115,-1]"	"[1,1]"	"[1.1,1.1]"		0	有时候线团怪被兵奴欺负了，朗基努斯会第一个冲出去教训兵奴们，就算受到攻击也把线团怪藏在身后，\n那场面，看着更像是母鸡护子？（为什么这么温馨的场面越来越想笑呢...？）		[2]	[0]			
301601	"[124,-1]"	"[1,1]"	"[1.1,1.1]"		0	坐拥巨额的财力和兵奴部队，锻神所妄图统治世界，利用兵奴部队在各个国家从事恐怖行动直至正面交战，\n兵奴战争爆发，凭借无可匹敌的优势，多个国家政府先后宣告沦陷......		[1]	[301602]			
301602	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	这还真是可怕啊...我们的勇者何时才会出现？！\n拯救世界的勇者在何处？？		"[1,1,1]"	"[301603,301604,301605]"	就！是！在！下！	勇者刚才去WC了啊	勇者已挂，勿念...
301603	"[124,-1]"	"[1,1]"	"[1.1,1.1]"		0	勇气可嘉！不过时代不同了，那个时代有着另外的勇者。		[1]	[301606]			
301604	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	世界都快毁灭了勇者桑居然还顾得上去WC？！		[1]	[301606]			
301605	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	勇者桑不要挂掉啊喂！世界还等着你拯救啊喂！		[1]	[301602]			
301606	"[124,-1]"	"[1,1]"	"[1.1,1.1]"		0	为了加快统一世界的步伐，锻神所从世界各地搜罗上古流传至今的九十九把著名神兵利刃，并选取其中一部分进行了试验。		[1]	[301607]			
301607	"[124,-1]"	"[1,1]"	"[1.1,1.1]"		0	然而他们忽视了神兵千百年间孕育于天地的灵性和力量，\n试验发生了意外——从中诞生的不再是兵奴，\n而是生来就具有成熟心智和个体意识的「杀器」（可爱的女孩子们就此诞生）~		[1]	[301608]			
301608	"[124,-1]"	"[1,1]"	"[1.1,1.1]"		0	在被剥夺个体意识前，她们凭借强大的力量将邪恶的锻神所摧毁，并带走了剩余的神兵以及兵奴技术...		[1]	[301609]			
301609	"[124,-1]"	"[1,1]"	"[1.1,1.1]"		0	此后杀器们协助各国击溃了锻神组织的兵奴部队，战争告一段落，「锻神所」以及锻神组织从此销声匿迹。		[2]	[0]			
301701	"[-1,107]"	"[1,1]"	"[1.1,1.1]"		1	画师A是个妹子，萌萌哒妹子~（三围那些邪恶的东西晴天君才不知道呢~狂擦鼻血中...）		[1]	[301702]			
301702	"[-1,107]"	"[1,1]"	"[1.1,1.1]"		1	画师A曾画过一个被众人吐槽的宠物柯基，当然柯基是妹子说的其他人才知道，在此之前都以为那只短腿狗狗是柴犬...\n（画师A：为什么又吐槽那只狗狗，人家只是个路狗A...柯基君：怪我咯？）		[1]	[301703]			
301703	"[-1,107]"	"[1,1]"	"[1.1,1.1]"		1	哼哼，问题出现了！画师A画的狗狗是什么品种？		"[1,1,1]"	"[301704,301705,301706]"	长腿柯基	短腿柴犬	路狗A
301704	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	呃...不管是不是长腿...总之品种对了，就是柯基...		[1]	[301707]			
301705	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	画师A：\n都说了不是柴犬啦喂！！！		[1]	[301702]			
301706	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	纳尼？？？路狗A算什么品种？？		[1]	[301703]			
301707	"[-1,107]"	"[1,1]"	"[1.1,1.1]"		1	还有一次，画师A面对我们的三大审判者时，辛苦多天画出的一个汉子被吐槽的不要不要的，\n只见画面上的那个汉子一脸淡定，眼神中似有忧郁，欲言又止的帅气样，\n一只纤细的手举到半空中，看起来像蓄气完毕准备开大招一样，		[1]	[301708]			
301708	"[-1,107]"	"[1,1]"	"[1.1,1.1]"		1	然而却被威武的审判者A吐槽成：「手里拿个饭团吃吃吧~」\n吐槽技能点满的审判者B更是展开了强大的吐槽攻击：「嘛，果然越看越想给他来俩核桃搓一搓...」（画师A：搓核桃什么鬼？？）\n审判者C今日状态不佳，没有参与到吐槽的行列当中~		[1]	[301709]			
301709	"[-1,107]"	"[1,1]"	"[1.1,1.1]"		1	请回答：刚才提到的画师A画的汉子手里在干什么？		"[1,1,1]"	"[301710,301711,301712]"	搓核桃	开大招	手抽筋
301710	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	被吐槽的汉子：核桃呢？？核桃在哪里啊？你有没有看到我的核桃？		[1]	[301707]			
301711	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	画师A：人参如齿艰辛...一个汉子都不放过吐槽...		[2]	[0]			
301712	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	被吐槽的汉子：啊啊，我的手！		[1]	[301707]			
301801	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	杜兰德尔是欧洲三大圣剑之一，是圣骑士罗兰的佩剑。\n杜兰德尔是世界上最锋利的剑，		[1]	[301802]			
301802	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	有着「天使之剑」（持有者可以受到上帝和天使的庇护）、\n「恒常之剑」（杜兰德尔有恒久不变的意思）、\n「砍断大理石」和「不灭之刃」（曾砍断数千米的大理石，且剑身不损坏）之称。		[1]	[301803]			
301803	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	那么，好好的一把剑为什么要去砍大理石呢？		"[1,1,1]"	"[301804,301805,301806]"	吃饱了撑的	砍石试剑的锋利程度	有特别的原因吧...
301804	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	恩，建议你去单挑比你等级高20级以上的人...		[1]	[301803]			
301805	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	呜哇！万一把宝贝砍缺了怎么办？？		[1]	[301803]			
301806	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	罗兰在迫不得已的时候想要破坏杜兰德尔不落入敌人手里但是当他挥剑砍向大理石的时候，大理石被砍断，而剑身却毫发无伤...		[1]	[301807]			
301807	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	杜兰德尔生来就是贵族，与生俱来的优势使得杜兰德尔的设定成为了贵族大小姐，大小姐的可爱之处一定要有傲娇啊。		[1]	[301808]			
301808	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	杜兰德尔又有世界上最锋利的剑之说，因此毒舌又傲娇的大小姐就此诞生！\n别看杜兰德尔这么娇蛮，她可是能够给你带来好运的哟，而且恒久不变的她一旦献出真心就不会再收回了。		[2]	[0]			
301901	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	远处的草丛里貌似有什么动静，但是晴天君还一副不知情的样子啊...\n该怎么办？		"[1,1,1]"	"[301902,301903,301903]"	告诉晴天君	还是算了吧	无视...无视...
301902	"[-1,122]"	"[1,1]"	"[1.1,1.1]"		1	哦~草丛里的貌似是杜兰德尔啊。来来...凑过来...我小声的说，她肯定听不见~		[1]	[301904]			
301903	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	（咚！）呀！是谁丢东西打我？？（草丛里发出两道凶恶的光...貌似是杜兰德尔...）		[1]	[301902]			
301904	"[-1,122]"	"[1,1]"	"[1.1,1.1]"		1	别看这个傲娇的大小姐平时总是一副凶巴巴、高高在上的样子，她在害羞的时候喜欢说反话，\n比如说讨厌其实就是喜欢，说你给我离开这里其实就是想让你留下来（这难道不是女孩子们的通病么？？），		[1]	[301905]			
301905	"[-1,122]"	"[1,1]"	"[1.1,1.1]"		1	所以在她脸红的时候只要反着想就没问题啦！\n（脑补一下杜兰德尔刚跑完步满脸通红时，遇到了坏人，然后她说：给我滚开，你这坏家伙！信不信我揍你！\n...这种情况不要反着想~）		[1]	[301906]			
301906	"[-1,122]"	"[1,1]"	"[1.1,1.1]"		1	不过千万不要把实话说出来哟，不然她会像小兔子一样逃走~		[2]	[0]			
302001	"[120,103]"	"[1,1]"	"[1.1,1.1]"		1	杀器们以村正为首在一个小岛的群山环抱的地方成立了名为「XXX」的兵社，呀~杀器幸福的生活就要开始了啊~		[1]	[302002]			
302002	"[120,103]"	"[1,1]"	"[1.1,1.1]"		1	杀器们学习了兵奴技术，将当初从锻神所带出来的神兵利刃们孕育成新的神杀器加入兵社。		[1]	[302003]			
302003	"[120,103]"	"[1,1]"	"[1.1,1.1]"		1	晴天君开启了名为「问题突击」的大招~！\n杀器们所在的兵社叫什么名字？		"[1,1,1]"	"[302004,302005,302006]"	晴天君后宫兵社	XXX乒杜	XXX兵社
302004	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	恭喜你成为晴天君后宫成员之一~		[1]	[302003]			
302005	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	话说...你有认真看选项么？？		[1]	[302003]			
302006	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	面对晴天君的大招居然能顺利答对问题，要不要加入晴天君的后宫啊？怎么样啊，考虑考虑吧~		[1]	[302007]			
302007	"[120,103]"	"[1,1]"	"[1.1,1.1]"		0	在数个平静的日常生活中，擅长研究的咎瓦尤斯发现无论是兵奴还是她们自己，根本上的使命其实是成为一个供人使用的强大器具，\n这是创造之初就已经赋予的潜意识，因此她们都具有无法弥补的缺陷——她们需要通过被人掌控、使用而获得力量。		[1]	[302008]			
302008	"[120,103]"	"[1,1]"	"[1.1,1.1]"		0	否则她们的本体神兵会因为她们日常的活动和战斗而耗尽能量（直白点说就是...需要被，推，倒~）。		[1]	[302009]			
302009	"[120,103]"	"[1,1]"	"[1.1,1.1]"		0	顺便一提，如今XXX兵社所在的小岛迎来了无数信仰神杀器、热爱和平的人类，发展成了一个自给自足的繁华都市，\n越来越多的年轻人类抱着各种目的、背负各种使命来到XXX兵社修行。		[1]	[302010]			
302010	"[120,103]"	"[1,1]"	"[1.1,1.1]"		0	XXX兵社还是小岛上一个著名的观光景点呢，即使对修行不感兴趣的人也会参与其中。		[2]	[0]			
302101	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	平时的花盆怪总是给人一种呆呆的感觉，呲着牙也并不像笑的表情，那么它的内心是怎么想的呢，还是来问问它本人吧！啊呀，那不就是花盆怪么？		[1]	[302102]			
302102	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	「晴天君」\n大家都很在意你心里的想法，可以告诉我们吗？（快告诉我你用的是什么牌子的牙膏！）		[1]	[302103]			
302103	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	「花盆怪」\n...............（呲着牙沉默）		[1]	[302104]			
302104	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	花盆怪不说话，怎么办？		"[1,1,1]"	"[302105,302103,302106]"	翘开它的嘴！！	不说就算了...	拜托花盆怪
302105	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	反对暴力！花盆怪也是个生命，要善待生命哟~		[1]	[302104]			
302106	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	「晴天君」\n拜托了，还是随便说点什么吧...（好吧，不说算了...你这家伙不要呲牙了，口水都流出来了啊喂！！\n而且牙齿上有片菜叶子啊，快去照个镜子啊喂！		[1]	[302107]			
302107	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	「晴天君」\n话说花盆怪牙齿上有菜叶子该怎么剔牙？不会是要我动手吧？！但是我没有手啊！哎呀真是纠结...）		[1]	[302108]			
302108	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	「花盆怪」\n愚蠢的光头啊......我有呆毛~（用呆毛剔牙中...）		[1]	[302109]			
302109	"[106,-1]"	"[1,1]"	"[1.1,1.1]"		0	「晴天君」\n呜呜呜哇......光头有错么，你这呆毛超常/长的家伙......（居然是用呆毛剔牙？？！！）		[2]	[0]			
302201	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	蜻蜓切是日本武士本多忠胜使用的名枪，也是日本三大名枪之一（另外两枪是御手杵和日本号），\n枪的锋利程度仅仅立着就可以把飞行的蜻蜓斩断，因此而得名。		[1]	[302202]			
302202	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	一般的枪只有五米左右，而蜻蜓切就有6米以上，\n后来由于本多忠胜年老体衰，再挥舞这么长的枪就感觉力不从心，于是就把柄后三尺多给砍掉了...		[1]	[302203]			
302203	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	提问时间到了~年老的本多忠胜将蜻蜓切柄后多长给砍掉了？		"[1,1,1]"	"[302204,302205,302206]"	三寸多	约一百厘米	三英尺多
302204	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	答错啦，三寸是多少啊喂！		[1]	[302202]			
302205	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	一尺约等于33.333333...3厘米，可要记住了哟~（快去告诉麻麻这个游戏不仅能娱乐还能丰富你的知识呢！）		[1]	[302207]			
302206	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	答错啦，并不是三英尺多~		[1]	[302202]			
302207	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	本多忠胜持此枪驰骋沙场多年，历经数十场战争都毫发无伤，\n而自己的儿子本多忠朝一心想要建立战功鲁莽行事，不仅丢掉了自己的脑袋，还丢失了这支枪...		[1]	[302208]			
302208	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	问题来了~本多忠朝的父亲是？		"[1,1,1]"	"[302209,302210,302211]"	本多忠政	本多忠朝	本多忠胜
302209	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	那是本多忠朝的哥哥啦...		[1]	[302208]			
302210	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	吓！自己是自己的父亲？？		[1]	[302208]			
302211	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	祝贺你再一次丰富了自己的知识~（知道这个能有什么用啊...）		[1]	[302212]			
302212	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	这么厉害的武器该怎么挖掘它的萌点？反串怎么样？当然不是性别的反串，而是服装文化的反串，\n让蜻蜓切穿上旗袍，站在战场上也是一大诱人的亮点啊...一个后跳，然后举枪连刺的时候...哎嘿嘿~		[2]	[0]			
302301	"[103,-1]"	"[1,1]"	"[1.1,1.1]"		0	蜻蜓切最大的优点就是执着，同时也是最致命的缺点。\n蜻蜓切有一招是「连刺」，必须刺17下才可以，不管敌方在这17下有没有倒下都要刺够。		[1]	[302302]			
302302	"[103,-1]"	"[1,1]"	"[1.1,1.1]"		0	有一次蜻蜓切单独出战，敌方是可以低空飞行的物种，在刺够16下后有一只漏网之鱼逃走了，那家伙还真是顽强，被蜻蜓切狂追一路跌跌撞撞的逃回了洞穴，最后那个洞穴被蜻蜓切一锅端了...		[1]	[302303]			
302303	"[103,-1]"	"[1,1]"	"[1.1,1.1]"		0	所以千万不要惹蜻蜓切，就算惹怒了也不要在她刺够17下之前就逃...\n不然就会有更惨的结果，使用17次「连刺」也说不定呢？		[1]	[302304]			
302304	"[103,-1]"	"[1,1]"	"[1.1,1.1]"		0	17×17就是...149下？！\n哇，好多...（喂喂...17×17不是289么？晴天君数学是十拳教的么？？）\n脑补一下被刺成筛子的样子...哆哆哆...（直冒冷汗...）		[1]	[302305]			
302305	"[103,-1]"	"[1,1]"	"[1.1,1.1]"		0	呜哇，蜻蜓切...！她从什么地方冲出来的？？\n要过来了要过来了！啊啊，要死要死要死...\n呃？不是冲我？		[1]	[302306]			
302306	"[103,-1]"	"[1,1]"	"[1.1,1.1]"		0	「蜻蜓切」\n臭蚊子敢咬我？！1、2、3...10！10次居然都没刺到！\n继续！11、12...16！可恶，又是第16下！停下来！我叫你别飞了！		[2]	[0]			
302401	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	简单来说，可以掌控杀器的人类被杀器们称为「兵使」，杀器需要兵使成为力量的源泉和心灵的归宿。		[1]	[302402]			
302402	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	不过，在告诉你兵使计划前，我需要知道你成为兵使的目的是什么？		"[1,1,1]"	"[302403,302404,302405]"	我要拯救这世界！	我要变得很强大！	我要当后宫之王！
302403	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	这个是最终目的吧？在拯救世界之前要先做什么呢？		[1]	[302402]			
302404	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	不管如何，还是个很诚恳的愿望嘛~		[1]	[302406]			
302405	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	想当后宫之王先集齐九十九位杀器~		[1]	[302402]			
302406	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	由于杀器的肉体和神兵是一体的，导致兵使不可能真实意义上的「使用」她们。		[1]	[302407]			
302407	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	那怎么办呢？咎瓦尤斯决定创造出媒介以解决这个问题，她复原完善了融灵术，\n发明了一种可以融于人体内并供人类使用的兵器——兵使融器。		[1]	[302408]			
302408	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	这类兵器可以融于人体内，具有无限的进化能力，并且可以存储九十九神杀器的神兵力量（哇，可以开后宫了~NO！）。		[1]	[302409]			
302409	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	杀器在确定自己的掌控者后可以在兵使融器中灌注自身神兵的一半力量，达到杀器被兵使使用的目的。		[1]	[302410]			
302410	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	不久，杀器决定向人类提出「兵使计划」，让更多的杀器可以派上用场，于是就有了现在你可以自由的使用杀器的情况。		[2]	[0]			
302501	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	俗话说一白遮百丑，一胖毁所有，在同样拥有白的优点下，胖胖的雪人君输给了萌萌的晴天君~		"[1,1]"	"[302502,302503]"	给晴天君加一分	给雪人怪加一分	
302502	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	晴天君+1分~晴天君以1分优势暂时领先~		[1]	[302504]			
302503	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	雪人怪+1分~雪人怪以1分优势暂时领先~		[1]	[302504]			
302504	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	而且晴天君会卖萌还会吐槽~会撒娇还会吐槽~会告诉你一些八卦还会吐槽八卦的主角~		"[1,1]"	"[302505,302506]"	给晴天君加一百分	给可爱的晴天君加十分	
302505	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	晴天君+100分~晴天君果然是最厉害的~		[1]	[302507]			
302506	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	晴天君+10分~晴天君果然是最厉害的~		[1]	[302507]			
302507	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	但是为什么那个穿尿布的家伙看着就比晴天君更可爱啊，而且大家都更喜欢雪人怪而不是晴天君，\n呜哇，它居然还有可爱的蝴蝶结（满满的嫉妒~），		[1]	[302508]			
302508	"[114,-1]"	"[1,1]"	"[1.1,1.1]"		0	晴天君不高兴！晴天君就只有假发小辫子！（哭闹、打滚~）（晴天君分数为负...）		[2]	[0]			
302601	"[111,106]"	"[1,1]"	"[1.1,1.1]"		-1	为什么本应该脸色惨白的雪人怪会面色红润呢？这跟它爱吃胡萝卜是少不了关系的。		[1]	[302602]			
302602	"[111,106]"	"[1,1]"	"[1.1,1.1]"		-1	因此雪人怪身上经常带着一小筐胡萝卜，没事就喜欢啃几根，\n到了战斗的时候该怎么办？\n虽然很舍不得，也还是把胡萝卜当做武器来进行攻击了~		[1]	[302603]			
302603	"[111,106]"	"[1,1]"	"[1.1,1.1]"		-1	呃...？\n不要脑补鼻子里面插着胡萝卜的场景啊喂！\n脸上的胡萝卜是雪人怪的鼻子！		[1]	[302604]			
302604	"[111,106]"	"[1,1]"	"[1.1,1.1]"		1	「十拳」\n用鼻子进行攻击？真是新颖的攻击方式啊，但是...这么用力难道不会流鼻血么...		[1]	[302605]			
302605	"[111,106]"	"[1,1]"	"[1.1,1.1]"		0	「太阿」\n雪人流什么鼻血啊，这也太不正常了吧，你这小鬼整天在脑补什么啊，是被策划桑带坏了吧？		[1]	[302606]			
302606	"[111,106]"	"[1,1]"	"[1.1,1.1]"		1	「十拳」\n那...雪人面色红润就正常了么...？		[1]	[302607]			
302607	"[111,106]"	"[1,1]"	"[1.1,1.1]"		0	「太阿」\n这......晴天君来结束今天的内容吧！		[2]	[0]			
302701	"[102,-1]"	"[1,1]"	"[1.1,1.1]"		0	天丛云剑又叫草雉剑，是传说须佐之男斩杀「八岐大蛇」后从它的体内发现的，因此命名天丛云剑，并献给天照大神；\n之后成为了倭建命的佩剑而改名草雉剑。是日本自神代以来就流传的三神器之一（另外两个是八咫镜和八尺琼勾玉）。		[1]	[302702]			
302702	"[102,-1]"	"[1,1]"	"[1.1,1.1]"		0	现在考考你~\n以下哪一个属于刚才提到的日本三神器之列？		"[1,1,1]"	"[302703,302704,302705]"	八尺琼勺玉	草稚剑	八咫镜
302703	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	恩...果然还是仔细看看选项吧...		[1]	[302702]			
302704	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	看来有必要帮你补习一下语文啊~		[1]	[302701]			
302705	"[102,-1]"	"[1,1]"	"[1.1,1.1]"		0	答对了~奖励就是继续讲天丛云的故事！		[1]	[302706]			
302706	"[102,-1]"	"[1,1]"	"[1.1,1.1]"		0	关于这把剑有个比较有意思的传闻，那就是有个僧人想要盗取这把剑，偷了一次后不知为何又回到了原来的地方；\n僧人就又一次把剑偷出来，这次跑的地方比较远，却因为遇上暴风的阻碍迫不得已留了下来；		[1]	[302707]			
302707	"[102,-1]"	"[1,1]"	"[1.1,1.1]"		0	这时四面八方都有人来追查剑的下落，于是僧人干脆放弃了，这把剑却无论如何都离不开自己身边，\n后来无可奈何只好自首（像是小偷与狗狗的感觉？？）。		[1]	[302708]			
302708	"[102,-1]"	"[1,1]"	"[1.1,1.1]"		0	天丛云剑是象征力量的剑，因此天丛云这个人物也是剑术高超的剑士，\n但人无完人，天丛云剑并不是一把绝对神圣的剑，天丛云也并不是没有污点。		[1]	[302709]			
302709	"[102,-1]"	"[1,1]"	"[1.1,1.1]"		0	天丛云为了获得绝对的力量而不断修炼，也是为了不愧对「三神器」之一的称号，\n之后也因为力量过强而做出了不好的事。		[2]	[0]			
302801	"[-1,102]"	"[1,1]"	"[1.1,1.1]"		1	天丛云毕生都在追求最强的剑术，由于为修炼付出了相当多的时间，天丛云也无暇认真照顾自己，\n那么她的日常生活是如何的呢？		[1]	[302802]			
302802	"[-1,102]"	"[1,1]"	"[1.1,1.1]"		1	天丛云日常生活大猜想~		"[1,1,1]"	"[302803,302804,302805]"	日常也苦练剑术！	普通女孩子的日常	别戳我我只是凑选项的
302803	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	剑术不能当饭吃，所以这个不能算作是日常生活~		[1]	[302802]			
302804	"[-1,102]"	"[1,1]"	"[1.1,1.1]"		1	千万不要以为她会像普通的女孩子一样会过着很平淡的生活哟。		[1]	[302806]			
302805	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	讨厌都说了不要戳人家啦~（该选项害羞着逃走~）		[1]	[302806]			
