number	number	number	number	number	number	number	number	number	number	number
3540	40	36	480	320	280	320	1520	0	0	0
3541	41	36	492	328	287	328	1558	0	0	0
3542	42	36	504	336	294	336	1596	0	0	0
3543	43	36	516	344	301	344	1634	0	0	0
3544	44	36	528	352	308	352	1672	0	0	0
3545	45	36	540	360	315	360	1710	0	0	0
3546	46	36	552	368	322	368	1748	0	0	0
3547	47	36	564	376	329	376	1786	0	0	0
3548	48	36	576	384	336	384	1824	0	0	0
3549	49	36	588	392	343	392	1862	0	0	0
3550	50	36	600	400	350	400	1900	0	0	0
3551	51	36	612	408	357	408	1938	0	0	0
3552	52	36	624	416	364	416	1976	0	0	0
3553	53	36	636	424	371	424	2014	0	0	0
3554	54	36	648	432	378	432	2052	0	0	0
3555	55	36	660	440	385	440	2090	0	0	0
3556	56	36	672	448	392	448	2128	0	0	0
3557	57	36	684	456	399	456	2166	0	0	0
3558	58	36	696	464	406	464	2204	0	0	0
3559	59	36	708	472	413	472	2242	0	0	0
3560	60	36	720	480	420	480	2280	0	0	0
3561	61	36	732	488	427	488	2318	0	0	0
3562	62	36	744	496	434	496	2356	0	0	0
3563	63	36	756	504	441	504	2394	0	0	0
3564	64	36	768	512	448	512	2432	0	0	0
3565	65	36	780	520	455	520	2470	0	0	0
3566	66	36	792	528	462	528	2508	0	0	0
3567	67	36	804	536	469	536	2546	0	0	0
3568	68	36	816	544	476	544	2584	0	0	0
3569	69	36	828	552	483	552	2622	0	0	0
3570	70	36	840	560	490	560	2660	0	0	0
3571	71	36	852	568	497	568	2698	0	0	0
3572	72	36	864	576	504	576	2736	0	0	0
3573	73	36	876	584	511	584	2774	0	0	0
3574	74	36	888	592	518	592	2812	0	0	0
3575	75	36	900	600	525	600	2850	0	0	0
3576	76	36	912	608	532	608	2888	0	0	0
3577	77	36	924	616	539	616	2926	0	0	0
3578	78	36	936	624	546	624	2964	0	0	0
3579	79	36	948	632	553	632	3002	0	0	0
3580	80	36	960	640	560	640	3040	0	0	0
3581	81	36	972	648	567	648	3078	0	0	0
3582	82	36	984	656	574	656	3116	0	0	0
3583	83	36	996	664	581	664	3154	0	0	0
3584	84	36	1008	672	588	672	3192	0	0	0
3585	85	36	1020	680	595	680	3230	0	0	0
3586	86	36	1032	688	602	688	3268	0	0	0
3587	87	36	1044	696	609	696	3306	0	0	0
3588	88	36	1056	704	616	704	3344	0	0	0
3589	89	36	1068	712	623	712	3382	0	0	0
3590	90	36	1080	720	630	720	3420	0	0	0
3591	91	36	1092	728	637	728	3458	0	0	0
3592	92	36	1104	736	644	736	3496	0	0	0
3593	93	36	1116	744	651	744	3534	0	0	0
3594	94	36	1128	752	658	752	3572	0	0	0
3595	95	36	1140	760	665	760	3610	0	0	0
3596	96	36	1152	768	672	768	3648	0	0	0
3597	97	36	1164	776	679	776	3686	0	0	0
3598	98	36	1176	784	686	784	3724	0	0	0
3599	99	36	1188	792	693	792	3762	0	0	0
3600	100	36	1200	800	700	800	3800	0	0	0
3601	1	37	7	8	6	6	50	0	0	0
3602	2	37	14	16	12	12	100	0	0	0
3603	3	37	21	24	18	18	150	0	0	0
3604	4	37	28	32	24	24	200	0	0	0
3605	5	37	35	40	30	30	250	0	0	0
3606	6	37	42	48	36	36	300	0	0	0
3607	7	37	49	56	42	42	350	0	0	0
3608	8	37	56	64	48	48	400	0	0	0
3609	9	37	63	72	54	54	450	0	0	0
3610	10	37	70	80	60	60	500	0	0	0
3611	11	37	77	88	66	66	550	0	0	0
3612	12	37	84	96	72	72	600	0	0	0
3613	13	37	91	104	78	78	650	0	0	0
3614	14	37	98	112	84	84	700	0	0	0
3615	15	37	105	120	90	90	750	0	0	0
3616	16	37	112	128	96	96	800	0	0	0
3617	17	37	119	136	102	102	850	0	0	0
3618	18	37	126	144	108	108	900	0	0	0
3619	19	37	133	152	114	114	950	0	0	0
3620	20	37	140	160	120	120	1000	0	0	0
3621	21	37	147	168	126	126	1050	0	0	0
3622	22	37	154	176	132	132	1100	0	0	0
3623	23	37	161	184	138	138	1150	0	0	0
3624	24	37	168	192	144	144	1200	0	0	0
3625	25	37	175	200	150	150	1250	0	0	0
3626	26	37	182	208	156	156	1300	0	0	0
3627	27	37	189	216	162	162	1350	0	0	0
3628	28	37	196	224	168	168	1400	0	0	0
3629	29	37	203	232	174	174	1450	0	0	0
3630	30	37	210	240	180	180	1500	0	0	0
3631	31	37	217	248	186	186	1550	0	0	0
3632	32	37	224	256	192	192	1600	0	0	0
3633	33	37	231	264	198	198	1650	0	0	0
3634	34	37	238	272	204	204	1700	0	0	0
3635	35	37	245	280	210	210	1750	0	0	0
3636	36	37	252	288	216	216	1800	0	0	0
3637	37	37	259	296	222	222	1850	0	0	0
3638	38	37	266	304	228	228	1900	0	0	0
3639	39	37	273	312	234	234	1950	0	0	0
3640	40	37	280	320	240	240	2000	0	0	0
3641	41	37	287	328	246	246	2050	0	0	0
3642	42	37	294	336	252	252	2100	0	0	0
3643	43	37	301	344	258	258	2150	0	0	0
3644	44	37	308	352	264	264	2200	0	0	0
3645	45	37	315	360	270	270	2250	0	0	0
3646	46	37	322	368	276	276	2300	0	0	0
3647	47	37	329	376	282	282	2350	0	0	0
3648	48	37	336	384	288	288	2400	0	0	0
3649	49	37	343	392	294	294	2450	0	0	0
3650	50	37	350	400	300	300	2500	0	0	0
3651	51	37	357	408	306	306	2550	0	0	0
3652	52	37	364	416	312	312	2600	0	0	0
3653	53	37	371	424	318	318	2650	0	0	0
3654	54	37	378	432	324	324	2700	0	0	0
3655	55	37	385	440	330	330	2750	0	0	0
3656	56	37	392	448	336	336	2800	0	0	0
3657	57	37	399	456	342	342	2850	0	0	0
3658	58	37	406	464	348	348	2900	0	0	0
3659	59	37	413	472	354	354	2950	0	0	0
3660	60	37	420	480	360	360	3000	0	0	0
3661	61	37	427	488	366	366	3050	0	0	0
3662	62	37	434	496	372	372	3100	0	0	0
3663	63	37	441	504	378	378	3150	0	0	0
3664	64	37	448	512	384	384	3200	0	0	0
3665	65	37	455	520	390	390	3250	0	0	0
3666	66	37	462	528	396	396	3300	0	0	0
3667	67	37	469	536	402	402	3350	0	0	0
3668	68	37	476	544	408	408	3400	0	0	0
3669	69	37	483	552	414	414	3450	0	0	0
3670	70	37	490	560	420	420	3500	0	0	0
3671	71	37	497	568	426	426	3550	0	0	0
3672	72	37	504	576	432	432	3600	0	0	0
3673	73	37	511	584	438	438	3650	0	0	0
3674	74	37	518	592	444	444	3700	0	0	0
3675	75	37	525	600	450	450	3750	0	0	0
3676	76	37	532	608	456	456	3800	0	0	0
3677	77	37	539	616	462	462	3850	0	0	0
3678	78	37	546	624	468	468	3900	0	0	0
3679	79	37	553	632	474	474	3950	0	0	0
3680	80	37	560	640	480	480	4000	0	0	0
3681	81	37	567	648	486	486	4050	0	0	0
3682	82	37	574	656	492	492	4100	0	0	0
3683	83	37	581	664	498	498	4150	0	0	0
3684	84	37	588	672	504	504	4200	0	0	0
3685	85	37	595	680	510	510	4250	0	0	0
3686	86	37	602	688	516	516	4300	0	0	0
3687	87	37	609	696	522	522	4350	0	0	0
3688	88	37	616	704	528	528	4400	0	0	0
3689	89	37	623	712	534	534	4450	0	0	0
3690	90	37	630	720	540	540	4500	0	0	0
3691	91	37	637	728	546	546	4550	0	0	0
3692	92	37	644	736	552	552	4600	0	0	0
3693	93	37	651	744	558	558	4650	0	0	0
3694	94	37	658	752	564	564	4700	0	0	0
3695	95	37	665	760	570	570	4750	0	0	0
3696	96	37	672	768	576	576	4800	0	0	0
3697	97	37	679	776	582	582	4850	0	0	0
3698	98	37	686	784	588	588	4900	0	0	0
3699	99	37	693	792	594	594	4950	0	0	0
3700	100	37	700	800	600	600	5000	0	0	0
3701	1	38	9	10	5	8	38	0	0	0
3702	2	38	18	20	10	16	76	0	0	0
3703	3	38	27	30	15	24	114	0	0	0
3704	4	38	36	40	20	32	152	0	0	0
3705	5	38	45	50	25	40	190	0	0	0
3706	6	38	54	60	30	48	228	0	0	0
3707	7	38	63	70	35	56	266	0	0	0
3708	8	38	72	80	40	64	304	0	0	0
3709	9	38	81	90	45	72	342	0	0	0
3710	10	38	90	100	50	80	380	0	0	0
3711	11	38	99	110	55	88	418	0	0	0
3712	12	38	108	120	60	96	456	0	0	0
3713	13	38	117	130	65	104	494	0	0	0
3714	14	38	126	140	70	112	532	0	0	0
3715	15	38	135	150	75	120	570	0	0	0
3716	16	38	144	160	80	128	608	0	0	0
3717	17	38	153	170	85	136	646	0	0	0
3718	18	38	162	180	90	144	684	0	0	0
3719	19	38	171	190	95	152	722	0	0	0
3720	20	38	180	200	100	160	760	0	0	0
3721	21	38	189	210	105	168	798	0	0	0
3722	22	38	198	220	110	176	836	0	0	0
3723	23	38	207	230	115	184	874	0	0	0
3724	24	38	216	240	120	192	912	0	0	0
3725	25	38	225	250	125	200	950	0	0	0
3726	26	38	234	260	130	208	988	0	0	0
3727	27	38	243	270	135	216	1026	0	0	0
3728	28	38	252	280	140	224	1064	0	0	0
3729	29	38	261	290	145	232	1102	0	0	0
3730	30	38	270	300	150	240	1140	0	0	0
3731	31	38	279	310	155	248	1178	0	0	0
3732	32	38	288	320	160	256	1216	0	0	0
3733	33	38	297	330	165	264	1254	0	0	0
3734	34	38	306	340	170	272	1292	0	0	0
3735	35	38	315	350	175	280	1330	0	0	0
3736	36	38	324	360	180	288	1368	0	0	0
3737	37	38	333	370	185	296	1406	0	0	0
3738	38	38	342	380	190	304	1444	0	0	0
3739	39	38	351	390	195	312	1482	0	0	0
3740	40	38	360	400	200	320	1520	0	0	0
3741	41	38	369	410	205	328	1558	0	0	0
3742	42	38	378	420	210	336	1596	0	0	0
3743	43	38	387	430	215	344	1634	0	0	0
3744	44	38	396	440	220	352	1672	0	0	0
3745	45	38	405	450	225	360	1710	0	0	0
3746	46	38	414	460	230	368	1748	0	0	0
3747	47	38	423	470	235	376	1786	0	0	0
3748	48	38	432	480	240	384	1824	0	0	0
3749	49	38	441	490	245	392	1862	0	0	0
3750	50	38	450	500	250	400	1900	0	0	0
3751	51	38	459	510	255	408	1938	0	0	0
3752	52	38	468	520	260	416	1976	0	0	0
3753	53	38	477	530	265	424	2014	0	0	0
3754	54	38	486	540	270	432	2052	0	0	0
3755	55	38	495	550	275	440	2090	0	0	0
3756	56	38	504	560	280	448	2128	0	0	0
3757	57	38	513	570	285	456	2166	0	0	0
3758	58	38	522	580	290	464	2204	0	0	0
3759	59	38	531	590	295	472	2242	0	0	0
3760	60	38	540	600	300	480	2280	0	0	0
3761	61	38	549	610	305	488	2318	0	0	0
3762	62	38	558	620	310	496	2356	0	0	0
3763	63	38	567	630	315	504	2394	0	0	0
3764	64	38	576	640	320	512	2432	0	0	0
3765	65	38	585	650	325	520	2470	0	0	0
3766	66	38	594	660	330	528	2508	0	0	0
3767	67	38	603	670	335	536	2546	0	0	0
3768	68	38	612	680	340	544	2584	0	0	0
3769	69	38	621	690	345	552	2622	0	0	0
3770	70	38	630	700	350	560	2660	0	0	0
3771	71	38	639	710	355	568	2698	0	0	0
3772	72	38	648	720	360	576	2736	0	0	0
3773	73	38	657	730	365	584	2774	0	0	0
3774	74	38	666	740	370	592	2812	0	0	0
3775	75	38	675	750	375	600	2850	0	0	0
3776	76	38	684	760	380	608	2888	0	0	0
3777	77	38	693	770	385	616	2926	0	0	0
3778	78	38	702	780	390	624	2964	0	0	0
3779	79	38	711	790	395	632	3002	0	0	0
3780	80	38	720	800	400	640	3040	0	0	0
3781	81	38	729	810	405	648	3078	0	0	0
3782	82	38	738	820	410	656	3116	0	0	0
3783	83	38	747	830	415	664	3154	0	0	0
3784	84	38	756	840	420	672	3192	0	0	0
3785	85	38	765	850	425	680	3230	0	0	0
3786	86	38	774	860	430	688	3268	0	0	0
3787	87	38	783	870	435	696	3306	0	0	0
3788	88	38	792	880	440	704	3344	0	0	0
3789	89	38	801	890	445	712	3382	0	0	0
3790	90	38	810	900	450	720	3420	0	0	0
3791	91	38	819	910	455	728	3458	0	0	0
3792	92	38	828	920	460	736	3496	0	0	0
3793	93	38	837	930	465	744	3534	0	0	0
3794	94	38	846	940	470	752	3572	0	0	0
3795	95	38	855	950	475	760	3610	0	0	0
3796	96	38	864	960	480	768	3648	0	0	0
3797	97	38	873	970	485	776	3686	0	0	0
3798	98	38	882	980	490	784	3724	0	0	0
3799	99	38	891	990	495	792	3762	0	0	0
3800	100	38	900	1000	500	800	3800	0	0	0
3801	1	39	8	8	6	6	36	0	0	0
3802	2	39	16	16	12	12	72	0	0	0
3803	3	39	24	24	18	18	108	0	0	0
3804	4	39	32	32	24	24	144	0	0	0
3805	5	39	40	40	30	30	180	0	0	0
3806	6	39	48	48	36	36	216	0	0	0
3807	7	39	56	56	42	42	252	0	0	0
3808	8	39	64	64	48	48	288	0	0	0
3809	9	39	72	72	54	54	324	0	0	0
3810	10	39	80	80	60	60	360	0	0	0
3811	11	39	88	88	66	66	396	0	0	0
3812	12	39	96	96	72	72	432	0	0	0
3813	13	39	104	104	78	78	468	0	0	0
3814	14	39	112	112	84	84	504	0	0	0
3815	15	39	120	120	90	90	540	0	0	0
3816	16	39	128	128	96	96	576	0	0	0
3817	17	39	136	136	102	102	612	0	0	0
3818	18	39	144	144	108	108	648	0	0	0
3819	19	39	152	152	114	114	684	0	0	0
3820	20	39	160	160	120	120	720	0	0	0
3821	21	39	168	168	126	126	756	0	0	0
3822	22	39	176	176	132	132	792	0	0	0
3823	23	39	184	184	138	138	828	0	0	0
3824	24	39	192	192	144	144	864	0	0	0
3825	25	39	200	200	150	150	900	0	0	0
3826	26	39	208	208	156	156	936	0	0	0
3827	27	39	216	216	162	162	972	0	0	0
3828	28	39	224	224	168	168	1008	0	0	0
3829	29	39	232	232	174	174	1044	0	0	0
3830	30	39	240	240	180	180	1080	0	0	0
3831	31	39	248	248	186	186	1116	0	0	0
3832	32	39	256	256	192	192	1152	0	0	0
3833	33	39	264	264	198	198	1188	0	0	0
3834	34	39	272	272	204	204	1224	0	0	0
3835	35	39	280	280	210	210	1260	0	0	0
3836	36	39	288	288	216	216	1296	0	0	0
3837	37	39	296	296	222	222	1332	0	0	0
3838	38	39	304	304	228	228	1368	0	0	0
3839	39	39	312	312	234	234	1404	0	0	0
3840	40	39	320	320	240	240	1440	0	0	0
3841	41	39	328	328	246	246	1476	0	0	0
3842	42	39	336	336	252	252	1512	0	0	0
3843	43	39	344	344	258	258	1548	0	0	0
3844	44	39	352	352	264	264	1584	0	0	0
3845	45	39	360	360	270	270	1620	0	0	0
3846	46	39	368	368	276	276	1656	0	0	0
3847	47	39	376	376	282	282	1692	0	0	0
3848	48	39	384	384	288	288	1728	0	0	0
3849	49	39	392	392	294	294	1764	0	0	0
3850	50	39	400	400	300	300	1800	0	0	0
3851	51	39	408	408	306	306	1836	0	0	0
3852	52	39	416	416	312	312	1872	0	0	0
3853	53	39	424	424	318	318	1908	0	0	0
3854	54	39	432	432	324	324	1944	0	0	0
3855	55	39	440	440	330	330	1980	0	0	0
3856	56	39	448	448	336	336	2016	0	0	0
3857	57	39	456	456	342	342	2052	0	0	0
3858	58	39	464	464	348	348	2088	0	0	0
3859	59	39	472	472	354	354	2124	0	0	0
3860	60	39	480	480	360	360	2160	0	0	0
3861	61	39	488	488	366	366	2196	0	0	0
3862	62	39	496	496	372	372	2232	0	0	0
3863	63	39	504	504	378	378	2268	0	0	0
3864	64	39	512	512	384	384	2304	0	0	0
3865	65	39	520	520	390	390	2340	0	0	0
3866	66	39	528	528	396	396	2376	0	0	0
3867	67	39	536	536	402	402	2412	0	0	0
3868	68	39	544	544	408	408	2448	0	0	0
3869	69	39	552	552	414	414	2484	0	0	0
3870	70	39	560	560	420	420	2520	0	0	0
3871	71	39	568	568	426	426	2556	0	0	0
3872	72	39	576	576	432	432	2592	0	0	0
3873	73	39	584	584	438	438	2628	0	0	0
3874	74	39	592	592	444	444	2664	0	0	0
3875	75	39	600	600	450	450	2700	0	0	0
3876	76	39	608	608	456	456	2736	0	0	0
3877	77	39	616	616	462	462	2772	0	0	0
3878	78	39	624	624	468	468	2808	0	0	0
3879	79	39	632	632	474	474	2844	0	0	0
3880	80	39	640	640	480	480	2880	0	0	0
3881	81	39	648	648	486	486	2916	0	0	0
3882	82	39	656	656	492	492	2952	0	0	0
3883	83	39	664	664	498	498	2988	0	0	0
3884	84	39	672	672	504	504	3024	0	0	0
3885	85	39	680	680	510	510	3060	0	0	0
3886	86	39	688	688	516	516	3096	0	0	0
3887	87	39	696	696	522	522	3132	0	0	0
3888	88	39	704	704	528	528	3168	0	0	0
3889	89	39	712	712	534	534	3204	0	0	0
3890	90	39	720	720	540	540	3240	0	0	0
3891	91	39	728	728	546	546	3276	0	0	0
3892	92	39	736	736	552	552	3312	0	0	0
3893	93	39	744	744	558	558	3348	0	0	0
3894	94	39	752	752	564	564	3384	0	0	0
3895	95	39	760	760	570	570	3420	0	0	0
3896	96	39	768	768	576	576	3456	0	0	0
3897	97	39	776	776	582	582	3492	0	0	0
3898	98	39	784	784	588	588	3528	0	0	0
3899	99	39	792	792	594	594	3564	0	0	0
3900	100	39	800	800	600	600	3600	0	0	0
3901	1	40	6	9	6	5	30	0	0	0
3902	2	40	12	18	12	10	60	0	0	0
3903	3	40	18	27	18	15	90	0	0	0
3904	4	40	24	36	24	20	120	0	0	0
3905	5	40	30	45	30	25	150	0	0	0
3906	6	40	36	54	36	30	180	0	0	0
3907	7	40	42	63	42	35	210	0	0	0
3908	8	40	48	72	48	40	240	0	0	0
3909	9	40	54	81	54	45	270	0	0	0
3910	10	40	60	90	60	50	300	0	0	0
3911	11	40	66	99	66	55	330	0	0	0
3912	12	40	72	108	72	60	360	0	0	0
3913	13	40	78	117	78	65	390	0	0	0
3914	14	40	84	126	84	70	420	0	0	0
3915	15	40	90	135	90	75	450	0	0	0
3916	16	40	96	144	96	80	480	0	0	0
3917	17	40	102	153	102	85	510	0	0	0
3918	18	40	108	162	108	90	540	0	0	0
3919	19	40	114	171	114	95	570	0	0	0
3920	20	40	120	180	120	100	600	0	0	0
3921	21	40	126	189	126	105	630	0	0	0
3922	22	40	132	198	132	110	660	0	0	0
3923	23	40	138	207	138	115	690	0	0	0
3924	24	40	144	216	144	120	720	0	0	0
3925	25	40	150	225	150	125	750	0	0	0
3926	26	40	156	234	156	130	780	0	0	0
3927	27	40	162	243	162	135	810	0	0	0
3928	28	40	168	252	168	140	840	0	0	0
3929	29	40	174	261	174	145	870	0	0	0
3930	30	40	180	270	180	150	900	0	0	0
3931	31	40	186	279	186	155	930	0	0	0
3932	32	40	192	288	192	160	960	0	0	0
3933	33	40	198	297	198	165	990	0	0	0
3934	34	40	204	306	204	170	1020	0	0	0
3935	35	40	210	315	210	175	1050	0	0	0
3936	36	40	216	324	216	180	1080	0	0	0
3937	37	40	222	333	222	185	1110	0	0	0
3938	38	40	228	342	228	190	1140	0	0	0
3939	39	40	234	351	234	195	1170	0	0	0
3940	40	40	240	360	240	200	1200	0	0	0
3941	41	40	246	369	246	205	1230	0	0	0
3942	42	40	252	378	252	210	1260	0	0	0
3943	43	40	258	387	258	215	1290	0	0	0
3944	44	40	264	396	264	220	1320	0	0	0
3945	45	40	270	405	270	225	1350	0	0	0
3946	46	40	276	414	276	230	1380	0	0	0
3947	47	40	282	423	282	235	1410	0	0	0
3948	48	40	288	432	288	240	1440	0	0	0
3949	49	40	294	441	294	245	1470	0	0	0
3950	50	40	300	450	300	250	1500	0	0	0
3951	51	40	306	459	306	255	1530	0	0	0
3952	52	40	312	468	312	260	1560	0	0	0
3953	53	40	318	477	318	265	1590	0	0	0
3954	54	40	324	486	324	270	1620	0	0	0
3955	55	40	330	495	330	275	1650	0	0	0
3956	56	40	336	504	336	280	1680	0	0	0
3957	57	40	342	513	342	285	1710	0	0	0
3958	58	40	348	522	348	290	1740	0	0	0
3959	59	40	354	531	354	295	1770	0	0	0
3960	60	40	360	540	360	300	1800	0	0	0
3961	61	40	366	549	366	305	1830	0	0	0
3962	62	40	372	558	372	310	1860	0	0	0
3963	63	40	378	567	378	315	1890	0	0	0
3964	64	40	384	576	384	320	1920	0	0	0
3965	65	40	390	585	390	325	1950	0	0	0
3966	66	40	396	594	396	330	1980	0	0	0
3967	67	40	402	603	402	335	2010	0	0	0
3968	68	40	408	612	408	340	2040	0	0	0
3969	69	40	414	621	414	345	2070	0	0	0
3970	70	40	420	630	420	350	2100	0	0	0
3971	71	40	426	639	426	355	2130	0	0	0
3972	72	40	432	648	432	360	2160	0	0	0
3973	73	40	438	657	438	365	2190	0	0	0
3974	74	40	444	666	444	370	2220	0	0	0
3975	75	40	450	675	450	375	2250	0	0	0
3976	76	40	456	684	456	380	2280	0	0	0
3977	77	40	462	693	462	385	2310	0	0	0
3978	78	40	468	702	468	390	2340	0	0	0
3979	79	40	474	711	474	395	2370	0	0	0
3980	80	40	480	720	480	400	2400	0	0	0
3981	81	40	486	729	486	405	2430	0	0	0
3982	82	40	492	738	492	410	2460	0	0	0
3983	83	40	498	747	498	415	2490	0	0	0
3984	84	40	504	756	504	420	2520	0	0	0
3985	85	40	510	765	510	425	2550	0	0	0
3986	86	40	516	774	516	430	2580	0	0	0
3987	87	40	522	783	522	435	2610	0	0	0
3988	88	40	528	792	528	440	2640	0	0	0
3989	89	40	534	801	534	445	2670	0	0	0
3990	90	40	540	810	540	450	2700	0	0	0
3991	91	40	546	819	546	455	2730	0	0	0
3992	92	40	552	828	552	460	2760	0	0	0
3993	93	40	558	837	558	465	2790	0	0	0
3994	94	40	564	846	564	470	2820	0	0	0
3995	95	40	570	855	570	475	2850	0	0	0
3996	96	40	576	864	576	480	2880	0	0	0
3997	97	40	582	873	582	485	2910	0	0	0
3998	98	40	588	882	588	490	2940	0	0	0
3999	99	40	594	891	594	495	2970	0	0	0
4000	100	40	600	900	600	500	3000	0	0	0
4001	1	41	9	8	6	7	29	0	0	0
4002	2	41	18	16	12	14	58	0	0	0
4003	3	41	27	24	18	21	87	0	0	0
4004	4	41	36	32	24	28	116	0	0	0
4005	5	41	45	40	30	35	145	0	0	0
4006	6	41	54	48	36	42	174	0	0	0
4007	7	41	63	56	42	49	203	0	0	0
4008	8	41	72	64	48	56	232	0	0	0
4009	9	41	81	72	54	63	261	0	0	0
4010	10	41	90	80	60	70	290	0	0	0
4011	11	41	99	88	66	77	319	0	0	0
4012	12	41	108	96	72	84	348	0	0	0
4013	13	41	117	104	78	91	377	0	0	0
4014	14	41	126	112	84	98	406	0	0	0
4015	15	41	135	120	90	105	435	0	0	0
4016	16	41	144	128	96	112	464	0	0	0
4017	17	41	153	136	102	119	493	0	0	0
4018	18	41	162	144	108	126	522	0	0	0
4019	19	41	171	152	114	133	551	0	0	0
4020	20	41	180	160	120	140	580	0	0	0
4021	21	41	189	168	126	147	609	0	0	0
4022	22	41	198	176	132	154	638	0	0	0
4023	23	41	207	184	138	161	667	0	0	0
4024	24	41	216	192	144	168	696	0	0	0
4025	25	41	225	200	150	175	725	0	0	0
4026	26	41	234	208	156	182	754	0	0	0
4027	27	41	243	216	162	189	783	0	0	0
4028	28	41	252	224	168	196	812	0	0	0
4029	29	41	261	232	174	203	841	0	0	0
4030	30	41	270	240	180	210	870	0	0	0
4031	31	41	279	248	186	217	899	0	0	0
4032	32	41	288	256	192	224	928	0	0	0
4033	33	41	297	264	198	231	957	0	0	0
4034	34	41	306	272	204	238	986	0	0	0
4035	35	41	315	280	210	245	1015	0	0	0
4036	36	41	324	288	216	252	1044	0	0	0
4037	37	41	333	296	222	259	1073	0	0	0
4038	38	41	342	304	228	266	1102	0	0	0
4039	39	41	351	312	234	273	1131	0	0	0
4040	40	41	360	320	240	280	1160	0	0	0
4041	41	41	369	328	246	287	1189	0	0	0
4042	42	41	378	336	252	294	1218	0	0	0
4043	43	41	387	344	258	301	1247	0	0	0
4044	44	41	396	352	264	308	1276	0	0	0
4045	45	41	405	360	270	315	1305	0	0	0
4046	46	41	414	368	276	322	1334	0	0	0
4047	47	41	423	376	282	329	1363	0	0	0
4048	48	41	432	384	288	336	1392	0	0	0
4049	49	41	441	392	294	343	1421	0	0	0
4050	50	41	450	400	300	350	1450	0	0	0
4051	51	41	459	408	306	357	1479	0	0	0
4052	52	41	468	416	312	364	1508	0	0	0
4053	53	41	477	424	318	371	1537	0	0	0
4054	54	41	486	432	324	378	1566	0	0	0
4055	55	41	495	440	330	385	1595	0	0	0
4056	56	41	504	448	336	392	1624	0	0	0
4057	57	41	513	456	342	399	1653	0	0	0
4058	58	41	522	464	348	406	1682	0	0	0
4059	59	41	531	472	354	413	1711	0	0	0
4060	60	41	540	480	360	420	1740	0	0	0
4061	61	41	549	488	366	427	1769	0	0	0
4062	62	41	558	496	372	434	1798	0	0	0
4063	63	41	567	504	378	441	1827	0	0	0
4064	64	41	576	512	384	448	1856	0	0	0
4065	65	41	585	520	390	455	1885	0	0	0
4066	66	41	594	528	396	462	1914	0	0	0
4067	67	41	603	536	402	469	1943	0	0	0
4068	68	41	612	544	408	476	1972	0	0	0
4069	69	41	621	552	414	483	2001	0	0	0
4070	70	41	630	560	420	490	2030	0	0	0
4071	71	41	639	568	426	497	2059	0	0	0
4072	72	41	648	576	432	504	2088	0	0	0
4073	73	41	657	584	438	511	2117	0	0	0
4074	74	41	666	592	444	518	2146	0	0	0
4075	75	41	675	600	450	525	2175	0	0	0
4076	76	41	684	608	456	532	2204	0	0	0
4077	77	41	693	616	462	539	2233	0	0	0
4078	78	41	702	624	468	546	2262	0	0	0
4079	79	41	711	632	474	553	2291	0	0	0
4080	80	41	720	640	480	560	2320	0	0	0
4081	81	41	729	648	486	567	2349	0	0	0
4082	82	41	738	656	492	574	2378	0	0	0
4083	83	41	747	664	498	581	2407	0	0	0
4084	84	41	756	672	504	588	2436	0	0	0
4085	85	41	765	680	510	595	2465	0	0	0
4086	86	41	774	688	516	602	2494	0	0	0
4087	87	41	783	696	522	609	2523	0	0	0
4088	88	41	792	704	528	616	2552	0	0	0
4089	89	41	801	712	534	623	2581	0	0	0
4090	90	41	810	720	540	630	2610	0	0	0
4091	91	41	819	728	546	637	2639	0	0	0
4092	92	41	828	736	552	644	2668	0	0	0
4093	93	41	837	744	558	651	2697	0	0	0
4094	94	41	846	752	564	658	2726	0	0	0
4095	95	41	855	760	570	665	2755	0	0	0
4096	96	41	864	768	576	672	2784	0	0	0
4097	97	41	873	776	582	679	2813	0	0	0
4098	98	41	882	784	588	686	2842	0	0	0
4099	99	41	891	792	594	693	2871	0	0	0
4100	100	41	900	800	600	700	2900	0	0	0
4101	1	42	8	8	6	6	50	0	0	0
4102	2	42	16	16	12	12	100	0	0	0
4103	3	42	24	24	18	18	150	0	0	0
4104	4	42	32	32	24	24	200	0	0	0
4105	5	42	40	40	30	30	250	0	0	0
4106	6	42	48	48	36	36	300	0	0	0
4107	7	42	56	56	42	42	350	0	0	0
4108	8	42	64	64	48	48	400	0	0	0
4109	9	42	72	72	54	54	450	0	0	0
4110	10	42	80	80	60	60	500	0	0	0
4111	11	42	88	88	66	66	550	0	0	0
4112	12	42	96	96	72	72	600	0	0	0
4113	13	42	104	104	78	78	650	0	0	0
4114	14	42	112	112	84	84	700	0	0	0
4115	15	42	120	120	90	90	750	0	0	0
4116	16	42	128	128	96	96	800	0	0	0
4117	17	42	136	136	102	102	850	0	0	0
4118	18	42	144	144	108	108	900	0	0	0
4119	19	42	152	152	114	114	950	0	0	0
4120	20	42	160	160	120	120	1000	0	0	0
4121	21	42	168	168	126	126	1050	0	0	0
4122	22	42	176	176	132	132	1100	0	0	0
4123	23	42	184	184	138	138	1150	0	0	0
4124	24	42	192	192	144	144	1200	0	0	0
4125	25	42	200	200	150	150	1250	0	0	0
4126	26	42	208	208	156	156	1300	0	0	0
4127	27	42	216	216	162	162	1350	0	0	0
