number	string	string	string	number	number	number	number	number	number	number	number	number	array2
20038	M10001	装備の強化	装備を38回強化する	38	2	2	1900	6	0	36000	0	0	[]
20039	M10001	装備の強化	装備を39回強化する	39	2	2	1950	6	0	37000	0	0	[]
20040	M10001	装備の強化	装備を40回強化する	40	2	2	2000	6	0	38000	0	0	[]
20041	M10001	装備の強化	装備を41回強化する	41	2	2	2050	6	0	39000	0	0	[]
20042	M10001	装備の強化	装備を42回強化する	42	2	2	2100	6	0	40000	0	0	[]
20043	M10001	装備の強化	装備を43回強化する	43	2	2	2150	6	0	41000	0	0	[]
20044	M10001	装備の強化	装備を44回強化する	44	2	2	2200	6	0	42000	0	0	[]
20045	M10001	装備の強化	装備を45回強化する	45	2	2	2250	6	0	43000	0	0	[]
20046	M10001	装備の強化	装備を46回強化する	46	2	2	2300	6	0	44000	0	0	[]
20047	M10001	装備の強化	装備を47回強化する	47	2	2	2350	6	0	45000	0	0	[]
20048	M10001	装備の強化	装備を48回強化する	48	2	2	2400	6	0	46000	0	0	[]
20049	M10001	装備の強化	装備を49回強化する	49	2	2	2450	6	0	47000	0	0	[]
20050	M10001	装備の強化	装備を50回強化する	50	2	2	2500	6	0	48000	0	0	[]
20051	M10001	装備の強化	装備を51回強化する	51	2	2	2550	6	0	49000	0	0	[]
20052	M10001	装備の強化	装備を52回強化する	52	2	2	2600	6	0	50000	0	0	[]
20053	M10001	装備の強化	装備を53回強化する	53	2	2	2650	6	0	50000	0	0	[]
20054	M10001	装備の強化	装備を54回強化する	54	2	2	2700	6	0	50000	0	0	[]
20055	M10001	装備の強化	装備を55回強化する	55	2	2	2750	6	0	50000	0	0	[]
20056	M10001	装備の強化	装備を56回強化する	56	2	2	2800	6	0	50000	0	0	[]
20057	M10001	装備の強化	装備を57回強化する	57	2	2	2850	6	0	50000	0	0	[]
20058	M10001	装備の強化	装備を58回強化する	58	2	2	2900	6	0	50000	0	0	[]
20059	M10001	装備の強化	装備を59回強化する	59	2	2	2950	6	0	50000	0	0	[]
20060	M10001	装備の強化	装備を60回強化する	60	2	2	3000	6	0	50000	0	0	[]
20061	M10001	装備の強化	装備を61回強化する	61	2	2	3050	6	0	50000	0	0	[]
20062	M10001	装備の強化	装備を62回強化する	62	2	2	3100	6	0	50000	0	0	[]
20063	M10001	装備の強化	装備を63回強化する	63	2	2	3150	6	0	50000	0	0	[]
20064	M10001	装備の強化	装備を64回強化する	64	2	2	3200	6	0	50000	0	0	[]
20065	M10001	装備の強化	装備を65回強化する	65	2	2	3250	6	0	50000	0	0	[]
20066	M10001	装備の強化	装備を66回強化する	66	2	2	3300	6	0	50000	0	0	[]
20067	M10001	装備の強化	装備を67回強化する	67	2	2	3350	6	0	50000	0	0	[]
20068	M10001	装備の強化	装備を68回強化する	68	2	2	3400	6	0	50000	0	0	[]
20069	M10001	装備の強化	装備を69回強化する	69	2	2	3450	6	0	50000	0	0	[]
20070	M10001	装備の強化	装備を70回強化する	70	2	2	3500	6	0	50000	0	0	[]
20071	M10001	装備の強化	装備を71回強化する	71	2	2	3550	6	0	50000	0	0	[]
20072	M10001	装備の強化	装備を72回強化する	72	2	2	3600	6	0	50000	0	0	[]
20073	M10001	装備の強化	装備を73回強化する	73	2	2	3650	6	0	50000	0	0	[]
20074	M10001	装備の強化	装備を74回強化する	74	2	2	3700	6	0	50000	0	0	[]
20075	M10001	装備の強化	装備を75回強化する	75	2	2	3750	6	0	50000	0	0	[]
20076	M10001	装備の強化	装備を76回強化する	76	2	2	3800	6	0	50000	0	0	[]
20077	M10001	装備の強化	装備を77回強化する	77	2	2	3850	6	0	50000	0	0	[]
20078	M10001	装備の強化	装備を78回強化する	78	2	2	3900	6	0	50000	0	0	[]
20079	M10001	装備の強化	装備を79回強化する	79	2	2	3950	6	0	50000	0	0	[]
20080	M10001	装備の強化	装備を80回強化する	80	2	2	4000	6	0	50000	0	0	[]
20081	M10001	装備の強化	装備を81回強化する	81	2	2	4050	6	0	50000	0	0	[]
20082	M10001	装備の強化	装備を82回強化する	82	2	2	4100	6	0	50000	0	0	[]
20083	M10001	装備の強化	装備を83回強化する	83	2	2	4150	6	0	50000	0	0	[]
20084	M10001	装備の強化	装備を84回強化する	84	2	2	4200	6	0	50000	0	0	[]
20085	M10001	装備の強化	装備を85回強化する	85	2	2	4250	6	0	50000	0	0	[]
20086	M10001	装備の強化	装備を86回強化する	86	2	2	4300	6	0	50000	0	0	[]
20087	M10001	装備の強化	装備を87回強化する	87	2	2	4350	6	0	50000	0	0	[]
20088	M10001	装備の強化	装備を88回強化する	88	2	2	4400	6	0	50000	0	0	[]
20089	M10001	装備の強化	装備を89回強化する	89	2	2	4450	6	0	50000	0	0	[]
20090	M10001	装備の強化	装備を90回強化する	90	2	2	4500	6	0	50000	0	0	[]
20091	M10001	装備の強化	装備を91回強化する	91	2	2	4550	6	0	50000	0	0	[]
20092	M10001	装備の強化	装備を92回強化する	92	2	2	4600	6	0	50000	0	0	[]
20093	M10001	装備の強化	装備を93回強化する	93	2	2	4650	6	0	50000	0	0	[]
20094	M10001	装備の強化	装備を94回強化する	94	2	2	4700	6	0	50000	0	0	[]
20095	M10001	装備の強化	装備を95回強化する	95	2	2	4750	6	0	50000	0	0	[]
20096	M10001	装備の強化	装備を96回強化する	96	2	2	4800	6	0	50000	0	0	[]
20097	M10001	装備の強化	装備を97回強化する	97	2	2	4850	6	0	50000	0	0	[]
20098	M10001	装備の強化	装備を98回強化する	98	2	2	4900	6	0	50000	0	0	[]
20099	M10001	装備の強化	装備を99回強化する	99	2	2	4950	6	0	50000	0	0	[]
20100	M10001	装備の強化	装備を100回強化する	100	2	2	5000	6	0	50000	0	0	[]
