number	string	string	string	string	number	string	number	number	number	number	number	number	number	number	array2	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2	array	array
1090	謀る	H022_icon_01	敵を信頼しすぎるのは良い事とは言えないわ	resource/scene/yiji/yj_1_3.sce	2559		1009	120	500	63	1089	0	0	0	"[[11001,4111,1],[11002,1222,1],[12309,3111,1]]"	[]	[]	0	70	"[3077,3080]"	0	"[[3080,-213,2],[3080,-143,2],[3080,-143,4],[3077,250,2]]"	[]	[]	[]	42899	兵娘实验室	"[415,243]"	[]	"[109001,109002,109003]"	[]
1091	新たなスタート	H008_icon_01	根性があればどんな難所でも踏破出来るわ！	resource/scene/shatan/st_1_3.sce	2559		1010	120	500	65	1130	0	0	0	"[[11001,4111,1],[11002,1222,1],[12301,3111,1]]"	[]	[]	0	70	"[3047,3048,3046]"	0	"[[3047,-660,2],[3047,-660,4],[3047,-662,1],[3047,-662,3],[3047,-664,5],[3046,-732,2],[3046,-744,4],[3046,174,2],[3046,173,4],[3046,180,1],[3048,327,2],[3048,325,4],[3048,329,1],[3048,1083,2],[3048,1092,4],[3047,1023,1],[3046,975,2],[3046,984,4],[3046,966,1]]"	[]	[]	[]	42899	诡秘森林	"[56,75]"	"[[122,172],[150,195]]"	"[109101,109102,109103]"	[]
1092	侵入者	H024_icon_01	面倒なことになったようね	resource/scene/yulin/yl_yl_3.sce	2559		1010	120	500	65	1091	0	0	0	"[[11001,4111,1],[11002,1222,1],[12302,3111,1]]"	[]	[]	0	70	"[3073,3072]"	0	"[[3072,-652,2],[3072,-654,4],[3072,-654,1],[3072,-650,3],[3072,-655,5],[3072,-710,2],[3072,-714,4],[3072,-712,1],[3072,-714,3],[3072,-717,5],[3072,972,2],[3072,982,4],[3072,989,1],[3072,996,3],[3072,1011,5],[3073,128,2],[3073,130,4],[3073,132,1],[3073,133,3],[3073,130,5],[3073,176,2],[3073,178,4],[3073,178,1],[3073,1068,2],[3073,1076,4],[3073,1083,1],[3073,1076,3]]"	[]	[]	[]	42899	兵娘实验室	"[213,145]"	"[[184,265],[195,303]]"	"[109201,109202,109203]"	[]
1093	人違い	H002_icon_01	出た！　\n天然おバカの定石第二弾！	resource/scene/yiji/yj_1_3.sce	2559		1010	120	500	65	1092	0	0	0	"[[11001,4111,1],[11002,1222,1],[12303,3111,1]]"	[]	[]	0	70	"[3061,3063,3049]"	0	"[[3063,-710,2],[3049,-719,4],[3061,-600,2],[3063,174,2],[3063,178,4],[3063,173,1],[3061,255,2],[3061,1092,2],[3049,1016,4],[3049,1023,1],[3049,1002,3]]"	[]	[]	[]	42899	诡秘森林	"[83,275]"	"[[220,374],[237,410]]"	"[109301,109302,109303]"	[]
1094	他人	H002_icon_01	湛蘆が皆の事が分からなくなったようよ	resource/scene/yulin/yl_yl_3.sce	2559		1010	120	500	65	1093	0	0	0	"[[11001,4111,1],[11002,1222,1],[12304,3111,1]]"	[]	[]	0	70	"[3056,3052]"	0	"[[3056,-688,2],[3056,-693,4],[3056,-695,1],[3052,-590,2],[3052,-594,4],[3052,265,2],[3052,267,4],[3052,269,1],[3056,188,2],[3056,197,4],[3056,1040,2],[3056,1056,4],[3056,1062,1],[3052,1105,2],[3052,1116,4],[3052,1121,1]]"	[]	[]	[]	42899	兵娘实验室	"[183,460]"	"[[278,476],[310,499]]"	"[109401,109402,109403]"	[]
1095	一時居住許可	H010_icon_01	シュイタオさんがお怒りのようです	resource/scene/senlin/sl_1_2.sce	1706		1010	120	500	65	1094	0	0	0	"[[11001,4111,1],[11002,1222,1],[12303,3111,1]]"	[]	[]	0	70	"[3034,3045,3044]"	0	"[[3044,-237,2],[3044,-283,4],[3044,-234,1],[3044,-283,3],[3044,-283,5],[3045,557,2],[3045,562,4],[3045,569,1],[3034,648,2]]"	[]	[]	[]	42899	诡秘森林	"[383,400]"	"[[387,472],[415,445]]"	"[109501,109502,109503]"	[]
1096	ケンカの仲裁	H006_icon_01	弱い者いじめはいけないって、ママが言っていたわ	resource/scene/yulin/yl_yl_3.sce	2559		1010	120	500	65	1095	0	0	0	"[[11001,4111,1],[11002,1222,1],[12304,3111,1]]"	[]	[]	0	70	"[3046,3052,3050]"	0	"[[3046,-684,2],[3046,-683,4],[3046,-683,1],[3052,-535,2],[3052,-540,4],[3052,-542,1],[3052,265,2],[3052,272,4],[3052,277,1],[3052,277,3],[3052,267,5],[3052,1086,2],[3052,1093,4],[3052,1097,1],[3052,1100,3],[3052,1109,5],[3050,159,2],[3050,162,4],[3050,164,1],[3050,997,2],[3050,1008,4],[3050,1013,1]]"	[]	[]	[]	42899	兵娘实验室	"[573,350]"	"[[470,385],[494,355]]"	"[109601,109602,109603]"	[]
1097	同じ気持ち	H015_icon_01	承影をいじめることは許さないわ	resource/scene/yulin/yl_yl_3.sce	2559		1010	120	500	65	1096	0	0	0	"[[11001,4111,1],[11002,1222,1],[12307,3111,1]]"	[]	[]	0	70	"[3058,3056,3038,3063,3035]"	0	"[[3056,-726,2],[3058,-604,2],[3058,-612,4],[3063,173,2],[3063,174,4],[3063,176,1],[3035,289,2],[3038,240,4],[3038,248,1],[3038,1002,2],[3038,1011,4],[3038,1021,1],[3035,1092,2],[3035,1110,4]]"	[]	[]	[]	42899	诡秘森林	"[763,410]"	"[[545,297],[574,270]]"	"[109701,109702,109703]"	[]
1098	突破	H007_icon_01	兵法の第一条を言ってみなさい	resource/scene/senlin/sl_1_3.sce	2559		1010	120	500	65	1097	0	0	0	"[[11001,4111,1],[11002,1222,1],[12305,3111,1]]"	[]	[]	0	70	"[3060,3051,3058]"	0	"[[3060,-650,2],[3060,-648,4],[3060,-648,1],[3051,-599,2],[3051,-599,4],[3051,-597,1],[3051,144,2],[3051,149,4],[3058,202,2],[3058,200,4],[3058,205,1],[3058,1061,2],[3058,1074,4],[3058,1064,1],[3058,1095,2],[3058,1085,4],[3058,985,2],[3058,989,4],[3058,992,1]]"	[]	[]	[]	42899	兵娘实验室	"[713,93]"	"[[644,234],[685,235]]"	"[109801,109802,109803]"	[]
1099	叩かれ侠	H004_icon_01	宵練がさらわれた！	resource/scene/senlin/sl_1_3.sce	2559		1010	120	500	65	1098	0	0	0	"[[11001,4111,1],[11002,1222,1],[12306,3111,1]]"	[]	[]	0	70	"[3043,3044,3038]"	0	"[[3043,-666,2],[3043,-664,4],[3043,176,2],[3043,190,4],[3043,1016,2],[3043,1037,4],[3043,1026,1],[3038,253,2],[3038,944,2],[3038,953,4],[3038,932,1],[3044,1081,3],[3044,1102,5]]"	[]	[]	[]	42899	诡秘森林	"[373,63]"	"[[767,262],[805,281]]"	"[109901,109902,109903]"	[]
1100	宵練を救出	H024_icon_01	やっぱり……\nまず助けましょう	resource/scene/senlin/sl_3_2.sce	1706		1010	120	500	65	1099	0	0	0	"[[11001,4111,1],[11002,1222,1],[12202,3111,1]]"	[]	[]	0	70	"[3077,3080]"	0	"[[3080,-213,2],[3080,-143,2],[3080,-143,4],[3077,250,2]]"	[]	[]	[]	42899	兵娘实验室	"[500,200]"	[]	"[110001,110002,110003]"	[]
1101	助けを呼ぶ声	M009_icon_01	遠くから聞こえるの……\n助けを呼ぶ弱々しい声が	resource/scene/yiji/yj_1_3.sce	2559		1011	120	500	70	1100	0	0	0	"[[11001,4111,1],[11002,1222,1],[12308,3111,1]]"	[]	[]	0	70	"[3047,3048,3046]"	0	"[[3047,-660,2],[3047,-660,4],[3047,-662,1],[3047,-662,3],[3047,-664,5],[3046,-732,2],[3046,-744,4],[3046,174,2],[3046,173,4],[3046,180,1],[3048,327,2],[3048,325,4],[3048,329,1],[3048,1083,2],[3048,1092,4],[3047,1023,1],[3046,975,2],[3046,984,4],[3046,966,1]]"	[]	[]	[]	42899	诡秘森林	"[205,80]"	"[[122,172],[150,195]]"	"[110101,110102,110103]"	[]
1102	スーパー大根	M010_icon_01	砂漠の中に花畑？	resource/scene/senlin/sl_2_3.sce	2559		1011	120	500	70	1101	0	0	0	"[[11001,4111,1],[11002,1222,1],[12309,3111,1]]"	[]	[]	0	70	"[3073,3072]"	0	"[[3072,-652,2],[3072,-654,4],[3072,-654,1],[3072,-650,3],[3072,-655,5],[3072,-710,2],[3072,-714,4],[3072,-712,1],[3072,-714,3],[3072,-717,5],[3072,972,2],[3072,982,4],[3072,989,1],[3072,996,3],[3072,1011,5],[3073,128,2],[3073,130,4],[3073,132,1],[3073,133,3],[3073,130,5],[3073,176,2],[3073,178,4],[3073,178,1],[3073,1068,2],[3073,1076,4],[3073,1083,1],[3073,1076,3]]"	[]	[]	[]	42899	兵娘实验室	"[50,160]"	"[[184,265],[195,303]]"	"[110201,110202,110203]"	[]
1103	冒険	M014_icon_01	前に進む！	resource/scene/yulin/yl_zz_3.sce	2559		1011	120	500	70	1102	0	0	0	"[[11001,4111,1],[11002,1222,1],[12310,3111,1],[10023,2000,1]]"	[]	[]	0	70	"[3061,3063,3049]"	0	"[[3063,-710,2],[3049,-719,4],[3061,-600,2],[3063,174,2],[3063,178,4],[3063,173,1],[3061,255,2],[3061,1092,2],[3049,1016,4],[3049,1023,1],[3049,1002,3]]"	[]	[]	[]	42899	诡秘森林	"[50,320]"	"[[220,374],[237,410]]"	"[110301,110302,110303]"	[]
1104	正確な道	M015_icon_01	1、2、3、4、5、6、7。\nどれが間違い？	resource/scene/yanjiusuo/yjs_321_3.sce	2559		1011	120	500	70	1103	0	0	0	"[[11001,4111,1],[11002,1222,1],[12311,3111,1],[10068,2000,1]]"	[]	[]	0	70	"[3056,3052]"	0	"[[3056,-688,2],[3056,-693,4],[3056,-695,1],[3052,-590,2],[3052,-594,4],[3052,265,2],[3052,267,4],[3052,269,1],[3056,188,2],[3056,197,4],[3056,1040,2],[3056,1056,4],[3056,1062,1],[3052,1105,2],[3052,1116,4],[3052,1121,1]]"	[]	[]	[]	42899	兵娘实验室	"[220,430]"	"[[278,476],[310,499]]"	"[110401,110402,110403]"	[]
1105	鬼コウモリ	M017_icon_01	ついに伝説の「終わり」を見たわ	resource/scene/yiji/yj_1_3.sce	2559		1011	120	500	70	1104	0	0	0	"[[11001,4111,1],[11002,1222,1],[12310,3111,1]]"	[]	[]	0	70	"[3034,3045,3044]"	0	"[[3044,-237,2],[3044,-283,4],[3044,-234,1],[3044,-283,3],[3044,-283,5],[3045,557,2],[3045,562,4],[3045,569,1],[3034,648,2]]"	[]	[]	[]	42899	诡秘森林	"[400,440]"	"[[387,472],[415,445]]"	"[110501,110502,110503]"	[]
1106	粉砕	M012_icon_01	断固たる「終結」！	resource/scene/yanjiusuo/yjs_321_3.sce	2559		1011	120	500	70	1105	0	0	0	"[[11001,4111,1],[11002,1222,1],[12311,3111,1]]"	[]	[]	0	70	"[3046,3052,3050]"	0	"[[3046,-684,2],[3046,-683,4],[3046,-683,1],[3052,-535,2],[3052,-540,4],[3052,-542,1],[3052,265,2],[3052,272,4],[3052,277,1],[3052,277,3],[3052,267,5],[3052,1086,2],[3052,1093,4],[3052,1097,1],[3052,1100,3],[3052,1109,5],[3050,159,2],[3050,162,4],[3050,164,1],[3050,997,2],[3050,1008,4],[3050,1013,1]]"	[]	[]	[]	42899	兵娘实验室	"[580,370]"	"[[470,385],[494,355]]"	"[110601,110602,110603]"	[]
1107	妨害	M011_icon_01	それを守る事は我々の責任です	resource/scene/yanjiusuo/yjs_321_3.sce	2559		1011	120	500	70	1106	0	0	0	"[[11001,4111,1],[11002,1222,1],[12314,3111,1]]"	[]	[]	0	70	"[3058,3056,3038,3063,3035]"	0	"[[3056,-726,2],[3058,-604,2],[3058,-612,4],[3063,173,2],[3063,174,4],[3063,176,1],[3035,289,2],[3038,240,4],[3038,248,1],[3038,1002,2],[3038,1011,4],[3038,1021,1],[3035,1092,2],[3035,1110,4]]"	[]	[]	[]	42899	诡秘森林	"[770,380]"	"[[545,297],[574,270]]"	"[110701,110702,110703]"	[]
1108	混戦	M019_icon_01	その場で足踏み始め！	resource/scene/yiji/yj_3_3.sce	2559		1011	120	500	70	1107	0	0	0	"[[11001,4111,1],[11002,1222,1],[12312,3111,1]]"	[]	[]	0	70	"[3060,3051,3058]"	0	"[[3060,-650,2],[3060,-648,4],[3060,-648,1],[3051,-599,2],[3051,-599,4],[3051,-597,1],[3051,144,2],[3051,149,4],[3058,202,2],[3058,200,4],[3058,205,1],[3058,1061,2],[3058,1074,4],[3058,1064,1],[3058,1095,2],[3058,1085,4],[3058,985,2],[3058,989,4],[3058,992,1]]"	[]	[]	[]	42899	兵娘实验室	"[710,230]"	"[[644,234],[685,235]]"	"[110801,110802,110803]"	[]
1109	湛盧説得	M016_icon_01	やっと守り人の助けをゲットしたわ	resource/scene/yanjiusuo/yjs_321_3.sce	2559		1011	120	500	70	1108	0	0	0	"[[11001,4111,1],[11002,1222,1],[12313,3111,1]]"	[]	[]	0	70	"[3043,3044,3038]"	0	"[[3043,-666,2],[3043,-664,4],[3043,176,2],[3043,190,4],[3043,1016,2],[3043,1037,4],[3043,1026,1],[3038,253,2],[3038,944,2],[3038,953,4],[3038,932,1],[3044,1081,3],[3044,1102,5]]"	[]	[]	[]	42899	诡秘森林	"[600,90]"	"[[767,262],[805,281]]"	"[110901,110902,110903]"	[]
1110	終結	M009_icon_01	終わったの？	resource/scene/yanjiusuo/yjs_321_3.sce	2559		1011	120	500	70	1109	0	0	0	"[[11001,4111,1],[11002,1222,1],[12309,3111,1]]"	[]	[]	0	70	"[3077,3080]"	0	"[[3080,-213,2],[3080,-143,2],[3080,-143,4],[3077,250,2]]"	[]	[]	[]	42899	兵娘实验室	"[350,200]"	[]	"[111001,111002,111003]"	[]
5001	チーム·ミラージュ	H003_icon_01	新入りなのに、\nいきなり戦闘！？	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	0	0	2	5	"[[11001,1777,1],[12001,3333,1],[30003,4333,1],[10033,2000,1]]"	"[[30003,5]]"	[]	0	14	"[4003,4001,4002,4004]"	0	"[[4002,-730,2],[4001,-670,2],[4001,-670,4],[4001,265,2],[4001,278,4],[4004,269,1],[4002,932,2],[4002,948,4],[4003,946,1],[4004,1065,2]]"	[]	[]	[]	9203	研究所	"[73,260]"	"[[49,314],[117,352]]"	"[100101,100102,100103]"	[]
5002	鬼教官	H004_icon_01	努力しろ！　\nその後はもっと努力しろ！	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5001	0	2	5	"[[11001,1777,1],[12002,3333,1],[30004,4333,1],[10023,8000,1]]"	"[[30004,5]]"	[]	0	15	"[4005,4007,4004,4006]"	0	"[[4005,-643,2],[4005,-638,4],[4005,-640,1],[4006,244,2],[4006,251,4],[4006,251,1],[4007,315,2],[4006,976,2],[4006,989,4],[4006,994,1],[4007,980,3],[4004,900,5]]"	[]	[]	[]	9657	走廊	"[167,85]"	"[[166,419],[205,433]]"	"[100201,100202,100203]"	[]
5003	お相手はお嬢様	H005_icon_01	私と戦えることを誇りに思いなさい	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5002	0	2	5	"[[11001,1777,1],[12003,3333,1],[30005,4333,1],[10069,2000,1]]"	"[[30005,5]]"	[]	0	16	"[4004,4003,4009,4007,4008]"	0	"[[4008,-638,2],[4008,-636,4],[4008,210,2],[4008,221,4],[4009,370,2],[4009,379,4],[4003,219,1],[4003,978,2],[4004,1053,4],[4007,1124,2],[4009,1126,4],[4009,1131,1]]"	[]	[]	[]	10157	天台	"[344,85]"	"[[276,391],[304,359]]"	"[100301,100302,100303]"	[]
5004	ウロボロス	H007_icon_01	ライバルというのもバカバカしいな	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5003	0	2	5	"[[11001,1777,1],[12004,3333,1],[30007,4333,1]]"	"[[30007,5]]"	[]	0	17	"[4009,4012,4011,4010]"	0	"[[4010,-640,2],[4010,-645,4],[4010,-645,1],[4010,-640,3],[4010,363,2],[4010,370,4],[4010,372,1],[4010,377,3],[4009,363,5],[4011,274,2],[4010,1090,2],[4010,1094,4],[4010,1097,1],[4011,957,2],[4012,1030,4]]"	[]	[]	[]	10760	天台	"[540,85]"	"[[356,300],[381,269]]"	"[100401,100402,100403]"	[]
5005	パルスの共鳴	H009_icon_01	「聞くは一時の恥」と言うけれど……	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5004	0	2	5	"[[11001,1777,1],[12001,3333,1],[30009,4333,1]]"	"[[30009,5]]"	[]	0	18	"[4014,4012,4013]"	0	"[[4014,-563,2],[4014,-567,4],[4014,-567,1],[4014,-565,3],[4014,356,2],[4014,365,4],[4014,374,1],[4014,374,3],[4013,365,5],[4014,1065,2],[4014,1067,4],[4014,1078,1],[4014,1083,3],[4013,1078,5],[4012,996,2]]"	[]	[]	[]	11344	迷雾森林	"[745,85]"	"[[99,314],[117,352]]"	"[100501,100502,100503]"	[]
5006	チームワーク	H011_icon_01	自分たちに足りないものは何かを考えよう	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5005	0	2	5	"[[11001,1777,1],[12002,3333,1],[30011,4333,1]]"	"[[30011,5]]"	[]	0	19	"[4012,4002,4009,4015,4013,4011]"	0	"[[4015,-656,2],[4015,-654,4],[4002,-650,1],[4002,-652,3],[4012,105,2],[4015,148,2],[4015,146,4],[4002,150,1],[4002,148,3],[4009,1065,2],[4009,1076,4],[4011,934,2],[4012,1005,2],[4013,1062,4]]"	[]	[]	[]	11949	走廊	"[755,235]"	"[[166,419],[205,433]]"	"[100601,100602,100603]"	[]
5007	敵襲！	H014_icon_01	ここは安全な場所じゃなかったのか！？	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5006	0	2	5	"[[11001,1777,1],[12003,3333,1],[30014,4333,1],[10073,2000,1]]"	"[[30014,5]]"	[]	0	20	"[4005,4017,4016]"	0	"[[4005,-620,2],[4005,-620,4],[4005,-618,1],[4005,-611,3],[4005,228,2],[4005,237,4],[4005,251,1],[4005,249,3],[4016,205,2],[4016,966,2],[4017,1094,2],[4005,1035,4],[4005,1044,1],[4005,1046,3]]"	[]	[]	[]	12560	运动馆	"[620,345]"	"[[276,391],[304,359]]"	"[100701,100702,100703]"	[]
5008	新しい仲間	H016_icon_01	新人ちゃんには優しくしてあげるわよ？	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5007	0	2	5	"[[11001,1777,1],[12004,3333,1],[30016,4333,1]]"	"[[30016,5]]"	[]	0	20	"[4018,4017,4002,4019]"	0	"[[4002,-675,2],[4002,-672,4],[4002,-663,1],[4002,-659,3],[4002,276,2],[4002,290,4],[4002,306,1],[4002,310,3],[4017,315,5],[4002,827,2],[4002,836,4],[4002,845,1],[4018,960,2],[4019,896,4]]"	[]	[]	[]	13194	运动馆	"[465,250]"	"[[356,300],[381,269]]"	"[100801,100802,100803]"	[]
5009	二人のお嬢様	H018_icon_01	まさか双子だったとか？	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5008	0	2	5	"[[11001,1777,1],[12003,3333,1],[30018,4333,1]]"	"[[30018,5]]"	[]	0	21	"[4017,4018,4009,4005,4013,4016,4019]"	0	"[[4019,-631,2],[4019,-624,4],[4019,-620,1],[4019,-618,3],[4005,230,2],[4005,235,4],[4005,242,1],[4009,333,2],[4013,342,4],[4016,980,2],[4018,1042,4],[4017,1113,2],[4009,1110,4],[4009,1104,1]]"	[]	[]	[]	13816	走廊	"[340,405]"	"[[276,391],[304,359]]"	"[100901,100902,100903]"	[]
5010	契約の力	H022_icon_01	契約する事で……\n強くなれる！	resource/scene/shatan/st_3_3.sce	2559		1001	120	500	20	5009	0	2	5	"[[11001,1777,1],[12004,3333,1],[30022,4333,1]]"	"[[30022,5]]"	[]	0	21	"[4022,4017,4021,4018,4016,4020,4037]"	0	"[[4020,-666,2],[4020,-661,4],[4021,-583,2],[4021,-583,4],[4021,-579,1],[4022,221,2],[4037,214,4],[4037,214,1],[4037,228,3],[4037,230,5],[4022,950,2],[4016,939,4],[4018,1035,2],[4017,1097,2]]"	[]	[]	[]	14454	天台	"[163,415]"	"[[356,300],[381,269]]"	"[101001,101002,101003]"	[]
5011	救出作戦	H023_icon_01	早く望乃を探さないと！	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5010	0	2	5	"[[11001,1777,1],[12102,3333,1],[30023,4333,1]]"	"[[30023,5]]"	[]	0	23	"[4023,4020,4008]"	0	"[[4008,-629,2],[4008,-624,4],[4020,-567,2],[4020,-558,4],[4020,-563,1],[4020,260,2],[4020,269,4],[4020,274,1],[4023,340,2],[4023,1037,2],[4020,957,2],[4020,964,4],[4020,971,1]]"	[]	[]	[]	15023	天台	"[88,70]"	"[[99,314],[117,352]]"	"[101101,101102,101103]"	[]
5012	罠？	H020_icon_01	そこには不自然な気配が漂っていた	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5011	0	2	5	"[[11001,1777,1],[12005,3333,1],[30020,4333,1]]"	"[[30020,10]]"	[]	0	24	"[4023,4009,4005,4018,4025,4024]"	0	"[[4005,-592,2],[4005,-590,4],[4005,-588,1],[4009,-526,2],[4009,402,2],[4009,413,4],[4024,251,2],[4025,324,2],[4018,329,4],[4009,1097,2],[4018,1028,4],[4025,1040,1],[4024,964,2],[4023,976,4]]"	[]	[]	[]	15650	走廊	"[83,250]"	"[[166,419],[205,433]]"	"[101201,101202,101203]"	[]
5013	力を持つ者	H015_icon_01	敵の数が多過ぎる！	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5012	0	2	5	"[[11001,1777,1],[11002,1888,1],[30015,4333,1]]"	"[[30015,10]]"	[]	0	25	"[4024,4015,4025,4010]"	0	"[[4010,-579,2],[4010,-579,4],[4010,-560,1],[4010,-565,1],[4010,324,2],[4010,331,4],[4010,333,1],[4010,1060,2],[4010,1072,4],[4010,1072,1],[4015,233,2],[4024,244,4],[4024,934,2],[4025,1010,4]]"	[]	[]	[]	16326	天台	"[260,100]"	"[[276,391],[304,359]]"	"[101301,101302,101303]"	[]
5014	発見	H001_icon_01	誰も欠ける事無く、\n全員で帰るために	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5013	0	2	5	"[[11001,1777,1],[12115,3333,1],[30001,4333,1],[10039,2000,1]]"	"[[30001,10]]"	[]	0	26	"[4027,4026,4028,4010]"	0	"[[4010,-538,2],[4010,-533,4],[4026,-622,2],[4026,-618,4],[4026,217,2],[4026,226,4],[4026,228,1],[4027,315,2],[4010,308,4],[4026,1014,2],[4026,1030,4],[4010,1094,2],[4027,1104,4],[4028,960,1]]"	[]	[]	[]	16981	车站	"[430,180]"	"[[356,300],[381,269]]"	"[101401,101402,101403]"	[]
5015	挟撃作戦	H003_icon_01	近道どころか遠回りじゃない……	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5014	0	2	5	"[[11001,1777,1],[12102,3333,1],[30003,4333,1]]"	[]	[]	0	27	"[4005,4030,4008,4031]"	0	"[[4008,-691,2],[4008,-688,4],[4005,-620,2],[4005,-618,4],[4005,221,2],[4005,224,4],[4008,123,2],[4008,132,4],[4030,130,1],[4008,1026,2],[4008,1040,4],[4005,1085,2],[4031,1094,4],[4030,1161,2]]"	[]	[]	[]	17666	车站	"[145,400]"	"[[99,314],[117,352]]"	"[101501,101502,101503]"	[]
5016	望乃	H005_icon_01	初めて会ったはずなのに	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5015	0	2	5	"[[11001,1777,1],[12005,3333,1],[30005,4333,1]]"	[]	[]	0	28	"[4032,4031,4020,4021]"	0	"[[4020,-656,2],[4020,-650,4],[4021,-581,2],[4021,-581,4],[4021,-579,1],[4021,274,2],[4021,278,4],[4021,294,1],[4021,299,3],[4031,288,5],[4031,1044,2],[4032,1101,4],[4020,973,1],[4020,978,3],[4020,989,5]]"	[]	[]	[]	18319	小巷	"[355,455]"	"[[166,419],[205,433]]"	"[101601,101602,101603]"	[]
5017	マインドコントロール	H007_icon_01	リーダーとマスターとの対立	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5016	0	2	5	"[[11001,1777,1],[11002,1888,1],[30007,4333,1],[10026,2000,1]]"	[]	[]	0	29	"[4033,4034,4009,4029,4035]"	0	"[[4009,-579,2],[4009,-581,4],[4029,-581,1],[4029,-583,3],[4029,285,2],[4029,285,4],[4029,285,1],[4009,290,3],[4033,226,2],[4033,994,2],[4035,1005,4],[4034,1088,2],[4009,1088,4]]"	[]	[]	[]	18986	工厂	"[520,335]"	"[[276,391],[304,359]]"	"[101701,101702,101703]"	[]
5018	雪山の女性	H011_icon_01	俺達は精霊に出会ったのか？	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5017	0	2	5	"[[11001,1777,1],[12115,3333,1],[30011,4333,1]]"	[]	[]	0	30	"[4036,4015,4012,4021]"	0	"[[4015,-627,2],[4015,-627,4],[4015,-627,1],[4021,-554,2],[4021,-554,4],[4021,290,2],[4021,297,4],[4021,299,1],[4015,246,2],[4012,336,2],[4015,978,2],[4015,992,4],[4036,989,1],[4012,1065,2],[4021,1065,4]]"	[]	[]	[]	19711	工厂	"[673,410]"	"[[356,300],[381,269]]"	"[101801,101802,101803]"	[]
5019	浄雪草	H016_icon_01	マインドコントロールの対抗策となるか？	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5018	0	2	5	"[[11001,1777,1],[11002,1888,1],[30016,4333,1]]"	[]	[]	0	31	"[4014,4001,4011,4036,4020,4002]"	0	"[[4002,-638,2],[4002,-636,4],[4014,-570,2],[4014,-572,4],[4014,-574,1],[4014,354,2],[4011,253,2],[4020,281,2],[4020,285,4],[4020,290,1],[4011,971,2],[4036,987,4],[4001,1033,2],[4001,1044,4],[4014,1104,2]]"	[]	[]	[]	20439	小巷	"[730,250]"	"[[276,391],[304,359]]"	"[101901,101902,101903]"	[]
5020	アクシデント	H018_icon_01	防御、\nそれとも反撃？	resource/scene/shatan/st_3_3.sce	2559		1002	120	500	25	5019	0	2	5	"[[11001,1777,1],[12115,3333,1],[30018,4333,1]]"	[]	[]	0	32	"[4013,4005,4036,4008,4019]"	0	"[[4019,-560,2],[4019,-560,4],[4005,-492,2],[4005,-492,4],[4005,246,2],[4005,253,4],[4005,256,1],[4005,258,3],[4013,326,2],[4008,962,2],[4008,966,4],[4008,976,1],[4036,1017,2],[4013,1097,2]]"	[]	[]	[]	21155	车站	"[610,140]"	"[[356,300],[381,269]]"	"[102001,102002,102003]"	[]
5021	表情の無いお化け	H008_icon_01	その顔には意思というものが無かった	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5020	0	2	5	"[[11001,1777,1],[12005,3333,1],[30008,4333,1]]"	"[[30008,10]]"	[]	0	33	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	21888	诡秘森林	"[138,90]"	"[[494,265],[529,281]]"	"[102101,102102,102103]"	[]
5022	ネクロマンシー計画	H024_icon_01	その計画は、\n誰の発案なんだ？	resource/scene/shatan/st_3_3.sce	2559		1003	120	500	30	5021	0	2	5	"[[11001,1777,1],[11002,1888,1],[30024,4333,1]]"	"[[30024,10]]"	[]	0	34	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	22674	兵娘实验室	"[315,90]"	"[[600,317],[638,333]]"	"[102201,102202,102203]"	[]
