number	number	number	string	string	number	array2
20160104	201601	4	20150104今天，我就来告诉你「融灵术」是个什么样的东西吧。啊呀，不要露出这么不屑的神情嘛，当然不是什么长篇大论，而且也不会枯燥乏味，在讲解的同时还随机附送晴天君的吐槽哟~	    提前告诉你，明天要聊的内容是杀器的八卦哟(其实是后天)，如果当天不及时看的话可就没有机会看到了哟~	300201	"[[10005,60]]"
20160105	201601	5	20150105小怪之多，无奇不有。下面就是聊聊呆萌的小混混的八卦时间~（小混混：人家才不呆萌！你别搞错了啊混蛋！你这家伙说话可要小心点儿~我上面可是有大哥罩着呢！）	    喂~那边的小混混，你的假发掉了~快去捡啊~（又一个如晴天君般有光头的人了，捏嘿嘿~）等下...等等等...！假发飞过来了！假发又飞过去了！这假发难道是可操控的？？我貌似发现了什么特大秘密...？	300301	"[[10005,60]]"
20160106	201601	6	20150106晴天君认为三日月是最棒的杀器之一！无论是设定还是成品。为什么这么说呢？想知道的话就去戳「查看详情」吧~	    说了这么多好听的话，那么我们明天就来挖掘一下三日月的八卦吧，前排兜售三日月八卦~记得搬好小板凳、带上爆米花来看戏哟~	300401	"[[10005,60]]"
20160107	201601	7	20150107今天我们来聊聊三日月的八卦吧~呃...其实每次看到三日月总是想读作「三明」（三日月这个名字看多了果然是会错以为自己的眼睛散光到一定程度了吧！），三明小朋友，快来接受晴天君的吐槽八卦吧！	    啊啊，就说这么多，那么拥有三日月的你，请多照顾那个情商白痴啦~	300501	"[[10005,60]]"
20160108	201601	8	20150108三明这个可爱的妹子还真是想让人多吐槽一些啊，今天我来给你讲讲她的爱心料理吧！不想听？嘛，这可是了解三日月的机会啊，推倒三日月，从了解三日月料理做起！	    害怕了？被妹子的黑暗料理吓到怎么可以，所以...这个三日月亲自做的消暑又营养的「多种蔬菜混合雪糕榴莲汤」还是你帮我喝掉吧！白白下次见~~~	300601	"[[10005,60]]"
20160109	201601	9	20150109之前讲完了「融灵术」的来历，那么今天接着讲「融灵术的发展」~你猜融灵术后来怎么样了？不想猜？还是猜猜吧~	    据说每届制霸比赛的人都可以得到一个如花似玉的姑娘~还听说那个谁谁谁家里已经攒了好几个姑娘了~（只是奖杯而已吧......）	300701	"[[10005,60]]"
20160110	201601	10	20150110对线团怪有兴趣？那今天就说说它的八卦吧~内容就是线团怪的日常生活~	    哎？你的手机没电了？那边有一只刚充好电的线团怪，快把它抓过来用~切记平时不要随便使用线团怪哟，它的发出的电力还是不可小觑的~而且如果被发现的话，朗基努斯就会给你做一个全新、超炫的发型~	300801	"[[10005,60]]"
20160111	201601	11	20150111啊啊，你注意到咎瓦尤斯的技能除了补血还有攻击的啊，那么我们就来说说为什么会这样吧~	    被这个萌妹子的开大招状态吓到了？平时的咎瓦尤斯是不具有攻击性的，安心安心~（小声说：除了刚睡醒的时候~）想知道咎瓦尤斯的八卦么？明天记得来哟~	300901	"[[10005,60]]"
20160112	201601	12	20150112说起来咎瓦尤斯就有些犯困啊...呵啊...那么今天咎瓦尤斯八卦就不讲了，让我睡个觉~（猛戳「查看详情」叫晴天君起床~）	    哎？咎瓦尤斯睡着了么？快去叫醒她~呃？好像有点不对劲？忘了说咎瓦尤斯偶尔有起床气，啊啊，居然拿着枕头追着你啊，你快点逃~	301001	"[[10005,60]]"
20160113	201601	13	20150113你知道锻神所是什么么？正如字面意思，是锻造所谓的兵奴的场所，然而这并不是什么圣地，而是利用融灵术实现某些人的野心的地方，今天我就来为你讲解锻神所和兵奴的事情.......	    所以不要因为一群妹子打过来就不忍心下手啊，兵奴可是很强的！不过遇到的是杀器的话当然要收服咯~然后可以开后宫、做些羞羞的事情，之类的~（这句划掉！）	301101	"[[10005,60]]"
20160114	201601	14	20150114千万不要跟我提那个科学怪人...想到他就有阴影...但是肩负着吐槽使命的晴天君是不会轻易被打败的！所以我还是认真说科学怪人的坏话，啊不，认真吐槽科学怪人吧（科学怪人，接受我的吐槽吧，啊哈哈~）！	    感觉...以后的八卦要换别人来吐槽了...呆毛打妹！晴天君还能再战300回合！呕...我、我，我还会继续吐槽的~！	301201	"[[10005,60]]"
20160115	201601	15	20150115下面来讲讲霸气的（假小子）朗基努斯的来历吧~（为何要特意加上假小子？！）	    据说失去朗基努斯的人会发生一些状况哟，所以...快去推倒朗基努斯啊，不过要小心被她散发出的电力电到哟~	301301	"[[10005,60]]"
20160116	201601	16	20150116说到朗基努斯啊，啊哈哈哈哈哈...就要...哈哈哈...先说说她的...发型啊哈哈哈哈哈...想起来就好想笑...哈哈哈...止不住笑了怎么办？啊啊哈哈...	    呜哇！朗基努斯冲过来了！！快掩护我啊，不然我这个可爱的晴天娃娃就要变成黑乎乎的黑炭娃娃了...呜呜呜...我可不想变身啊~我还肩负着八卦的重要任务啊~	301401	"[[10005,60]]"
20160117	201601	17	20150117关于朗基努斯我还有一些她的秘密要告诉你，你可要保密啊，这次可不能再被朗基努斯发现了...呃，保险起见，你还是先发个毒誓吧~	    呃...怎么...突然感受到一股杀气呢...？还有麻麻的感觉...？？呜呜哇啊啊啊...（晴天君被雷击hp降至0，并附带麻痹效果...）	301501	"[[10005,60]]"
20160118	201601	18	20150118今天要讲解的内容是萌萌哒杀器，呆毛，不要着急~在说到杀器之前还要说到兵奴战争...	    据说集齐99位杀器可以召唤第100位史上最强的杀器，颜值和身材都是其他杀器无可比拟的哟~心动了么？激动了么？那就快踏上征服99位杀器的旅途吧！	301601	"[[10005,60]]"
20160119	201601	19	20150119现在开始是吐槽工作组的时间~在这里晴天君将偷偷的揭露一些小秘密给你哟~今天来吐槽一下画师A~（想知道画师A的三围就要交出你的胖次！）	    呜哇，还真是辛苦啊...那么画师A，接下来要继续努力（不被吐槽）啦~(被吐槽的汉子：你能发现哪一个是我么？仔细找找就知道我是谁啦~)	301701	"[[10005,60]]"
20160120	201601	20	20150120啊哈哈...现在是谈论傲娇大小姐杜兰德尔的时间~傲娇的家伙也是很多趣味的哟~	    一定要善待这位不坦诚的大小姐哟！在明天的八卦中，我会告诉你杜兰德尔的一些小秘密，错过了就再也看不到咯~	301801	"[[10005,60]]"
20160121	201601	21	20150121晴天君才不要告诉你今天讲杜兰德尔的八卦呢，既然你这么恳求我，我就勉为其难的告诉你好了。哎呀呀，我的语气为什么变的这么傲娇呢？哦~我知道了。一定是被杜兰德尔传染的吧！	    呜哇...？！杜兰德尔大小姐别揪我头上的绳子啊，那可是我的小辫子...我知道错了...我会认真反思的，只要别把我带回去挂在吊灯上好么？我...怕高...	301901	"[[10005,60]]"
20160122	201601	22	20150122听够了锻神所的故事那么我今天就讲兵社的故事吧~这个兵社正是你和杀器们一切故事的开始......	    勇者哟，你的时代已经到来了！移马！向着击沉兵社所在的小岛...啊不，去兵社修行的目的出发吧！	302001	"[[10005,60]]"
20160123	201601	23	"20150123每次看到花盆怪都很想把它的牙都拔下来...（老实说难道你没有这样的感觉么？）那么今天就聊聊这个大白牙...啊不，花盆怪的八卦~3,2,1走起~"	    哟西，今天的花（cou）盆（zi）怪（shu）八卦到此结束，感觉不够的话欢迎明天继续收听晴天君八卦系列~那么明天要八卦谁呢？这个谜底就留到明天揭晓~（你这家伙真是够了...这么凑字数真的好么？）	302101	"[[10005,60]]"
20160124	201601	24	20150124神马？？你想问蜻蜓切为什么是旗袍娘？这个嘛....还是先说说蜻蜓切的由来吧~	    喂喂，不要流口水啊，现在最重要的是和蜻蜓切培养感情啊喂！不擅长没关系，最重要的是不要惹蜻蜓切，原因嘛...明天告诉你好了~	302201	"[[10005,60]]"
20160125	201601	25	20150125漂酿的长腿...丰满的身材...旗袍娘真是各种美好啊阿鲁~你猜对了，今天就是要聊聊蜻蜓切阿鲁~（晴天君擦口水中...）	    为了更好的讲解蜻蜓切的八卦，今天我特意加了「阿鲁」这个口癖，实际上蜻蜓切本人并不会这么说哟~	302301	"[[10005,60]]"
20160126	201601	26	20150126我接着来告诉你「兵使计划」是什么吧，啊哈，就知道你对这个感兴趣~啥？居然说不感兴趣？？不感兴趣也要装作感兴趣的样子，来配合一下啦~	    一定要好好对待你的杀器啊~当你和杀器之间的羁绊达到顶点后，还能签订终生相伴的兵使契约哟。	302401	"[[10005,60]]"
20160127	201601	27	20150127呀，该聊雪人怪的八卦了啊，说起来雪人怪和晴天君的外形还是有89%的相似呢~都是圆圆的，白白的，还都是那么的可~爱~（重点在于都是光头！所以才会感觉这么亲切~）	    今天的八卦到此结束~呜呜...（哭的稀里哗啦的晴天君被拖走......）但是由于今天的内容过少，晴天君又被拖了回来...恩，既然都到了这个页面就证明今天的八卦真的就这样结束了，还是期待明天的八卦吧~	302501	"[[10005,60]]"
20160128	201601	28	20150128哼哼！不提雪人怪的外表了，这次我们来聊聊雪人怪的兴趣——胡萝卜！（胡萝卜有什么好聊的啊？）胡萝卜的作用可大着呢，点了「查看详情」你才能知道它的妙处~	    啊呜...今天雪人怪的八卦就这样结束了~小朋友们要多吃胡萝卜哟！啊呜~（晴天君咔咔啃胡萝卜中...）雪人怪：把我的鼻子...还！给！我！	302601	"[[10005,60]]"
20160129	201601	29	20150129嘿，就是叫你哟，看你风流倜傥，一表人才，你难道不想知道天丛云的设定是怎么来的么？	    安心洗喽，不会有人偷走你的天丛云的，即使被偷走了结果也还是会回到你身边，她可是个很忠诚的人哟，哈哈...	302701	"[[10005,60]]"
20160130	201601	30	20150130为什么大家都觉得天丛云不可能有八卦呢？这就大错特错了！哼哼！在我八卦大师晴天君的眼皮底下，就算没有八卦我也能翻出来，呃哈哈~（满脸自豪状）	    啊呀？刚才的问题貌似有什么东西乱入了？好啦，今天的天丛云八卦到此结束，感谢观看，感谢捧场~	302801	"[[10005,60]]"
20160131	201601	31	20150131感觉看到舍施尔就会自动脑补可爱的「喵喵」叫啊，看到Q版形象就更是像把她抱起来摸摸脑袋~那么这只可爱的猫猫是怎么来的呢？	    顺便一提，为什么没有尾巴？这怎么能说实话呢？你说对吧...？啊哈哈...明天就来揭露舍施尔的八卦！想了解可爱猫娘八卦的你，一定不要错过哟~	302901	"[[10005,60]]"
20160201	201602	1	20150201嘿！对可爱的小猫舍施尔感兴趣么？那我就告诉你她的小秘密好了！不过这可不能让她知道哟，不然她一定会觉得很羞耻然后躲起来再也不出现在人类面前之类的~	    那只黄色的小猫是...舍施尔？？哇，快把她抱走，她又要扑我了...	303001	"[[10005,60]]"
20160202	201602	2	20150202太阿的设定为什么是机甲娘？这自然和泰阿剑本体有关~喂喂，不要脑补泰阿剑上会长出炮弹来啊，那怎么可能~	    那么，这个帅气又威风的太阿有没有八卦呢？我们明天揭晓~记得来哟	303101	"[[10005,60]]"
20160203	201602	3	20150203今天要八卦的主人公是勤劳的爱撕鸡魔人~（喂喂，你确定没打错字么？？这样教玩家错别字真的没关系么？？）	    好，今天的八卦就这么愉快的结束了~哎？总感觉好像少了点什么...（爱撕鸡魔人：说好的是我的八卦呢...？为什么都在介绍我的周边，我不高兴！）（晴天君：冻狼原来是你的周边么？？）	303201	"[[10005,60]]"
20160204	201602	4	20150204今天要认认真真的八卦爱斯基摩人了，上次只是个失误，啊哈哈...（都怪那只狼抢走了爱斯基摩人的风头~所以这不是晴天君的错~）	    （爱斯基摩人：冻住了！新武器、周边入手！）（科学怪人：化了以后会不会变成新实验品呢？这次给谁喝好呢？）（三日月：稀有食材入手。）（晴天君：我不能挂！我还肩负着吐槽你们的使命...！）	303301	"[[10005,60]]"
20160205	201602	5	20150205啊，美丽的机甲娘，像黑暗中的光芒一样，指引我们的前进方向~这就是女神啊，这就是今天的话题！就让我们来了解一下正义的勇者、刚柔并济的化身——机甲娘太阿！（慷慨激昂~）	    今天的八卦到此结束了，哼哼，怎么会轻易放过太阿呢，下次再见面就告诉你太阿的八卦~	303401	"[[10005,60]]"
20160206	201602	6	20150206上次有太阿在，所以没怎么聊她的八卦（其实更多的是对上次的犒劳耿耿于怀...），那么这次，我就偷偷的告诉你~	    怪力妹子有什么好处呢？当你逞强要把一重物搬起来却失败时，她可以出面帮你打圆场...？？是这样的么？怎么感觉...好像更糗了...	303501	"[[10005,60]]"
20160207	201602	7	20150207郑重其事的告诉你，今天可是晴天君吐槽自己的日子！一辈子大概也许只有这一天！（在吐槽过众人之后，晴天君终于开启了自黑模式...）	    看来晴天君吐槽自己也是很顺利的嘛，接下来晴天君依然会认真的吐槽爱瑞巴地（那是谁？！），下一个吐槽的会是谁呢？敬请期待~	303601	"[[10005,60]]"
20160208	201602	8	20150208说到棠溪，就不得不为她的身世感到惋惜却又佩服她的顽强，为什么这么说呢？好吧，今天的内容就让我来告诉你棠溪的身世吧。	    严肃归严肃，棠溪的八卦可是不能少的~不放过任何一个杀器、小怪的八卦，就是我伟大的晴天君的职责~	303701	"[[10005,60]]"
20160209	201602	9	20150209小怪里面晴天君最喜欢的就是毛茸茸的雪山怪人，没有之一！毛茸茸的就好想抱起来摸一摸~啊，好想变成雪山怪人那样毛茸茸的啊，要是真的变成那样，晴天君会更受欢迎的吧~	    偷偷告诉你，其实雪山怪人的本体是头上那个大白熊帽子，大白熊负责指挥底下的身体进行移动、攻击等，从某种意义上来说，这也是兵器和兵使的关系（别误导啊！以上内容纯属脑补~）？下次要认准了哟！	303801	"[[10005,60]]"
20160210	201602	10	20150210上次聊的是雪山怪人的科普，感觉不过瘾，对吧？我也这么觉得~那么这次就聊聊可爱的雪山怪人的八卦~绝对有趣~	    嘿，我说...你在干什么？？...你怎么专门去惹雪山怪人啊，呜哇，又被当雪球了！要被丢粗去了、要被丢粗去了！啊啊...我~还~不~想~shǐ~	303901	"[[10005,60]]"
20160211	201602	11	20150211某成员B也是个妹子~工作组妹子可是很多的哟！各种类型的都有，性感的、可爱的，姐姐型、萌妹型，知书达理型、贤惠人妻型......想相亲的话欢迎拨打电话...唔唔...唔！（嘴被捂住）	    悄悄告诉你某成员B喜欢的汉子类型是：身高180m以上，五官端正而且炒鸡帅，进可攻退可受，还要有狐狸耳朵，符合以上条件的人快来把她娶回家生一窝小狐狸啊~（根本没有符合条件的好吧！180m真的是够了...）	304001	"[[10005,60]]"
20160212	201602	12	20150212唔啊啊！真是受不了了，今天务必让我吐槽一下棠溪那个hentai宅！纳尼？！你居然还不知道棠溪那家伙的真面目？？哼哼，推倒她你就会一清二楚~不过在此之前我先给你透露一下她的本性吧~啊哈哈哈哈哈哈......	    结果本来是想吐槽棠溪反倒变成了晴天君暴露自己的秘密......那么这样好了，我告诉你棠溪的绰号，你把刚才的忘掉，怎么样？其实啊，棠溪的绰号是——糖稀！！（这个大家早就都知道啦！）	304101	"[[10005,60]]"
20160213	201602	13	20150213小鱼丸~小鱼丸~快来让我好好的吐槽你一下......(ˉ﹃ˉ)一抹多什么的赛高啊~音柔体软易推倒（PS：禁止推亲妹！表妹也不可以！）~要是晴天君也是女孩子就好了啊~啊啊啊~我的一颗少女心要觉醒了啊~	    感觉这次的吐槽力度不够大？呀~没想到你的趣味也是怪内啥的哈......那么等我采集够可以吐槽的素材之后再接着报导~正好小鱼丸就在离这不远的地方，晴天君的跟踪模式，ON！！	304201	"[[10005,60]]"
20160214	201602	14	20150214今天要吐槽的是全民公敌菊一文字！太可恨了！那个狂吃甜点不胖的家伙......让人生气的不仅仅是这一点，她对百奇的热情也是很可恨的，想知道为什么？这怎么能轻易的告诉你呢？对吧~	    只要有百奇，菊一文字就有十足的干劲去做任何事，所以想推倒她就要先从买百奇给她开始~但是切记不要过量！菊一文字吃百奇可是越吃越兴奋、越吃越上瘾的，小心她把你吃穷~	304301	"[[10005,60]]"
20160215	201602	15	20160215今天是个非常特别的日子，因为今天要吐槽的人物是个可爱的男、孩、子~不过在此之前先让你猜猜这个男孩子是谁~提示一：男孩子。提示二：不是女孩子。	    有趣么？哼哼，也不看看是谁的杰作~对，就是我晴天君给莫邪指了一条光明之路~（被暴打中......）现在莫邪自残只是为了割掉身上的死皮而已~（才不是！）好孩子不要学习哟~	304401	"[[10005,60]]"
20160216	201602	16	20160216前不久刚讲过莫邪的小时候，那么这次就一定要讲讲干将的小时候！说到干将晴天君就心跳不已啊~那时候晴天君和干将携手不知道征服了多少条街，不少女性都主动献上贡品（其实是老奶奶给小孩子糖果、零食）......	    于是晴天君在干将心里的地位变成的第二名......（你什么时候在干将心里过......）虽然不甘心，但是看着两个小家伙能在一起搞基（才不是！），晴天君就心甘情愿让位~	304501	"[[10005,60]]"
20160217	201602	17	20160217嘿，快看我~就是旁边的眼睛闪亮亮的晴天娃娃（大眼睛kira kira的看着你~），我就是制作组安排在这里卖萌的晴天君！	    就是这么一回事~通过答题就可以解锁今天的趣闻，答错了还可以重新来过。每天都会有一些新鲜事和好玩的（附，带，吐，槽，的）八卦，期待以后还能和你见面~！	300101	"[[10005,60]]"
20160218	201602	18	20160218今天，我就来告诉你「融灵术」是个什么样的东西吧。啊呀，不要露出这么不屑的神情嘛，当然不是什么长篇大论，而且也不会枯燥乏味，在讲解的同时还随机附送晴天君的吐槽哟~	    提前告诉你，明天要聊的内容是杀器的八卦哟(其实是后天)，如果当天不及时看的话可就没有机会看到了哟~	300201	"[[10005,60]]"
20160219	201602	19	20160219小怪之多，无奇不有。下面就是聊聊呆萌的小混混的八卦时间~（小混混：人家才不呆萌！你别搞错了啊混蛋！你这家伙说话可要小心点儿~我上面可是有大哥罩着呢！）	    喂~那边的小混混，你的假发掉了~快去捡啊~（又一个如晴天君般有光头的人了，捏嘿嘿~）等下...等等等...！假发飞过来了！假发又飞过去了！这假发难道是可操控的？？我貌似发现了什么特大秘密...？	300301	"[[10005,60]]"
20160220	201602	20	20160220晴天君认为三日月是最棒的杀器之一！无论是设定还是成品。为什么这么说呢？想知道的话就去戳「查看详情」吧~	    说了这么多好听的话，那么我们明天就来挖掘一下三日月的八卦吧，前排兜售三日月八卦~记得搬好小板凳、带上爆米花来看戏哟~	300401	"[[10005,60]]"
20160221	201602	21	20160221今天我们来聊聊三日月的八卦吧~呃...其实每次看到三日月总是想读作「三明」（三日月这个名字看多了果然是会错以为自己的眼睛散光到一定程度了吧！），三明小朋友，快来接受晴天君的吐槽八卦吧！	    啊啊，就说这么多，那么拥有三日月的你，请多照顾那个情商白痴啦~	300501	"[[10005,60]]"
20160222	201602	22	20160222三明这个可爱的妹子还真是想让人多吐槽一些啊，今天我来给你讲讲她的爱心料理吧！不想听？嘛，这可是了解三日月的机会啊，推倒三日月，从了解三日月料理做起！	    害怕了？被妹子的黑暗料理吓到怎么可以，所以...这个三日月亲自做的消暑又营养的「多种蔬菜混合雪糕榴莲汤」还是你帮我喝掉吧！白白下次见~~~	300601	"[[10005,60]]"
20160223	201602	23	20160223之前讲完了「融灵术」的来历，那么今天接着讲「融灵术的发展」~你猜融灵术后来怎么样了？不想猜？还是猜猜吧~	    据说每届制霸比赛的人都可以得到一个如花似玉的姑娘~还听说那个谁谁谁家里已经攒了好几个姑娘了~（只是奖杯而已吧......）	300701	"[[10005,60]]"
20160224	201602	24	20160224对线团怪有兴趣？那今天就说说它的八卦吧~内容就是线团怪的日常生活~	    哎？你的手机没电了？那边有一只刚充好电的线团怪，快把它抓过来用~切记平时不要随便使用线团怪哟，它的发出的电力还是不可小觑的~而且如果被发现的话，朗基努斯就会给你做一个全新、超炫的发型~	300801	"[[10005,60]]"
20160225	201602	25	20160225啊啊，你注意到咎瓦尤斯的技能除了补血还有攻击的啊，那么我们就来说说为什么会这样吧~	    被这个萌妹子的开大招状态吓到了？平时的咎瓦尤斯是不具有攻击性的，安心安心~（小声说：除了刚睡醒的时候~）想知道咎瓦尤斯的八卦么？明天记得来哟~	300901	"[[10005,60]]"
20160226	201602	26	20160226说起来咎瓦尤斯就有些犯困啊...呵啊...那么今天咎瓦尤斯八卦就不讲了，让我睡个觉~（猛戳「查看详情」叫晴天君起床~）	    哎？咎瓦尤斯睡着了么？快去叫醒她~呃？好像有点不对劲？忘了说咎瓦尤斯偶尔有起床气，啊啊，居然拿着枕头追着你啊，你快点逃~	301001	"[[10005,60]]"
20160227	201602	27	20160227你知道锻神所是什么么？正如字面意思，是锻造所谓的兵奴的场所，然而这并不是什么圣地，而是利用融灵术实现某些人的野心的地方，今天我就来为你讲解锻神所和兵奴的事情.......	    所以不要因为一群妹子打过来就不忍心下手啊，兵奴可是很强的！不过遇到的是杀器的话当然要收服咯~然后可以开后宫、做些羞羞的事情，之类的~（这句划掉！）	301101	"[[10005,60]]"
20160228	201602	28	20160228千万不要跟我提那个科学怪人...想到他就有阴影...但是肩负着吐槽使命的晴天君是不会轻易被打败的！所以我还是认真说科学怪人的坏话，啊不，认真吐槽科学怪人吧（科学怪人，接受我的吐槽吧，啊哈哈~）！	    感觉...以后的八卦要换别人来吐槽了...呆毛打妹！晴天君还能再战300回合！呕...我、我，我还会继续吐槽的~！	301201	"[[10005,60]]"
20160229	201602	29	20160229下面来讲讲霸气的（假小子）朗基努斯的来历吧~（为何要特意加上假小子？！）	    据说失去朗基努斯的人会发生一些状况哟，所以...快去推倒朗基努斯啊，不过要小心被她散发出的电力电到哟~	301301	"[[10005,60]]"
20160301	201603	1	20160301说到朗基努斯啊，啊哈哈哈哈哈...就要...哈哈哈...先说说她的...发型啊哈哈哈哈哈...想起来就好想笑...哈哈哈...止不住笑了怎么办？啊啊哈哈...	    呜哇！朗基努斯冲过来了！！快掩护我啊，不然我这个可爱的晴天娃娃就要变成黑乎乎的黑炭娃娃了...呜呜呜...我可不想变身啊~我还肩负着八卦的重要任务啊~	301401	"[[10005,60]]"
20160302	201603	2	20160302关于朗基努斯我还有一些她的秘密要告诉你，你可要保密啊，这次可不能再被朗基努斯发现了...呃，保险起见，你还是先发个毒誓吧~	    呃...怎么...突然感受到一股杀气呢...？还有麻麻的感觉...？？呜呜哇啊啊啊...（晴天君被雷击hp降至0，并附带麻痹效果...）	301501	"[[10005,60]]"
20160303	201603	3	20160303今天要讲解的内容是萌萌哒杀器，呆毛，不要着急~在说到杀器之前还要说到兵奴战争...	    据说集齐99位杀器可以召唤第100位史上最强的杀器，颜值和身材都是其他杀器无可比拟的哟~心动了么？激动了么？那就快踏上征服99位杀器的旅途吧！	301601	"[[10005,60]]"
20160304	201603	4	20160304现在开始是吐槽工作组的时间~在这里晴天君将偷偷的揭露一些小秘密给你哟~今天来吐槽一下画师A~（想知道画师A的三围就要交出你的胖次！）	    呜哇，还真是辛苦啊...那么画师A，接下来要继续努力（不被吐槽）啦~(被吐槽的汉子：你能发现哪一个是我么？仔细找找就知道我是谁啦~)	301701	"[[10005,60]]"
20160305	201603	5	20160305啊哈哈...现在是谈论傲娇大小姐杜兰德尔的时间~傲娇的家伙也是很多趣味的哟~	    一定要善待这位不坦诚的大小姐哟！在明天的八卦中，我会告诉你杜兰德尔的一些小秘密，错过了就再也看不到咯~	301801	"[[10005,60]]"
20160306	201603	6	20160306晴天君才不要告诉你今天讲杜兰德尔的八卦呢，既然你这么恳求我，我就勉为其难的告诉你好了。哎呀呀，我的语气为什么变的这么傲娇呢？哦~我知道了。一定是被杜兰德尔传染的吧！	    呜哇...？！杜兰德尔大小姐别揪我头上的绳子啊，那可是我的小辫子...我知道错了...我会认真反思的，只要别把我带回去挂在吊灯上好么？我...怕高...	301901	"[[10005,60]]"
20160307	201603	7	20160307听够了锻神所的故事那么我今天就讲兵社的故事吧~这个兵社正是你和杀器们一切故事的开始......	    勇者哟，你的时代已经到来了！移马！向着击沉兵社所在的小岛...啊不，去兵社修行的目的出发吧！	302001	"[[10005,60]]"
20160308	201603	8	"20160308每次看到花盆怪都很想把它的牙都拔下来...（老实说难道你没有这样的感觉么？）那么今天就聊聊这个大白牙...啊不，花盆怪的八卦~3,2,1走起~"	    哟西，今天的花（cou）盆（zi）怪（shu）八卦到此结束，感觉不够的话欢迎明天继续收听晴天君八卦系列~那么明天要八卦谁呢？这个谜底就留到明天揭晓~（你这家伙真是够了...这么凑字数真的好么？）	302101	"[[10005,60]]"
20160309	201603	9	20160309神马？？你想问蜻蜓切为什么是旗袍娘？这个嘛....还是先说说蜻蜓切的由来吧~	    喂喂，不要流口水啊，现在最重要的是和蜻蜓切培养感情啊喂！不擅长没关系，最重要的是不要惹蜻蜓切，原因嘛...明天告诉你好了~	302201	"[[10005,60]]"
20160310	201603	10	20160310漂酿的长腿...丰满的身材...旗袍娘真是各种美好啊阿鲁~你猜对了，今天就是要聊聊蜻蜓切阿鲁~（晴天君擦口水中...）	    为了更好的讲解蜻蜓切的八卦，今天我特意加了「阿鲁」这个口癖，实际上蜻蜓切本人并不会这么说哟~	302301	"[[10005,60]]"
20160311	201603	11	20160311我接着来告诉你「兵使计划」是什么吧，啊哈，就知道你对这个感兴趣~啥？居然说不感兴趣？？不感兴趣也要装作感兴趣的样子，来配合一下啦~	    一定要好好对待你的杀器啊~当你和杀器之间的羁绊达到顶点后，还能签订终生相伴的兵使契约哟。	302401	"[[10005,60]]"
20160312	201603	12	20160312呀，该聊雪人怪的八卦了啊，说起来雪人怪和晴天君的外形还是有89%的相似呢~都是圆圆的，白白的，还都是那么的可~爱~（重点在于都是光头！所以才会感觉这么亲切~）	    今天的八卦到此结束~呜呜...（哭的稀里哗啦的晴天君被拖走......）但是由于今天的内容过少，晴天君又被拖了回来...恩，既然都到了这个页面就证明今天的八卦真的就这样结束了，还是期待明天的八卦吧~	302501	"[[10005,60]]"
20160313	201603	13	20160313哼哼！不提雪人怪的外表了，这次我们来聊聊雪人怪的兴趣——胡萝卜！（胡萝卜有什么好聊的啊？）胡萝卜的作用可大着呢，点了「查看详情」你才能知道它的妙处~	    啊呜...今天雪人怪的八卦就这样结束了~小朋友们要多吃胡萝卜哟！啊呜~（晴天君咔咔啃胡萝卜中...）雪人怪：把我的鼻子...还！给！我！	302601	"[[10005,60]]"
20160314	201603	14	20160314嘿，就是叫你哟，看你风流倜傥，一表人才，你难道不想知道天丛云的设定是怎么来的么？	    安心洗喽，不会有人偷走你的天丛云的，即使被偷走了结果也还是会回到你身边，她可是个很忠诚的人哟，哈哈...	302701	"[[10005,60]]"
20160315	201603	15	20160315为什么大家都觉得天丛云不可能有八卦呢？这就大错特错了！哼哼！在我八卦大师晴天君的眼皮底下，就算没有八卦我也能翻出来，呃哈哈~（满脸自豪状）	    啊呀？刚才的问题貌似有什么东西乱入了？好啦，今天的天丛云八卦到此结束，感谢观看，感谢捧场~	302801	"[[10005,60]]"
20160316	201603	16	20160316感觉看到舍施尔就会自动脑补可爱的「喵喵」叫啊，看到Q版形象就更是像把她抱起来摸摸脑袋~那么这只可爱的猫猫是怎么来的呢？	    顺便一提，为什么没有尾巴？这怎么能说实话呢？你说对吧...？啊哈哈...明天就来揭露舍施尔的八卦！想了解可爱猫娘八卦的你，一定不要错过哟~	302901	"[[10005,60]]"
20160317	201603	17	20160317嘿！对可爱的小猫舍施尔感兴趣么？那我就告诉你她的小秘密好了！不过这可不能让她知道哟，不然她一定会觉得很羞耻然后躲起来再也不出现在人类面前之类的~	    那只黄色的小猫是...舍施尔？？哇，快把她抱走，她又要扑我了...	303001	"[[10005,60]]"
20160318	201603	18	20160318太阿的设定为什么是机甲娘？这自然和泰阿剑本体有关~喂喂，不要脑补泰阿剑上会长出炮弹来啊，那怎么可能~	    那么，这个帅气又威风的太阿有没有八卦呢？我们明天揭晓~记得来哟	303101	"[[10005,60]]"
20160319	201603	19	20160319今天要八卦的主人公是勤劳的爱撕鸡魔人~（喂喂，你确定没打错字么？？这样教玩家错别字真的没关系么？？）	    好，今天的八卦就这么愉快的结束了~哎？总感觉好像少了点什么...（爱撕鸡魔人：说好的是我的八卦呢...？为什么都在介绍我的周边，我不高兴！）（晴天君：冻狼原来是你的周边么？？）	303201	"[[10005,60]]"
