number	string	number	string	string	string	string	number	number	number	string	number	number	string	number	string	number	number	number
682	682	1	Buff_204_cast			怒气+20	19	10	1	20	0	0	0	0	0	1	1	5
683	683	1	Buff_204_cast			怒气+8	19	10	1	8	0	0	0	0	0	1	1	5
684	684	1	Buff_204_cast			怒气+10	19	10	1	10	0	0	0	0	0	1	1	5
685	685	2				伤害	27	5	0	-0.25-%d*0.0025	0	0	0	0	0	1	1	5
686	686	2				伤害	27	5	0	-0.25-%d*0.0025	0	0	0	0	0	1	1	5
687	687	1	Buff_104_cast			技防+	5	4	0	0.02+%d*0.0002	0	0	0	0	0	1	30	20
688	688	1	Buff_104_cast			技防+	5	4	0	0.02+%d*0.0002	0	0	0	0	0	1	30	20
689	689	3		Buff_505_fire		驱散	25	0	0	0	0	0	0	14	0	1	1	1
690	690	3		Buff_505_fire		驱散	25	0	0	0	0	0	0	14	0	1	1	1
691	691	1				加血	4	5	0	0.04+%d*0.0004	0	0	0	0	0	5	5	5
692	692	1				加血	4	5	0	0.04+%d*0.0004	0	0	0	0	0	5	5	5
693	693	1	Buff_307_cast			无抗+	17	0	0	0	0	0	0	100	-0.2	1	30	1
694	694	1	Buff_307_cast			无抗+	17	0	0	0	0	0	0	100	-0.3	1	30	1
695	695	1				加血	4	5	0	0.1	0	0	0	0	0	1	1	5
696	696	1				加血	4	5	0	0.1	0	0	0	0	0	1	1	5
697	697	1				加血	4	5	0	0.15+%d*0.001	0	0	0	0	0	1	1	5
698	698	1				加血	4	5	0	0.2+%d*0.001	0	0	0	0	0	1	1	5
699	699	1				治疗效果+	18	0	0	0	0	0	0	16	0.1+%d*0.001	1	999	1
700	700	1				治疗效果+	18	0	0	0	0	0	0	16	0.15+%d*0.001	1	999	1
701	701	1	Buff_103_cast			技攻+	14	2	0	0.02+%d*0.0005	0	0	0	0	0	1	20	5
702	702	1	Buff_103_cast			技攻+	14	2	0	0.04+%d*0.0005	0	0	0	0	0	1	20	5
703	703	2	Buff_108_cast			防御-0.15-10	1	3	0	-0.15	0	0	0	0	0	1	10	2
704	704	2	Buff_108_cast			防御-0.25-20	1	3	0	-0.25	0	0	0	0	0	1	20	2
705	705	2	Buff_108_cast			防御-0.25-15	1	3	0	-0.25	0	0	0	0	0	1	15	1
706	706	2	Buff_108_cast			防御-0.35-15	1	3	0	-0.35	0	0	0	0	0	1	15	1
707	707	3	Buff_101_cast			攻击+	9	1	0	0.35+%d*0.0025	0	0	0	0	0	1	999	1
708	708	3	Buff_101_cast			攻击+	9	1	0	0.35+%d*0.0025	0	0	0	0	0	1	999	1
709	709	3				加血	4	5	0	1+0.01*%d	0	0	0	0	0	125	999	1
710	710	3				加血	4	5	0	1+0.01*%d	0	0	0	0	0	125	999	1
711	711	1	Buff_101_cast			攻击+	9	1	0	0.35+%d*0.005	0	0	0	0	0	1	10	1
712	712	1	Buff_101_cast			攻击+	9	1	0	0.35+%d*0.005	0	0	0	0	0	1	15	1
713	713	1	Buff_201_cast			暴击+	11	6	0	0.35+%d*0.005	0	0	0	0	0	1	10	1
714	714	1	Buff_201_cast			暴击+	11	6	0	0.35+%d*0.005	0	0	0	0	0	1	15	1
715	715	1	Buff_202_cast			闪避+	28	8	0	0.35+%d*0.005	0	0	0	0	0	1	10	1
716	716	1	Buff_202_cast			闪避+	28	8	0	0.35+%d*0.005	0	0	0	0	0	1	15	1
717	717	3				吸血	13	0	0	0	0	0	0	10	0.4	1	15	1
718	718	2	Buff_112_cast			双防-	1	3	0	-0.1	4	0	-0.1	0	0	1	60	3
719	719	2	Buff_112_cast			双防-	1	3	0	-0.15	4	0	-0.15	0	0	1	60	3
720	720	1				治疗效果+	18	0	0	0	0	0	0	16	1.5	1	999	1
721	721	3				反伤	32	0	0	0	0	0	0	17	0.15+%d*0.004	1	999	1
722	722	3				反伤	32	0	0	0	0	0	0	17	0.20+%d*0.004	1	999	1
723	723	3	Buff_101_cast			攻击+	9	1	0	0.03+%d*0.001	0	0	0	0	0	167	999	1
724	724	3	Buff_101_cast			攻击+	9	1	0	0.03+%d*0.001	0	0	0	0	0	167	999	1
725	725	3	Buff_102_cast			防御+	1	3	0	0.1	0	0	0	0	0	1	999	1
726	726	3	Buff_102_cast			防御+	1	3	0	0.1	0	0	0	0	0	1	999	1
727	727	2	Buff_110_cast			技防-	5	4	0	-0.1	0	0	0	0	0	1	15	2
728	728	2	Buff_110_cast			技防-	5	4	0	-0.2	0	0	0	0	0	1	15	2
729	729	1	Buff_307_cast			无抗+	17	0	0	0	0	0	0	100	-0.03-%d*0.001	1	20	3
730	730	1	Buff_307_cast			无抗+	17	0	0	0	0	0	0	100	-0.03-%d*0.001	1	20	5
731	731	1	Buff_308_cast			风抗+	17	0	0	0	0	0	0	101	-0.03-%d*0.001	1	20	3
732	732	1	Buff_308_cast			风抗+	17	0	0	0	0	0	0	101	-0.03-%d*0.001	1	20	5
733	733	1	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	-0.03-%d*0.001	1	20	3
734	734	1	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	-0.03-%d*0.001	1	20	5
735	735	1	Buff_305_cast			水抗+	17	0	0	0	0	0	0	103	-0.03-%d*0.001	1	20	3
736	736	1	Buff_305_cast			水抗+	17	0	0	0	0	0	0	103	-0.03-%d*0.001	1	20	5
737	737	1	Buff_101_cast			物攻+	9	1	0	0.1+%d*0.002	0	0	0	0	0	1	999	1
738	738	1	Buff_101_cast			物攻+	9	1	0	0.1+%d*0.002	0	0	0	0	0	1	999	1
739	739	1	Buff_103_cast			技攻+	14	2	0	0.1+%d*0.002	0	0	0	0	0	1	999	1
740	740	3	Buff_103_cast			技攻+	14	2	0	0.1+%d*0.002	0	0	0	0	0	1	999	1
741	741	2				伤害	27	5	0	-0.3-%d*0.003	0	0	0	0	0	1	1	5
742	742	2				伤害	27	5	0	-0.3-%d*0.003	0	0	0	0	0	1	1	5
743	743	2	Buff_112_cast			双防-	1	3	0	-0.2	4	0	-0.2	0	0	1	20	2
744	744	2	Buff_112_cast			双防-	1	3	0	-0.2	4	0	-0.2	0	0	1	20	2
745	745	2	Buff_209_cast			不得怒气	24	0	0	0	0	0	0	11	0	1	3	5
746	746	2	Buff_209_cast			不得怒气	24	0	0	0	0	0	0	11	0	1	3	5
747	747	1	Buff_106_cast			双防+	1	3	0	1+%d*0.002	4	0	1+%d*0.002	0	0	1	5	1
748	748	1	Buff_106_cast			双防+	1	3	0	1+%d*0.002	4	0	1+%d*0.002	0	0	1	7	1
749	749	3				回血	4	5	0	3+0.03*%d	0	0	0	0	0	1	1	5
750	750	3				回血	4	5	0	3+0.03*%d	0	0	0	0	0	1	1	5
751	751	2	Buff_111_cast			双攻-	9	1	0	-0.1	2	0	-0.1	0	0	1	10	3
752	752	2	Buff_111_cast			双攻-	9	1	0	-0.15	2	0	-0.15	0	0	1	10	3
753	753	1	Buff_201_cast			暴击+	11	6	0	0.1	0	0	0	0	0	1	8	1
754	754	1	Buff_201_cast			暴击+	11	6	0	0.15	0	0	0	0	0	1	8	1
755	755	1	Buff_102_cast			防御+	1	3	0	0.03	0	0	0	0	0	1	5	3
756	756	1	Buff_106_cast			双防+	1	3	0	0.03	4	0	0.03	0	0	1	5	3
757	757	3				吸血	13	0	0	0	0	0	0	10	0.15+%d*0.0015	1	999	1
758	758	3				吸血	13	0	0	0	0	0	0	10	0.25+%d*0.0015	1	999	1
759	759	3				回血	4	5	0	0.4+%d*0.0045	0	0	0	0	0	1	1	5
760	760	3				回血	4	5	0	0.5+%d*0.0045	0	0	0	0	0	1	1	5
761	761	1	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	0.05	1	12	3
762	762	1	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	0.05	1	12	3
763	763	1	Buff_308_cast			风抗+	17	0	0	0	0	0	0	101	0.05	1	12	3
764	764	1	Buff_307_cast			无抗+	17	0	0	0	0	0	0	100	0.05	1	12	3
765	765	2		Buff_518_fire		沉默	15	0	0	0	0	0	0	8	0	1	2	5
766	766	2		Buff_513_fire		混乱	3	0	0	0	0	0	0	7	0	1	4	5
767	767	1				加血	18	0	0	0	0	0	0	16	0.02+%d*0.0005	1	10	20
768	768	1				加血	18	0	0	0	0	0	0	16	0.025+%d*0.0005	1	10	20
769	769	1	Buff_106_cast			双防+	1	3	0	0.03+%d*0.001	0	0	0	0	0	1	20	5
770	770	1	Buff_103_cast			技攻+	14	2	0	0.03+%d*0.001	0	0	0	0	0	1	20	5
771	771	2		Buff_518_fire		沉默	15	0	0	0	0	0	0	8	0	1	2	5
772	772	2	Buff_107_cast			物攻-0.15	9	1	0	-0.15	0	0	0	0	0	1	8	1
773	773	2				治疗效果-0.5	18	0	0	0	0	0	0	16	-0.5	1	12	1
774	774	2				治疗效果-0.5	18	0	0	0	0	0	0	16	-0.5	1	15	1
775	775	1	Buff_103_cast			技攻+	14	2	0	0.03+%d*0.001	0	0	0	0	0	1	30	10
776	776	1	Buff_103_cast			技攻+	14	2	0	0.05+%d*0.001	0	0	0	0	0	1	30	10
777	777	2	Buff_112_cast			双防-	1	3	0	-0.02	4	0	-0.02	0	0	1	30	10
778	778	2	Buff_112_cast			双防-	1	3	0	-0.02	4	0	-0.02	0	0	1	30	10
779	779	3	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.08+%d*0.0005	1	999	5
780	780	3	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.12+%d*0.0005	1	999	5
781	781	2	Buff_314_cast			火抗-	17	0	0	0	0	0	0	102	0.1	1	15	1
782	782	2	Buff_314_cast			火抗-	17	0	0	0	0	0	0	102	0.1	1	15	1
783	783	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.08+%d*0.0005	1	999	5
784	784	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.12+%d*0.0005	1	999	5
785	785	1	Buff_204_cast			怒气+	19	10	1	15+%d*1	0	0	0	0	0	1	1	5
786	786	1	Buff_204_cast			怒气+	19	10	1	15+%d*1	0	0	0	0	0	1	1	5
787	787	2		Buff_503_fire		眩晕2	8	0	0	0	0	0	0	2	0	1	2	5
788	788	2		Buff_503_fire		眩晕3	8	0	0	0	0	0	0	2	0	1	3	5
789	789	1	Buff_104_cast			技防+	5	4	0	0.05+%d*0.0005	0	0	0	0	0	1	999	5
790	790	1	Buff_104_cast			"技防+,回血"	5	4	0	0.05+%d*0.0005	5	0	0.2+%d*0.0002	0	0	1	999	5
791	791	1	Buff_106_cast			双防+	1	3	0	0.6+%d*0.01	4	0	0.6+%d*0.01	0	0	1	3	1
792	792	1	Buff_106_cast			双防+	1	3	0	0.6+%d*0.01	4	0	0.6+%d*0.01	0	0	1	3	1
793	793	2		Buff_519_fire		中毒	27	5	0	-0.16-%d*0.0006	0	0	0	0	0	6	12	2
794	794	2		Buff_519_fire		中毒	27	5	0	-0.16-%d*0.0006	0	0	0	0	0	6	12	3
795	795	2	Buff_109_cast			技攻-	14	2	0	-0.02	0	0	0	0	0	1	999	5
796	796	2	Buff_109_cast			技攻-	14	2	0	-0.02	0	0	0	0	0	1	999	5
797	797	1	Buff_105_cast			双攻+	22	1	0	0.06+0.0005*%d	2	0	0.06+0.0005*%d	0	0	1	999	5
798	798	1	Buff_105_cast			双攻+	22	1	0	0.1+0.0005*%d	2	0	0.1+0.0005*%d	0	0	1	999	5
799	799	2	Buff_108_cast			物防-	1	3	0	-0.25	0	0	0	0	0	1	3	5
800	800	2	Buff_108_cast			物防-	1	3	0	-0.25	0	0	0	0	0	1	3	5
801	801	3		Buff_504_fire		净化	31	0	0	0	0	0	0	13	0	1	1	1
802	802	3		Buff_504_fire		净化	31	0	0	0	0	0	0	13	0	1	1	1
803	803	2	Buff_209_cast			怒气-	19	10	1	-50	0	0	0	0	0	1	1	5
804	804	2	Buff_209_cast			怒气-	19	10	1	-35	0	0	0	0	0	1	1	5
805	805	1	Buff_106_cast			双防+	5	3	0	0.02+0.001*%d	4	0	0.02+0.001*%d	0	0	1	999	5
806	806	1	Buff_106_cast			双防+	5	3	0	0.03+0.001*%d	4	0	0.03+0.001*%d	0	0	1	999	5
807	807	1	Buff_102_cast			物防+	1	3	0	0.1+0.001*%d	0	0	0	0	0	1	10	2
808	808	1	Buff_102_cast			物防+	1	3	0	0.1+0.001*%d	0	0	0	0	0	1	10	4
809	809	1				治疗效果	18	0	0	0	0	0	0	16	0.3+0.008*%d	1	10	2
810	810	1				治疗效果	18	0	0	0	0	0	0	16	0.3+0.008*%d	1	10	4
811	811	3	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	0.3+0.001*%d	1	10	1
812	812	3	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	0.4+0.001*%d	1	10	1
813	813	1				回血	4	5	0	0.7+0.003*%d	0	0	0	0	0	1	999	1
814	814	1				回血	4	5	0	0.8+0.003*%d	0	0	0	0	0	1	50	1
815	815	1	Buff_203_cast			免伤+	30	12	1	0.5+0.004*%d	0	0	0	0	0	1	3	1
816	816	1	Buff_203_cast			免伤+	30	12	1	0.6+0.004*%d	0	0	0	0	0	1	3	1
817	817	3	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	0.1+0.001*%d	1	999	1
818	818	3	Buff_306_cast			火抗+	17	0	0	0	0	0	0	102	0.15+0.001*%d	1	50	1
819	819	2	Buff_112_cast			双防-0.2	1	3	0	-0.2	4	0	-0.2	0	0	1	10	1
820	820	2	Buff_112_cast			双防-0.3	1	3	0	-0.3	4	0	-0.3	0	0	1	10	1
821	821	2				治疗效果-0.5	18	0	0	0	0	0	0	16	-0.5	1	20	1
822	822	2				治疗效果-1	18	0	0	0	0	0	0	16	-1	1	20	1
823	823	2	Buff_112_cast			双防-0.05	1	3	0	-0.05	4	0	-0.05	0	0	1	60	5
824	824	1	Buff_105_cast			双攻+	22	1	0	0.05+0.003*%d	2	0	0.05+0.003*%d	0	0	1	60	5
825	825	1	Buff_105_cast			双攻+	22	1	0	0.08+0.003*%d	2	0	0.08+0.003*%d	0	0	1	60	5
826	826	1				治疗效果+	18	0	0	0	0	0	0	16	0.1+0.0016*%d	1	999	5
827	827	1				治疗效果+	18	0	0	0	0	0	0	16	0.14+0.0023*%d	1	999	5
828	828	2	Buff_112_cast			双防-0.1	1	3	0	-0.1-%d*0.0005	4	0	-0.1-%d*0.0005	0	0	1	20	2
829	829	2	Buff_112_cast			双防-0.15	1	3	0	-0.15-%d*0.0005	4	0	-0.15-%d*0.0005	0	0	1	20	2
830	830	3				吸血	13	0	0	0	0	0	0	10	0.2+%d*0.002	1	999	1
831	831	3				回血	4	5	0	0.25+%d*0.0025	0	0	0	0	0	1	1	5
832	832	1	Buff_104_cast			技防+0.1	1	4	0	0.1	0	0	0	0	0	1	3	1
833	833	2	Buff_209_cast			不得怒气	24	0	0	0	0	0	0	11	0	1	3	5
834	834	2	Buff_209_cast			不得怒气	24	0	0	0	0	0	0	11	0	1	5	5
835	835	3				伤害	27	5	0	-0.6-%d*0.006	0	0	0	0	0	1	1	5
836	836	3	Buff_304_cast			水系伤害+0.1	6	0	0	0	0	0	0	203	0.1	1	15	5
837	837	1	Buff_101_cast			提升普通攻击力	9	1	0	0.05+0.0008*%d	0	0	0	0	0	1	50	5
838	838	1	Buff_101_cast			提升普通攻击力	9	1	0	0.06+0.0008*%d	0	0	0	0	0	1	50	5
839	839	1	Buff_102_cast			提升防御	5	3	0	0.08+0.002*%d	0	0	0	0	0	1	10	2
840	840	1	Buff_102_cast			提升防御	5	3	0	0.12+0.002*%d	0	0	0	0	0	1	10	2
841	841	1	Buff_101_cast			普通攻击力+0.4	9	1	0	0.4	0	0	0	0	0	1	1.5	1
842	842	1	Buff_101_cast			普通攻击力+0.6	9	1	0	0.6	0	0	0	0	0	1	1.5	1
843	843	2	Buff_107_cast			攻击-0.08	9	1	0	-0.08	0	0	0	0	0	1	15	1
844	844	2	Buff_107_cast			攻击-0.12	9	1	0	-0.12	0	0	0	0	0	1	15	1
845	845	1	Buff_104_cast			技防+0.05	1	4	0	0.05	0	0	0	0	0	1	6	2
846	846	1	Buff_104_cast			技防+0.08	1	4	0	0.08	0	0	0	0	0	1	6	2
847	847	1	Buff_201_cast			暴击提升	11	6	1	10+0.5*%d	0	0	0	0	0	1	20	3
848	848	1	Buff_105_cast			提升双攻	22	1	0	0.1+0.0015*%d	2	0	0.1+0.0015*%d	0	0	1	999	1
849	849	1				回血	4	5	0	0.2+0.0025*%d	0	0	0	0	0	3	3	2
850	850	1				回血	4	5	0	0.2+0.0025*%d	0	0	0	0	0	3	3	2
851	851	1	Buff_105_cast			双攻+	9	1	0	0.05	2	0	0.05	0	0	3	3	2
852	852	1	Buff_105_cast			双攻+	9	1	0	0.08	2	0	0.08	0	0	3	3	2
853	853	3		Buff_504_fire		净化	31	0	0	0	0	0	0	13	0	1	1	1
854	854	3		Buff_504_fire		净化	31	0	0	0	0	0	0	13	0	1	1	1
855	855	1	Buff_105_cast			双攻+	9	1	0	0.05	2	0	0.05	0	0	1	20	1
856	856	1	Buff_105_cast			双攻+	9	1	0	0.08	2	0	0.08	0	0	1	20	1
857	857	1				回血	4	5	0	0.1+0.001*%d	0	0	0	0	0	1	1	5
858	858	1				回血	4	5	0	0.1+0.001*%d	0	0	0	0	0	1	1	5
859	859	1	Buff_104_cast			技防+	1	4	0	0.02	0	0	0	0	0	1	20	5
860	860	1	Buff_104_cast			技防+	1	4	0	0.02	0	0	0	0	0	1	20	5
861	861	1	Buff_104_cast			技防+	1	4	0	0.01+0.0004*%d	0	0	0	0	0	1	20	3
862	862	1	Buff_104_cast			技防+	1	4	0	0.01+0.0004*%d	0	0	0	0	0	1	20	3
863	863	3				吸血	13	0	0	0	0	0	0	10	0.08+0.001*%d	1	999	5
864	864	3				吸血	13	0	0	0	0	0	0	10	0.12+0.001*%d	1	999	5
865	865	1	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.08	1	999	5
866	866	1	Buff_302_cast			无系伤害+	6	0	0	0	0	0	0	200	0.12	1	999	5
867	867	2	Buff_314_cast			火抗-	17	0	0	0	0	0	0	102	0.1	1	10	1
868	868	2	Buff_314_cast			火抗-	17	0	0	0	0	0	0	102	0.15	1	10	1
869	869	2	Buff_112_cast			双防-	1	3	0	-0.1	4	0	-0.1	0	0	1	5	3
870	870	2	Buff_112_cast			双防-	1	3	0	-0.15	4	0	-0.15	0	0	1	5	3
871	871	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.05+0.0015*%d	1	999	5
872	872	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.08+0.0015*%d	1	999	5
873	873	2		Buff_503_fire		眩晕	8	0	0	0	0	0	0	2	0	1	2	5
874	874	2		Buff_503_fire		眩晕	8	0	0	0	0	0	0	2	0	1	2	5
875	875	3				回血	4	5	0	0.25+0.006*%d	0	0	0	0	0	1	1	5
876	876	1	Buff_104_cast			技防+	5	4	0	0.1	0	0	0	0	0	1	15	1
877	877	1				反伤	32	0	0	0	0	0	0	17	0.8	1	5	1
878	878	1				反伤	32	0	0	0	0	0	0	17	1.2	1	5	1
879	879	2	Buff_110_cast			减技防	5	4	0	-0.08	0	0	0	0	0	1	10	2
880	880	1	Buff_104_cast			技防+	5	4	0	0.02+0.0003*%d	0	0	0	0	0	1	10	2
881	881	1	Buff_104_cast			技防+	5	4	0	0.02+0.0003*%d	0	0	0	0	0	1	10	3
882	882	3				回血	4	5	0	0.3+0.01*%d	0	0	0	0	0	1	1	5
883	883	3				伤害	27	5	0	-0.2-%d*0.0015	0	0	0	0	0	1	1	5
884	884	3				伤害	27	5	0	-0.2-%d*0.0015	0	0	0	0	0	1	1	5
885	885	2		Buff_518_fire		沉默6s	15	0	0	0	0	0	0	8	0	1	6	5
886	886	2		Buff_518_fire		沉默10s	15	0	0	0	0	0	0	8	0	1	10	5
887	887	3				治疗效果5+0.2	18	0	0	0	0	0	0	16	0.05+0.002*%d	1	999	1
888	888	3				治疗效果12+0.2	18	0	0	0	0	0	0	16	0.12+0.002*%d	1	999	1
889	889	3	Buff_203_cast			免伤4+0.1	30	12	1	0.04+0.001*%d	0	0	0	0	0	1	999	1
890	890	3	Buff_203_cast			免伤10+0.1	30	12	1	0.1+0.001*%d	0	0	0	0	0	1	999	1
891	891	1	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.08	1	10	1
892	892	1	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.15	1	10	1
893	893	2	Buff_110_cast			技防-	5	4	0	-0.06	0	0	0	0	0	1	20	1
894	894	2	Buff_110_cast			技防-	5	4	0	-0.12	0	0	0	0	0	1	20	1
895	895	1	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.05	1	5	1
896	896	1	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.08	1	5	1
897	897	3	Buff_101_cast			攻击+	9	1	0	0.05+%d*0.0005	0	0	0	0	0	1	999	1
898	898	3	Buff_101_cast			攻击+	9	1	0	0.08+%d*0.0005	0	0	0	0	0	1	999	1
899	899	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.1+0.0005*%d	1	999	1
900	900	3	Buff_303_cast			火系伤害+	6	0	0	0	0	0	0	202	0.14+0.0005*%d	1	999	1
901	901	2	Buff_313_cast			降水抗0.1	17	0	0	0	0	0	0	103	0.1	1	20	1
902	902	2	Buff_313_cast			降水抗0.15	17	0	0	0	0	0	0	103	0.15	1	20	1
903	903	2	Buff_107_cast			降攻击0.05	9	1	0	-0.05	0	0	0	0	0	1	6	2
904	904	2	Buff_107_cast			降攻击0.08	9	1	0	-0.08	0	0	0	0	0	1	6	2
905	905	3	Buff_102_cast			提升防御0.04+0.00045	5	3	0	0.04+0.00045*%d	0	0	0	0	0	1	999	1
906	906	3	Buff_102_cast			提升防御0.06+0.00045	5	3	0	0.06+0.00045*%d	0	0	0	0	0	1	999	1
907	907	1	Buff_101_cast			提升攻击0.005+0.0001	9	1	0	0.005+%d*0.0001	0	0	0	0	0	1	5	8
908	908	1	Buff_105_cast			提升双攻0.005+0.0001	9	1	0	0.005+%d*0.0001	2	0	0.005+%d*0.0001	0	0	1	5	8
909	909	2	Buff_312_cast			水伤-	6	0	0	0	0	0	0	203	0.08	1	15	2
910	910	2	Buff_312_cast			水伤-	6	0	0	0	0	0	0	203	0.12	1	15	2
911	911	2	Buff_110_cast			技防-	5	4	0	-0.1	0	0	0	0	0	1	5	1
912	912	2	Buff_110_cast			技防-	5	4	0	-0.15	0	0	0	0	0	1	5	1
913	913	2	Buff_110_cast			技防-	5	4	0	-0.05	0	0	0	0	0	1	3	2
914	914	3	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.06+0.0015*%d	1	999	1
915	915	3	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.1+0.0015*%d	1	999	1
916	916	1	Buff_308_cast			风抗+	17	0	0	0	0	0	0	101	-0.03-%d*0.0005	1	999	5
917	917	1	Buff_308_cast			风抗+	17	0	0	0	0	0	0	101	-0.03-%d*0.0005	1	999	5
918	918	1	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.03+0.0005*%d	1	999	5
919	919	1	Buff_301_cast			风伤+	6	0	0	0	0	0	0	201	0.03+0.0005*%d	1	999	5
920	920	2		Buff_513_fire		混乱5s	3	0	0	0	0	0	0	7	0	1	5	5
921	921	2		Buff_513_fire		混乱5s	3	0	0	0	0	0	0	7	0	1	5	5
922	922	2	Buff_309_cast			风伤-0.08、10s、2次	6	0	0	0	0	0	0	201	-0.08	1	10	2
923	923	2	Buff_309_cast			风伤-0.12、10s、2次	6	0	0	0	0	0	0	201	-0.12	1	10	2
924	924	1	Buff_103_cast			技攻+0.05、10s	14	2	0	0.05	0	0	0	0	0	1	10	1
925	925	1	Buff_103_cast			技攻+0.08、10s	14	2	0	0.08	0	0	0	0	0	1	10	1
926	926	3	Buff_104_cast			技防+0.04（0.00045）	5	4	0	0.04+0.00045*%d	0	0	0	0	0	1	999	1
927	927	3	Buff_104_cast			技防+0.06（0.00045）	5	4	0	0.06+0.00045*%d	0	0	0	0	0	1	999	1
928	928	2	Buff_110_cast			技防-0.04（0.0004）、8s、5次	5	4	0	-0.04-0.0004*%d	0	0	0	0	0	1	8	5
929	929	2	Buff_110_cast			技防-0.04（0.0004）、8s、5次	5	4	0	-0.04-0.0004*%d	0	0	0	0	0	1	8	5
930	930	1	Buff_301_cast			风伤+0.06	6	0	0	0	0	0	0	201	0.06	1	10	1
931	931	1	Buff_301_cast			风伤+0.1	6	0	0	0	0	0	0	201	0.1	1	10	1
932	932	2				治疗效果-0.3	18	0	0	0	0	0	0	16	-0.3	1	10	1
933	933	2				治疗效果-0.5	18	0	0	0	0	0	0	16	-0.5	1	10	1
934	934	2				伤害0.15+0.0005	27	5	0	-0.15-%d*0.0005	0	0	0	0	0	1	1	5
935	935	2				伤害0.15+0.0005	27	5	0	-0.15-%d*0.0005	0	0	0	0	0	1	1	5
936	936	2	Buff_110_cast			技防-0.04-0.00025	5	4	0	-0.04-%d*0.00025	0	0	0	0	0	1	30	3
937	937	2	Buff_110_cast			技防-0.04-0.00025	5	4	0	-0.04-%d*0.00025	0	0	0	0	0	1	30	3
938	938	2	Buff_112_cast			双防-0.2	1	3	0	-0.2	4	0	-0.2	0	0	1	10	1
939	939	2	Buff_112_cast			双防-0.2	1	3	0	-0.2	4	0	-0.2	0	0	1	10	1
940	940	3				治疗效果-1	18	0	0	0	0	0	0	16	-1	1	10	1
941	941	3				治疗效果-0.8	18	0	0	0	0	0	0	16	-0.8	1	10	1
942	942	2		Buff_520_fire		10s燃烧	27	5	0	-0.08-%d*0.0005	0	0	0	0	0	10	10	1
943	943	2		Buff_520_fire		10s燃烧	27	5	0	-0.08-%d*0.0005	0	0	0	0	0	10	10	1
944	944	2	Buff_314_cast			减火抗0.08	17	0	0	0	0	0	0	102	0.08	1	10	1
945	945	2	Buff_314_cast			减火抗0.12	17	0	0	0	0	0	0	102	0.12	1	10	1
946	946	2		Buff_520_fire		10s燃烧	27	5	0	-0.08-%d*0.0005	0	0	0	0	0	10	10	1
947	947	2		Buff_520_fire		10s燃烧	27	5	0	-0.08-%d*0.0005	0	0	0	0	0	10	10	1
