number	string	string	number	number	number	array	number	number	number	number	number	number	number	number	string	string	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	string	number	number	number	number	array2	array2	number	number	number
495	魅惑	S494	202	1	4	[3]	2	1	3	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	0	0	追打【击晕】敌人造成一定伤害附带【击退】，并获得20怒气，每回合至多触发3次	0	4	0	10	[]	"[[1,682]]"	0	1	0
496	禁咒	S496	202	1	0	[]	0	0	0	0	1	0	6	6	S121_magic_attack		1	0	999	1	7	400	0	3	1	0	1	1	400	0	0	0	0	100	497	14202	每六回合对敌方血量最低单位造成一定伤害并获得8点怒气	0	3	0	10	"[[1,685]]"	"[[1,683]]"	0	1	0
497	禁咒	S496	202	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	1	7	400	0	3	1	0	1	1	400	0	0	0	0	100	0	0	每四回合对敌方血量最低单位造成一定伤害并获得10点怒气	0	4	0	10	"[[1,686]]"	"[[1,684]]"	0	1	0
498	隐匿	S498	202	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	499	14202	受到攻击时提升全队少量技防，持续30秒，可叠加20次	0	3	0	10	[]	"[[1,687]]"	0	1	0
499	隐匿	S498	202	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	5	0	100	0	0	受到攻击时提升全队少量技防，持续30秒，可叠加20次	0	4	0	10	[]	"[[1,688]]"	0	1	0
502	雄叫び	S502	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	503	14200	大狗熊咆哮对敌方全体造成伤害	0	3	0	10	[]	[]	0	1	0
503	雄叫び	S502	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	大狗熊咆哮对敌方全体造成伤害	0	4	0	10	[]	[]	0	1	0
512	メテオ	S512	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	513	14200	火龙全屏大招	0	3	0	10	[]	[]	0	1	0
513	メテオ	S512	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	火龙全屏大招	0	4	0	10	[]	[]	0	1	0
522	あの世からの攻撃	S522	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	523	14200	撒金币全屏大招	0	3	0	10	[]	[]	0	1	0
523	あの世からの攻撃	S522	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	撒金币全屏大招	0	4	0	10	[]	[]	0	1	0
524	霊の襲撃	S524	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	0	1	0	0	0	0	0	0	0	0	100	0	0	小怪技能，对最近目标造成单体伤害	0	3	0	10	[]	[]	0	0.4	0
525	モンスターダメージ	S525	200	1	0	[]	0	0	0	0	1	0	2	4	S121_magic_attack		1	1	999	1	1	400	2	0	1	0	0	0	0	0	0	0	0	100	0	0	怪物周期单体伤害	0	3	0	10	[]	[]	0	0.4	0
526	モンスターのサイクルAOE	S526	200	1	0	[]	0	0	0	0	1	0	3	5	S121_magic_attack		2.4	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	怪物周期AOE伤害	0	3	0	10	[]	[]	0	0.4	0
527	駆逐	S527	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	0	1	0	0	0	0	0	0	0	0	100	0	0	对最近单位造成伤害并附带【倒地】效果	0	3	0	10	[]	[]	0	0.4	0
528	呪い	S528	200	1	4	[1]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【倒地】敌人，造成【重伤】效果，回合触发上限：1	0	3	0	10	[]	[]	0	0.4	0
529	勇敢な歌	S529	200	1	4	[4]	2	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【重伤】敌人，造成【击退】效果，回合触发上限：1	0	3	0	10	[]	[]	0	0.4	0
530	霊能力の勃発	S530	200	1	3	[1]	5	1	1	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	连击【倒地】并造成【重伤】效果	0	3	0	5	[]	[]	0	0.4	0
531	追撃無効	S531	200	1	4	[2]	1	2	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【击退】敌人，造成【倒地】效果，回合触发上限：1	0	3	0	10	[]	[]	0	0.4	0
532	前衛に対するAOE5	S532	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	1	999	1	3	400	1	0	0	0	0	0	0	0	0	0	0	100	0	0	每五次攻击对敌方前排所有单位造成一次伤害	0	3	0	10	[]	[]	0	0.4	0
533	ヤバい影	S533	200	1	3	[5]	5	1	1	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	连击【重伤】敌人，造成【倒地】效果	0	3	0	5	[]	[]	0	0.4	0
534	全体に対するAOE5	S534	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	每五次攻击对敌方全体造成一次伤害	0	3	0	10	[]	[]	0	0.4	0
535	念力の衝突	S535	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	主动施放，对敌方全体造成一次伤害	0	3	0	10	[]	[]	0	0.4	0
536	3体盲目	S536	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	1	400	2	0	1	0	0	0	0	0	0	0	0	100	0	0	每三次普通对目标造成一次伤害并施加致盲效果	0	3	0	10	"[[1,326]]"	[]	0	0.4	0
537	毒5	S537	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	1	999	1	7	400	0	1	5	0	0	0	0	0	0	0	0	100	0	0	每五次攻击对五个敌人造成中毒	0	3	0	10	"[[1,327]]"	[]	0	0.4	0
538	3体回復	S538	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	1	1	0	100	0	0	每三次攻击回复己方血量最少单位一定血量	0	3	0	10	[]	"[[1,328]]"	0	0.4	0
539	デスインパクト	S539	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	主动施放，对敌方全体造成伤害并眩晕	0	3	0	10	"[[1,329]]"	[]	0	0.4	0
540	全体に対するAOE3	S540	200	1	0	[]	0	0	0	0	1	0	3	2	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	每三次攻击对敌方全体造成一次伤害	0	3	0	10	[]	[]	0	0.4	0
541	激怒パニック	S541	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	400	3	0	0	0	0	0	0	0	0	0	0	100	0	0	主动施放，对敌方后排所有单位造成伤害并混乱	0	3	0	10	"[[1,330]]"	[]	0	0.4	0
542	攻撃指示	S542	200	1	4	[1]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【倒地】单位，造成【击晕】效果，回合触发上限：1	0	3	0	10	[]	[]	0	0.4	0
543	瞬殺の血刀	S543	200	1	1	[]	2	5	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	0	1	0	0	0	0	0	0	0	0	100	0	0	对最近目标造成伤害并击退，高额连击值	0	3	0	10	[]	[]	0	0.4	0
544	霊の追撃	S544	200	1	4	[6]	0	1	1	5	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	3	0	0	0	0	0	0	0	0	100	0	0	combo10时对敌方随机三个单位造成伤害，回合触发上限：1	0	3	0	10	[]	[]	0	0.4	0
545	有効治療	S545	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	0	0	主动施放，驱散己方全体不良状态并回复血量	0	3	0	10	[]	"[[1,331],[1,332]]"	0	0.4	0
546	5体ダメージ	S546	200	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	1	999	1	1	400	2	0	1	0	0	0	0	0	0	0	0	100	0	0	每五次攻击对最近目标造成一次伤害	0	3	0	10	[]	[]	0	0.4	0
547	怒りの攻撃	S547	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	0	1	0	0	0	0	0	0	0	0	100	0	0	单体秒杀	0	3	0	10	[]	[]	0	0.4	0
548	5体回復	S548	200	1	0	[]	0	0	0	0	0	0	3	4	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	1	400	0	0	1	0	100	0	0	每五次攻击回复自身一定血量	0	3	0	10	[]	"[[1,333]]"	0	0.4	0
549	カウンター	S549	200	1	0	[]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	自身反伤10%	0	3	0	10	[]	"[[1,334]]"	0	0.4	0
550	聖なる裁き	S550	200	1	0	[]	0	0	0	0	1	0	5	12	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	14200	随机攻击一个目标，并造成3秒晕眩	0	3	0	10	"[[1,224]]"	[]	0	1	0
551	神のご加護	S551	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	0	0	0	0	0	0	0	1	1	400	0	0	1	0	100	0	14200	增加自己x%的普通攻击	0	3	0	10	[]	"[[1,230]]"	0	1	0
552	沈黙	S552	200	1	1	[]	2	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	攻击随机单体目标，造成X伤害，沉默5S，造成【击退】	0	3	0	10	"[[1,347]]"	[]	0	1	0
553	霊魂の爆炎	S553	200	1	4	[3]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【击晕】造成【重伤】，造成x点伤害，并使目标点燃5秒，每秒200点伤害，回合触发上限：1	0	3	0	10	"[[1,348]]"	[]	0	1	0
554	ニャンコの刃	S554	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	攻击随机单体目标，造成X伤害，沉默5S，并使目标5S不得怒气	0	3	0	10	"[[1,349],[1,350]]"	[]	0	1	0
555	クレイジー静電気	S555	200	1	4	[1]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【倒地】造成【击晕】，并造成x伤害，回合触发上限：1	0	3	0	10	[]	[]	0	1	0
556	拳法の奥義	S556	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	1	1	500	0	0	0	0	100	0	0	攻击单体造成X伤害，造成目标【眩晕】，并回复自己生命12%	0	3	0	10	"[[1,351]]"	"[[1,352]]"	0	1	0
557	呪いの炎	S557	200	1	4	[3]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【击晕】造成【倒地】，造成x点伤害，并使目标点燃5秒，每秒200点伤害，回合触发上限：1	0	3	0	10	"[[1,353]]"	[]	0	1	0
558	忍者の奥義	S558	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有目标造成X伤害	0	3	0	10	[]	[]	0	1	0
559	十字斬	S559	200	1	4	[2]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【击退】造成【击晕】，造成双倍伤害，回合触发上限：1	0	3	0	10	[]	[]	0	1	0
560	騎士道	S560	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	回复自身生命上限的60%生命，并提升暴击30点，持续5秒	0	3	0	10	[]	"[[1,354]]"	0	1	0
561	爆撃	S561	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	7	500	0	1	2	0	1	1	500	0	0	0	0	100	0	0	每3次普攻回复10%生命值，并对敌方随机两个单位造成混乱，持续3s	0	3	0	10	"[[1,355]]"	"[[1,356]]"	0	1	0
562	変異感染	S562	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	降低所有敌方单位攻击15%和防御20%，持续10s	0	3	0	10	"[[1,357]]"	[]	0	1	0
563	霊能力の爆発	S563	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	7	500	0	1	2	0	1	1	500	0	0	0	0	100	0	0	每3次普攻回复10%生命值，并对敌方随机两个单位造成中毒，持续5s，每秒250点伤害	0	3	0	10	"[[1,358]]"	"[[1,359]]"	0	1	0
564	滅亡	S564	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	增加自身闪避30点，持续5秒	0	3	0	10	[]	"[[1,360]]"	0	1	0
565	燃焼爆裂	S565	200	1	4	[3]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追击【击晕】造成【重伤】，造成x点伤害，并使目标点燃5秒，每秒260点伤害，回合触发上限：1	0	3	0	10	"[[1,361]]"	[]	0	1	0
566	血戦	S566	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	1	1	500	0	0	0	0	100	0	0	对所有目标造成伤害，并抽取所有200点怒气，回复自身20%生命	0	3	0	10	"[[1,362]]"	"[[1,363]]"	0	1	0
567	神の裁決	S567	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	7	500	0	1	2	0	0	0	0	0	0	0	0	100	0	0	每3次普攻降低怒气40点，并随机沉默2两个单位，持续3s	0	3	0	10	"[[1,364],[1,365]]"	[]	0	1	0
568	烈撃	S568	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	0	0	对目标造成眩晕持续3s	0	3	0	10	"[[1,366]]"	[]	0	1	0
569	呪い	S569	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	每3次普攻增加自身防御1000点，持续2s	0	3	0	10	[]	"[[1,367]]"	0	1	0
570	多重の衝撃	S570	200	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	对前排所有目标造成伤害，并造成【击晕】	0	3	0	10	[]	[]	0	1	0
571	襲撃追っかけ	S571	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	每3次普攻增加自身技防1000点，持续2s	0	3	0	10	[]	"[[1,368]]"	0	1	0
572	闇呪い	S572	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	500	0	0	0	0	0	0	0	0	0	0	0	100	0	0	对目标所在行造成x伤害，并造成目标点燃持续5秒每秒280点伤害	0	3	0	10	"[[1,369]]"	[]	0	1	0
573	絶対の衝撃	S573	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	1	1	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	被攻击时会造成随机目标点燃持续5秒，每秒260点伤害	0	3	0	10	"[[1,370]]"	[]	0	1	0
574	呪い攻撃	S574	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有目标造成x伤害，并造成所点燃，持续5秒，每秒280点伤害	0	3	0	10	"[[1,371]]"	[]	0	1	0
575	とげ	S575	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	被攻击时会提升5%的攻击和5%的技能攻击，持续15秒	0	3	0	10	[]	"[[1,372]]"	0	1	0
576	貫通	S576	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		2	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	0	0	对所单体目标造成x伤害，并眩晕3s	0	3	0	10	"[[1,373]]"	[]	0	1	0
577	審判	S577	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	被攻击时会提升5%的防御和5%的技防 ，持续15秒	0	3	0	10	[]	"[[1,374]]"	0	1	0
578	激怒	S578	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有目标造成x伤害，并造成所点燃，持续5秒，每秒280点伤害	0	3	0	10	"[[1,375]]"	[]	0	1	0
579	妨害	S579	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	每3次普攻一次对所有目标造成伤害（小额伤害）	0	3	0	10	"[[1,376]]"	[]	0	1	0
580	怒号	S580	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有目标造成x伤害（能秒杀目标）	0	3	0	10	[]	[]	0	1	0
581	雄叫び	S581	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	每3次普攻一次对所有目标造成伤害（大量伤害）	0	3	0	10	"[[1,377]]"	[]	0	1	0
582	混乱	S582	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	1	1	500	0	0	0	0	100	0	0	对目单体目标造成80%生命伤害，自己造成40%伤害	0	3	0	10	[]	"[[1,378]]"	0	1	0
583	飲み込み	S583	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	每3次普攻1次生命回复，回复自身20%生命	0	3	0	10	[]	"[[1,379]]"	0	1	0
584	嵐のハンティング	S584	200	1	1	[]	2	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	多所有目标造成大量伤害并造成目标【击退】	0	3	0	10	[]	[]	0	1	0
585	恐怖のトゲ	S585	200	1	4	[2]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	追击【击退】造成【击晕】并造成伤害，回合触发上限：1	0	3	0	10	[]	[]	0	1	0
586	狂暴	S586	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	0	0	对目标造成眩晕持续3s	0	3	0	10	"[[1,380]]"	[]	0	1	0
587	斬首	S587	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	每3次普攻增加自身防御1000点，持续2s	0	3	0	10	[]	"[[1,381]]"	0	1	0
588	エネルギー炸裂	S588	200	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	对前排所有目标造成伤害，并造成【击晕】	0	3	0	10	[]	[]	0	1	0
589	爆裂	S589	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	每3次普攻增加自身技防1000点，持续2s	0	3	0	10	[]	"[[1,382]]"	0	1	0
590	闇討ち	S590	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	1	7	500	0	0	0	0	100	0	0	对所有目标造成大额伤害，并提升己方攻击20%持续5秒	0	3	0	10	[]	"[[1,383]]"	0	1	0
591	ブラックホールの飲み込み	S591	200	1	4	[3]	0	10	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【击晕】造成【高连】，回合触发上限：1	0	3	0	10	[]	[]	0	1	0
592	ラストスパート	S592	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	1	1	500	0	0	0	0	100	0	0	对所有目标造成伤害并造成【倒地】，回复自身生命20%	0	3	0	10	[]	"[[1,384]]"	0	1	0
593	衝撃波	S593	200	1	4	[2]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追打【击退】造成【倒地】，回合触发上限：1	0	3	0	10	[]	[]	0	1	0
594	激怒	S594	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有人造成伤害，并造成中毒，持续5秒每秒260点伤害	0	3	0	10	"[[1,385]]"	[]	0	1	0
595	刀打ち直しの神	S595	200	1	4	[1]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追到【倒地】造成【击晕】，回合触发上限：1	0	3	0	10	[]	[]	0	1	0
596	死の審判	S596	200	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	0	0	对攻击目标造成大额伤害，并造成目标【重伤】	0	3	0	10	[]	[]	0	1	0
597	符印の攻撃	S597	200	1	4	[5]	2	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追到【重伤】造成【击退】，回合触发上限：1	0	3	0	10	[]	[]	0	1	0
598	嘲笑	S598	200	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	1	1	500	0	0	0	0	100	0	0	对攻击目标造成伤害并附带【击晕】，如目标死亡获得一张新卡	0	3	0	10	[]	"[[1,386]]"	0	1	0
599	呪いの眼	S599	200	1	4	[3]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	追到【击晕】造成【倒地】，附带中毒5秒，每秒260点伤害，回合触发上限：1	0	3	0	10	"[[1,387]]"	[]	0	1	0
600	火炎の衝撃	S600	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		2	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有敌人造成巨额伤害，并附带中毒持续3秒，每秒500点伤害	0	3	0	10	"[[1,388]]"	[]	0	1	0
601	滅亡の裁決	S601	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	普通3次触发一次对所有目标造成伤害	0	3	0	10	"[[1,389]]"	[]	0	1	0
602	バブル	S602	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	0	0	对单体目标造成x点伤害	0	3	0	10	[]	[]	0	1	0
603	液体漬け	S603	200	1	0	[]	0	0	0	0	1	0	1	1	S121_magic_attack		2	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	每1次普攻触发一起次全体目标中毒，持续2秒每秒100点伤害	0	3	0	10	"[[1,390]]"	[]	0	1	0
604	水の衝撃	S604	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对全体目标造成中毒持续10秒每秒260点伤害	0	3	0	10	"[[1,391]]"	[]	0	1	0
605	逆巻く大波	S605	200	1	0	[]	0	0	0	0	1	0	1	2	S121_magic_attack		2	1	999	0	0	0	0	0	0	0	1	7	500	0	0	0	0	100	0	0	每2次普攻触发一次治疗，恢复800点生命	0	3	0	10	[]	"[[1,392]]"	0	1	0
606	荒波	S606	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有目标造成伤害并附带点燃，持续5秒每秒50点伤害	0	3	0	10	"[[1,393]]"	[]	0	1	0
607	水責め	S607	200	1	0	[]	0	0	0	0	1	0	1	1	S121_magic_attack		2	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	每次普攻触发一次全体中毒，持续3秒每秒100点伤害	0	3	0	10	"[[1,394]]"	[]	0	1	0
608	逆巻く荒波	S608	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	对所有目标造成中毒持续10秒，每2秒300点伤害	0	3	0	10	"[[1,395]]"	[]	0	1	0
609	暴風大波	S609	200	1	0	[]	0	0	0	0	1	0	2	2	S121_magic_attack		2	1	999	1	1	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	每2次普攻触发一次单体中毒，持续5秒每秒200点伤害	0	3	0	10	"[[1,396]]"	[]	0	1	0
610	飲み込み	S610	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	0	0	0	0	0	0	0	1	7	500	0	1	1	0	100	0	0	单体生命恢复50%	0	3	0	10	[]	"[[1,397]]"	0	1	0
611	ブラックホール	S611	200	1	0	[]	0	0	0	0	1	0	1	1	S121_magic_attack		2	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	0	0	对所有目标造成伤害，并附带点燃持续3秒，每2秒造成160点伤害	0	3	0	10	"[[1,398]]"	[]	0	1	0
612	消失	S612	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	0	0	0	0	0	0	0	1	7	500	0	1	1	0	100	0	0	单体回复生命20%	0	3	0	10	[]	"[[1,399]]"	0	1	0
613	異常分離	S613	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		2	1	999	1	1	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	每攻击3次触发一次单体混乱3秒	0	3	0	10	"[[1,400]]"	[]	0	1	0
